category,age,year,division,population
tablet_owner,55+,2013,pacific,36
tablet_owner,55+,2013,south,61
tablet_owner,55+,2013,south_east,41
tablet_owner,55+,2013,south_west,20
tablet_owner,55+,2013,west_central,28
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,east_central,17
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,north_east,28
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,pacific,37
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,south,43
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,south_east,15
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,south_west,28
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,west_central,25
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,east_central,21
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,north_east,33
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,pacific,42
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,south,78
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,south_east,34
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,south_west,44
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,west_central,39
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,east_central,27
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,north_east,54
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,pacific,53
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,south,98
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,south_east,42
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,south_west,56
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,west_central,39
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,east_central,29
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,north_east,75
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,pacific,55
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,south,73
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,south_east,32
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,south_west,41
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,west_central,44
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,east_central,43
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,north_east,96
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,pacific,66
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,south,101
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,south_east,67
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,south_west,34
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,west_central,46
social_media_[social_media_user],18-24,2013,east_central,29
social_media_[social_media_user],18-24,2013,north_east,50
social_media_[social_media_user],18-24,2013,pacific,75
social_media_[social_media_user],18-24,2013,south,74
social_media_[social_media_user],18-24,2013,south_east,26
social_media_[social_media_user],18-24,2013,south_west,48
social_media_[social_media_user],18-24,2013,west_central,51
social_media_[social_media_user],25-34,2013,east_central,46
social_media_[social_media_user],25-34,2013,north_east,56
social_media_[social_media_user],25-34,2013,pacific,74
social_media_[social_media_user],25-34,2013,south,144
social_media_[social_media_user],25-34,2013,south_east,68
social_media_[social_media_user],25-34,2013,south_west,76
social_media_[social_media_user],25-34,2013,west_central,70
social_media_[social_media_user],35-44,2013,east_central,57
social_media_[social_media_user],35-44,2013,north_east,78
social_media_[social_media_user],35-44,2013,pacific,98
social_media_[social_media_user],35-44,2013,south,173
social_media_[social_media_user],35-44,2013,south_east,67
social_media_[social_media_user],35-44,2013,south_west,106
social_media_[social_media_user],35-44,2013,west_central,66
social_media_[social_media_user],45-54,2013,east_central,51
social_media_[social_media_user],45-54,2013,north_east,99
social_media_[social_media_user],45-54,2013,pacific,90
social_media_[social_media_user],45-54,2013,south,127
social_media_[social_media_user],45-54,2013,south_east,63
social_media_[social_media_user],45-54,2013,south_west,64
social_media_[social_media_user],45-54,2013,west_central,69
social_media_[social_media_user],55+,2013,east_central,42
social_media_[social_media_user],55+,2013,north_east,100
social_media_[social_media_user],55+,2013,pacific,90
social_media_[social_media_user],55+,2013,south,165
social_media_[social_media_user],55+,2013,south_east,101
social_media_[social_media_user],55+,2013,south_west,64
social_media_[social_media_user],55+,2013,west_central,65
totals,18-24,2014,east_central,28
totals,18-24,2014,north_east,54
totals,18-24,2014,pacific,499
totals,18-24,2014,south,127
totals,18-24,2014,south_east,34
totals,18-24,2014,south_west,93
totals,18-24,2014,west_central,27
totals,25-34,2014,east_central,51
totals,25-34,2014,north_east,70
totals,25-34,2014,pacific,87
totals,25-34,2014,south,199
totals,25-34,2014,south_east,64
totals,25-34,2014,south_west,135
totals,25-34,2014,west_central,65
totals,35-44,2014,east_central,77
totals,35-44,2014,north_east,98
totals,35-44,2014,pacific,87
totals,35-44,2014,south,226
totals,35-44,2014,south_east,71
totals,35-44,2014,south_west,155
totals,35-44,2014,west_central,87
totals,45-54,2014,east_central,81
totals,45-54,2014,north_east,114
totals,45-54,2014,pacific,94
totals,45-54,2014,south,210
totals,45-54,2014,south_east,85
totals,45-54,2014,south_west,125
totals,45-54,2014,west_central,85
totals,55+,2014,east_central,76
totals,55+,2014,north_east,183
totals,55+,2014,pacific,151
totals,55+,2014,south,297
totals,55+,2014,south_east,141
totals,55+,2014,south_west,184
totals,55+,2014,west_central,118
video_game,18-24,2014,east_central,22
video_game,18-24,2014,north_east,46
video_game,18-24,2014,pacific,228
video_game,18-24,2014,south,105
video_game,18-24,2014,south_east,30
video_game,18-24,2014,south_west,75
video_game,18-24,2014,west_central,25
video_game,25-34,2014,east_central,39
video_game,25-34,2014,north_east,55
video_game,25-34,2014,pacific,62
video_game,25-34,2014,south,131
video_game,25-34,2014,south_east,41
video_game,25-34,2014,south_west,90
video_game,25-34,2014,west_central,45
video_game,35-44,2014,east_central,52
video_game,35-44,2014,north_east,56
video_game,35-44,2014,pacific,62
video_game,35-44,2014,south,124
video_game,35-44,2014,south_east,39
video_game,35-44,2014,south_west,85
video_game,35-44,2014,west_central,55
video_game,45-54,2014,east_central,36
video_game,45-54,2014,north_east,48
video_game,45-54,2014,pacific,32
video_game,45-54,2014,south,69
video_game,45-54,2014,south_east,28
video_game,45-54,2014,south_west,41
video_game,45-54,2014,west_central,36
video_game,55+,2014,east_central,10
video_game,55+,2014,north_east,25
video_game,55+,2014,pacific,28
video_game,55+,2014,south,64
video_game,55+,2014,south_east,32
video_game,55+,2014,south_west,32
video_game,55+,2014,west_central,19
digital_music,18-24,2014,east_central,28
digital_music,18-24,2014,north_east,54
digital_music,18-24,2014,pacific,499
digital_music,18-24,2014,south,127
digital_music,18-24,2014,south_east,34
digital_music,18-24,2014,south_west,93
digital_music,18-24,2014,west_central,27
digital_music,25-34,2014,east_central,51
digital_music,25-34,2014,north_east,70
digital_music,25-34,2014,pacific,87
digital_music,25-34,2014,south,199
digital_music,25-34,2014,south_east,64
digital_music,25-34,2014,south_west,135
digital_music,25-34,2014,west_central,65
digital_music,35-44,2014,east_central,77
digital_music,35-44,2014,north_east,98
digital_music,35-44,2014,pacific,87
digital_music,35-44,2014,south,226
digital_music,35-44,2014,south_east,71
digital_music,35-44,2014,south_west,155
digital_music,35-44,2014,west_central,87
digital_music,45-54,2014,east_central,81
digital_music,45-54,2014,north_east,114
digital_music,45-54,2014,pacific,94
digital_music,45-54,2014,south,210
digital_music,45-54,2014,south_east,85
digital_music,45-54,2014,south_west,125
digital_music,45-54,2014,west_central,85
digital_music,55+,2014,east_central,76
digital_music,55+,2014,north_east,183
digital_music,55+,2014,pacific,151
digital_music,55+,2014,south,297
digital_music,55+,2014,south_east,141
digital_music,55+,2014,south_west,184
digital_music,55+,2014,west_central,118
tv,18-24,2014,east_central,18
tv,18-24,2014,north_east,43
tv,18-24,2014,pacific,438
tv,18-24,2014,south,93
tv,18-24,2014,south_east,27
tv,18-24,2014,south_west,66
tv,18-24,2014,west_central,20
tv,25-34,2014,east_central,42
tv,25-34,2014,north_east,50
tv,25-34,2014,pacific,71
tv,25-34,2014,south,159
tv,25-34,2014,south_east,49
tv,25-34,2014,south_west,110
tv,25-34,2014,west_central,50
tv,35-44,2014,east_central,66
tv,35-44,2014,north_east,86
tv,35-44,2014,pacific,71
tv,35-44,2014,south,197
tv,35-44,2014,south_east,63
tv,35-44,2014,south_west,134
tv,35-44,2014,west_central,74
tv,45-54,2014,east_central,73
tv,45-54,2014,north_east,99
tv,45-54,2014,pacific,80
tv,45-54,2014,south,187
tv,45-54,2014,south_east,74
tv,45-54,2014,south_west,113
tv,45-54,2014,west_central,72
tv,55+,2014,east_central,65
tv,55+,2014,north_east,173
tv,55+,2014,pacific,138
tv,55+,2014,south,282
tv,55+,2014,south_east,132
tv,55+,2014,south_west,177
tv,55+,2014,west_central,105
radio,18-24,2014,east_central,15
radio,18-24,2014,north_east,34
radio,18-24,2014,pacific,363
radio,18-24,2014,south,81
radio,18-24,2014,south_east,21
radio,18-24,2014,south_west,60
radio,18-24,2014,west_central,17
radio,25-34,2014,east_central,40
radio,25-34,2014,north_east,50
radio,25-34,2014,pacific,61
radio,25-34,2014,south,142
radio,25-34,2014,south_east,40
radio,25-34,2014,south_west,102
radio,25-34,2014,west_central,43
radio,35-44,2014,east_central,52
radio,35-44,2014,north_east,78
radio,35-44,2014,pacific,61
radio,35-44,2014,south,164
radio,35-44,2014,south_east,52
radio,35-44,2014,south_west,112
radio,35-44,2014,west_central,67
radio,45-54,2014,east_central,67
radio,45-54,2014,north_east,94
radio,45-54,2014,pacific,76
radio,45-54,2014,south,167
radio,45-54,2014,south_east,64
radio,45-54,2014,south_west,103
radio,45-54,2014,west_central,62
radio,55+,2014,east_central,57
radio,55+,2014,north_east,140
radio,55+,2014,pacific,107
radio,55+,2014,south,209
radio,55+,2014,south_east,96
radio,55+,2014,south_west,134
radio,55+,2014,west_central,84
magazine,18-24,2014,east_central,20
magazine,18-24,2014,north_east,44
magazine,18-24,2014,pacific,393
magazine,18-24,2014,south,86
magazine,18-24,2014,south_east,27
magazine,18-24,2014,south_west,59
magazine,18-24,2014,west_central,20
magazine,25-34,2014,east_central,39
magazine,25-34,2014,north_east,62
magazine,25-34,2014,pacific,62
magazine,25-34,2014,south,136
magazine,25-34,2014,south_east,48
magazine,25-34,2014,south_west,88
magazine,25-34,2014,west_central,47
magazine,35-44,2014,east_central,63
magazine,35-44,2014,north_east,79
magazine,35-44,2014,pacific,62
magazine,35-44,2014,south,174
magazine,35-44,2014,south_east,58
magazine,35-44,2014,south_west,116
magazine,35-44,2014,west_central,67
magazine,45-54,2014,east_central,71
magazine,45-54,2014,north_east,95
magazine,45-54,2014,pacific,74
magazine,45-54,2014,south,173
magazine,45-54,2014,south_east,70
magazine,45-54,2014,south_west,103
magazine,45-54,2014,west_central,68
magazine,55+,2014,east_central,73
magazine,55+,2014,north_east,164
magazine,55+,2014,pacific,128
magazine,55+,2014,south,265
magazine,55+,2014,south_east,129
magazine,55+,2014,south_west,171
magazine,55+,2014,west_central,110
movie_goers,18-24,2014,east_central,28
movie_goers,18-24,2014,north_east,54
movie_goers,18-24,2014,pacific,499
movie_goers,18-24,2014,south,127
movie_goers,18-24,2014,south_east,34
movie_goers,18-24,2014,south_west,93
movie_goers,18-24,2014,west_central,27
movie_goers,25-34,2014,east_central,51
movie_goers,25-34,2014,north_east,70
movie_goers,25-34,2014,pacific,87
movie_goers,25-34,2014,south,199
movie_goers,25-34,2014,south_east,64
movie_goers,25-34,2014,south_west,135
movie_goers,25-34,2014,west_central,65
movie_goers,35-44,2014,east_central,77
movie_goers,35-44,2014,north_east,98
movie_goers,35-44,2014,pacific,87
movie_goers,35-44,2014,south,226
movie_goers,35-44,2014,south_east,71
movie_goers,35-44,2014,south_west,155
movie_goers,35-44,2014,west_central,87
movie_goers,45-54,2014,east_central,81
movie_goers,45-54,2014,north_east,114
movie_goers,45-54,2014,pacific,94
movie_goers,45-54,2014,south,210
movie_goers,45-54,2014,south_east,85
movie_goers,45-54,2014,south_west,125
movie_goers,45-54,2014,west_central,85
movie_goers,55+,2014,east_central,76
movie_goers,55+,2014,north_east,183
movie_goers,55+,2014,pacific,151
movie_goers,55+,2014,south,297
movie_goers,55+,2014,south_east,141
movie_goers,55+,2014,south_west,184
movie_goers,55+,2014,west_central,118
supermarket_goer_last_4_weeks,18-24,2014,east_central,25
supermarket_goer_last_4_weeks,18-24,2014,north_east,52
supermarket_goer_last_4_weeks,18-24,2014,pacific,495
supermarket_goer_last_4_weeks,18-24,2014,south,126
supermarket_goer_last_4_weeks,18-24,2014,south_east,34
supermarket_goer_last_4_weeks,18-24,2014,south_west,92
supermarket_goer_last_4_weeks,18-24,2014,west_central,26
supermarket_goer_last_4_weeks,25-34,2014,east_central,50
supermarket_goer_last_4_weeks,25-34,2014,north_east,70
supermarket_goer_last_4_weeks,25-34,2014,pacific,86
supermarket_goer_last_4_weeks,25-34,2014,south,192
supermarket_goer_last_4_weeks,25-34,2014,south_east,62
supermarket_goer_last_4_weeks,25-34,2014,south_west,130
supermarket_goer_last_4_weeks,25-34,2014,west_central,61
supermarket_goer_last_4_weeks,35-44,2014,east_central,75
supermarket_goer_last_4_weeks,35-44,2014,north_east,97
supermarket_goer_last_4_weeks,35-44,2014,pacific,86
supermarket_goer_last_4_weeks,35-44,2014,south,221
supermarket_goer_last_4_weeks,35-44,2014,south_east,69
supermarket_goer_last_4_weeks,35-44,2014,south_west,152
supermarket_goer_last_4_weeks,35-44,2014,west_central,85
supermarket_goer_last_4_weeks,45-54,2014,east_central,79
supermarket_goer_last_4_weeks,45-54,2014,north_east,113
supermarket_goer_last_4_weeks,45-54,2014,pacific,94
supermarket_goer_last_4_weeks,45-54,2014,south,207
supermarket_goer_last_4_weeks,45-54,2014,south_east,85
supermarket_goer_last_4_weeks,45-54,2014,south_west,122
supermarket_goer_last_4_weeks,45-54,2014,west_central,85
supermarket_goer_last_4_weeks,55+,2014,east_central,75
supermarket_goer_last_4_weeks,55+,2014,north_east,179
supermarket_goer_last_4_weeks,55+,2014,pacific,148
supermarket_goer_last_4_weeks,55+,2014,south,293
supermarket_goer_last_4_weeks,55+,2014,south_east,140
supermarket_goer_last_4_weeks,55+,2014,south_west,184
supermarket_goer_last_4_weeks,55+,2014,west_central,118
tablet_owner,18-24,2014,east_central,6
tablet_owner,18-24,2014,north_east,15
tablet_owner,18-24,2014,pacific,203
tablet_owner,18-24,2014,south,41
tablet_owner,18-24,2014,south_east,10
tablet_owner,18-24,2014,south_west,31
tablet_owner,18-24,2014,west_central,9
tablet_owner,25-34,2014,east_central,20
tablet_owner,25-34,2014,north_east,32
tablet_owner,25-34,2014,pacific,49
tablet_owner,25-34,2014,south,82
tablet_owner,25-34,2014,south_east,25
tablet_owner,25-34,2014,south_west,57
tablet_owner,25-34,2014,west_central,17
tablet_owner,35-44,2014,east_central,35
tablet_owner,35-44,2014,north_east,53
tablet_owner,35-44,2014,pacific,49
tablet_owner,35-44,2014,south,117
tablet_owner,35-44,2014,south_east,37
tablet_owner,35-44,2014,south_west,80
tablet_owner,35-44,2014,west_central,39
tablet_owner,45-54,2014,east_central,29
tablet_owner,45-54,2014,north_east,43
tablet_owner,45-54,2014,pacific,30
tablet_owner,45-54,2014,south,82
tablet_owner,45-54,2014,south_east,33
tablet_owner,45-54,2014,south_west,49
tablet_owner,45-54,2014,west_central,37
tablet_owner,55+,2014,east_central,24
tablet_owner,55+,2014,north_east,53
tablet_owner,55+,2014,pacific,42
tablet_owner,55+,2014,south,82
tablet_owner,55+,2014,south_east,42
tablet_owner,55+,2014,south_west,59
tablet_owner,55+,2014,west_central,32
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,east_central,10
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,north_east,34
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,pacific,239
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,south,54
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,south_east,15
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,south_west,39
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,west_central,14
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,east_central,28
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,north_east,31
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,pacific,44
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,south,86
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,south_east,26
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,south_west,60
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,west_central,36
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,east_central,38
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,north_east,55
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,pacific,44
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,south,89
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,south_east,25
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,south_west,64
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,west_central,41
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,east_central,46
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,north_east,63
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,pacific,45
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,south,95
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,south_east,43
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,south_west,52
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,west_central,51
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,east_central,32
