category,age,year,division,population
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,north_east,97
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,pacific,73
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,south,119
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,south_east,60
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,south_west,89
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,west_central,43
social_media_[social_media_user],18-24,2014,east_central,25
social_media_[social_media_user],18-24,2014,north_east,52
social_media_[social_media_user],18-24,2014,pacific,405
social_media_[social_media_user],18-24,2014,south,122
social_media_[social_media_user],18-24,2014,south_east,32
social_media_[social_media_user],18-24,2014,south_west,90
social_media_[social_media_user],18-24,2014,west_central,24
social_media_[social_media_user],25-34,2014,east_central,50
social_media_[social_media_user],25-34,2014,north_east,66
social_media_[social_media_user],25-34,2014,pacific,78
social_media_[social_media_user],25-34,2014,south,185
social_media_[social_media_user],25-34,2014,south_east,60
social_media_[social_media_user],25-34,2014,south_west,125
social_media_[social_media_user],25-34,2014,west_central,59
social_media_[social_media_user],35-44,2014,east_central,67
social_media_[social_media_user],35-44,2014,north_east,92
social_media_[social_media_user],35-44,2014,pacific,78
social_media_[social_media_user],35-44,2014,south,194
social_media_[social_media_user],35-44,2014,south_east,62
social_media_[social_media_user],35-44,2014,south_west,132
social_media_[social_media_user],35-44,2014,west_central,69
social_media_[social_media_user],45-54,2014,east_central,64
social_media_[social_media_user],45-54,2014,north_east,92
social_media_[social_media_user],45-54,2014,pacific,73
social_media_[social_media_user],45-54,2014,south,168
social_media_[social_media_user],45-54,2014,south_east,73
social_media_[social_media_user],45-54,2014,south_west,95
social_media_[social_media_user],45-54,2014,west_central,70
social_media_[social_media_user],55+,2014,east_central,46
social_media_[social_media_user],55+,2014,north_east,116
social_media_[social_media_user],55+,2014,pacific,100
social_media_[social_media_user],55+,2014,south,196
social_media_[social_media_user],55+,2014,south_east,93
social_media_[social_media_user],55+,2014,south_west,119
social_media_[social_media_user],55+,2014,west_central,75
totals,18-24,2015,east_central,33
totals,18-24,2015,north_east,52
totals,18-24,2015,pacific,51
totals,18-24,2015,south,75
totals,18-24,2015,south_east,30
totals,18-24,2015,south_west,45
totals,18-24,2015,west_central,37
totals,25-34,2015,east_central,53
totals,25-34,2015,north_east,68
totals,25-34,2015,pacific,107
totals,25-34,2015,south,153
totals,25-34,2015,south_east,56
totals,25-34,2015,south_west,97
totals,25-34,2015,west_central,64
totals,35-44,2015,east_central,71
totals,35-44,2015,north_east,65
totals,35-44,2015,pacific,90
totals,35-44,2015,south,146
totals,35-44,2015,south_east,56
totals,35-44,2015,south_west,90
totals,35-44,2015,west_central,85
totals,45-54,2015,east_central,64
totals,45-54,2015,north_east,95
totals,45-54,2015,pacific,95
totals,45-54,2015,south,158
totals,45-54,2015,south_east,74
totals,45-54,2015,south_west,84
totals,45-54,2015,west_central,79
totals,55+,2015,east_central,81
totals,55+,2015,north_east,157
totals,55+,2015,pacific,131
totals,55+,2015,south,240
totals,55+,2015,south_east,110
totals,55+,2015,south_west,130
totals,55+,2015,west_central,114
video_game,18-24,2015,east_central,24
video_game,18-24,2015,north_east,42
video_game,18-24,2015,pacific,41
video_game,18-24,2015,south,54
video_game,18-24,2015,south_east,21
video_game,18-24,2015,south_west,33
video_game,18-24,2015,west_central,29
video_game,25-34,2015,east_central,39
video_game,25-34,2015,north_east,49
video_game,25-34,2015,pacific,81
video_game,25-34,2015,south,97
video_game,25-34,2015,south_east,38
video_game,25-34,2015,south_west,59
video_game,25-34,2015,west_central,45
video_game,35-44,2015,east_central,45
video_game,35-44,2015,north_east,41
video_game,35-44,2015,pacific,45
video_game,35-44,2015,south,82
video_game,35-44,2015,south_east,29
video_game,35-44,2015,south_west,53
video_game,35-44,2015,west_central,59
video_game,45-54,2015,east_central,25
video_game,45-54,2015,north_east,36
video_game,45-54,2015,pacific,35
video_game,45-54,2015,south,50
video_game,45-54,2015,south_east,20
video_game,45-54,2015,south_west,30
video_game,45-54,2015,west_central,35
video_game,55+,2015,east_central,20
video_game,55+,2015,north_east,28
video_game,55+,2015,pacific,20
video_game,55+,2015,south,44
video_game,55+,2015,south_east,21
video_game,55+,2015,south_west,23
video_game,55+,2015,west_central,27
streaming_video,18-24,2015,east_central,27
streaming_video,18-24,2015,north_east,38
streaming_video,18-24,2015,pacific,41
streaming_video,18-24,2015,south,57
streaming_video,18-24,2015,south_east,24
streaming_video,18-24,2015,south_west,33
streaming_video,18-24,2015,west_central,26
streaming_video,25-34,2015,east_central,44
streaming_video,25-34,2015,north_east,58
streaming_video,25-34,2015,pacific,88
streaming_video,25-34,2015,south,126
streaming_video,25-34,2015,south_east,45
streaming_video,25-34,2015,south_west,81
streaming_video,25-34,2015,west_central,49
streaming_video,35-44,2015,east_central,45
streaming_video,35-44,2015,north_east,47
streaming_video,35-44,2015,pacific,69
streaming_video,35-44,2015,south,110
streaming_video,35-44,2015,south_east,39
streaming_video,35-44,2015,south_west,71
streaming_video,35-44,2015,west_central,67
streaming_video,45-54,2015,east_central,49
streaming_video,45-54,2015,north_east,75
streaming_video,45-54,2015,pacific,73
streaming_video,45-54,2015,south,120
streaming_video,45-54,2015,south_east,56
streaming_video,45-54,2015,south_west,64
streaming_video,45-54,2015,west_central,62
streaming_video,55+,2015,east_central,54
streaming_video,55+,2015,north_east,115
streaming_video,55+,2015,pacific,96
streaming_video,55+,2015,south,160
streaming_video,55+,2015,south_east,71
streaming_video,55+,2015,south_west,89
streaming_video,55+,2015,west_central,80
digital_music,18-24,2015,north_east,34
tv,18-24,2015,east_central,22
tv,18-24,2015,pacific,35
tv,18-24,2015,south,53
tv,18-24,2015,south_east,19
tv,18-24,2015,south_west,34
tv,18-24,2015,west_central,23
digital_music,25-34,2015,north_east,45
tv,25-34,2015,east_central,39
tv,25-34,2015,pacific,81
tv,25-34,2015,south,118
tv,25-34,2015,south_east,43
tv,25-34,2015,south_west,75
tv,25-34,2015,west_central,52
digital_music,35-44,2015,north_east,38
tv,35-44,2015,east_central,54
tv,35-44,2015,pacific,79
tv,35-44,2015,south,117
tv,35-44,2015,south_east,46
tv,35-44,2015,south_west,71
tv,35-44,2015,west_central,75
digital_music,45-54,2015,north_east,45
tv,45-54,2015,east_central,59
tv,45-54,2015,pacific,81
tv,45-54,2015,south,139
tv,45-54,2015,south_east,64
tv,45-54,2015,south_west,75
tv,45-54,2015,west_central,67
digital_music,55+,2015,north_east,39
tv,55+,2015,east_central,79
tv,55+,2015,pacific,118
tv,55+,2015,south,223
tv,55+,2015,south_east,102
tv,55+,2015,south_west,121
tv,55+,2015,west_central,110
magazine,18-24,2015,east_central,25
magazine,18-24,2015,pacific,35
magazine,18-24,2015,south,45
magazine,18-24,2015,south_east,20
magazine,18-24,2015,south_west,25
magazine,18-24,2015,west_central,22
tv,18-24,2015,north_east,34
magazine,25-34,2015,east_central,36
magazine,25-34,2015,pacific,81
magazine,25-34,2015,south,103
magazine,25-34,2015,south_east,35
magazine,25-34,2015,south_west,68
magazine,25-34,2015,west_central,48
tv,25-34,2015,north_east,56
magazine,35-44,2015,east_central,54
magazine,35-44,2015,pacific,63
magazine,35-44,2015,south,103
magazine,35-44,2015,south_east,42
magazine,35-44,2015,south_west,61
magazine,35-44,2015,west_central,60
tv,35-44,2015,north_east,60
magazine,45-54,2015,east_central,57
magazine,45-54,2015,pacific,77
magazine,45-54,2015,south,121
magazine,45-54,2015,south_east,55
magazine,45-54,2015,south_west,66
magazine,45-54,2015,west_central,60
tv,45-54,2015,north_east,85
magazine,55+,2015,east_central,73
magazine,55+,2015,pacific,115
magazine,55+,2015,south,206
magazine,55+,2015,south_east,96
magazine,55+,2015,south_west,110
magazine,55+,2015,west_central,105
tv,55+,2015,north_east,147
movie_goers,18-24,2015,east_central,33
movie_goers,18-24,2015,pacific,51
movie_goers,18-24,2015,south,75
movie_goers,18-24,2015,south_east,30
movie_goers,18-24,2015,south_west,45
movie_goers,18-24,2015,west_central,37
radio,18-24,2015,north_east,36
movie_goers,25-34,2015,east_central,53
movie_goers,25-34,2015,pacific,107
movie_goers,25-34,2015,south,153
movie_goers,25-34,2015,south_east,56
movie_goers,25-34,2015,south_west,97
movie_goers,25-34,2015,west_central,64
radio,25-34,2015,north_east,54
movie_goers,35-44,2015,east_central,71
movie_goers,35-44,2015,pacific,90
movie_goers,35-44,2015,south,146
movie_goers,35-44,2015,south_east,56
movie_goers,35-44,2015,south_west,90
movie_goers,35-44,2015,west_central,85
radio,35-44,2015,north_east,46
movie_goers,45-54,2015,east_central,64
movie_goers,45-54,2015,pacific,95
movie_goers,45-54,2015,south,158
movie_goers,45-54,2015,south_east,74
movie_goers,45-54,2015,south_west,84
movie_goers,45-54,2015,west_central,79
radio,45-54,2015,north_east,84
movie_goers,55+,2015,east_central,81
movie_goers,55+,2015,pacific,131
movie_goers,55+,2015,south,240
movie_goers,55+,2015,south_east,110
movie_goers,55+,2015,south_west,130
movie_goers,55+,2015,west_central,114
radio,55+,2015,north_east,142
magazine,18-24,2015,north_east,52
supermarket_goer_last_4_weeks,18-24,2015,east_central,32
supermarket_goer_last_4_weeks,18-24,2015,pacific,50
supermarket_goer_last_4_weeks,18-24,2015,south,74
supermarket_goer_last_4_weeks,18-24,2015,south_east,30
supermarket_goer_last_4_weeks,18-24,2015,south_west,44
supermarket_goer_last_4_weeks,18-24,2015,west_central,35
magazine,25-34,2015,north_east,68
supermarket_goer_last_4_weeks,25-34,2015,east_central,53
supermarket_goer_last_4_weeks,25-34,2015,pacific,105
supermarket_goer_last_4_weeks,25-34,2015,south,153
supermarket_goer_last_4_weeks,25-34,2015,south_east,56
supermarket_goer_last_4_weeks,25-34,2015,south_west,97
supermarket_goer_last_4_weeks,25-34,2015,west_central,64
magazine,35-44,2015,north_east,65
supermarket_goer_last_4_weeks,35-44,2015,east_central,71
supermarket_goer_last_4_weeks,35-44,2015,pacific,89
supermarket_goer_last_4_weeks,35-44,2015,south,145
supermarket_goer_last_4_weeks,35-44,2015,south_east,55
supermarket_goer_last_4_weeks,35-44,2015,south_west,90
supermarket_goer_last_4_weeks,35-44,2015,west_central,84
magazine,45-54,2015,north_east,95
supermarket_goer_last_4_weeks,45-54,2015,east_central,63
supermarket_goer_last_4_weeks,45-54,2015,pacific,94
supermarket_goer_last_4_weeks,45-54,2015,south,157
supermarket_goer_last_4_weeks,45-54,2015,south_east,73
supermarket_goer_last_4_weeks,45-54,2015,south_west,84
supermarket_goer_last_4_weeks,45-54,2015,west_central,79
magazine,55+,2015,north_east,157
supermarket_goer_last_4_weeks,55+,2015,east_central,80
supermarket_goer_last_4_weeks,55+,2015,pacific,131
supermarket_goer_last_4_weeks,55+,2015,south,238
supermarket_goer_last_4_weeks,55+,2015,south_east,108
supermarket_goer_last_4_weeks,55+,2015,south_west,130
supermarket_goer_last_4_weeks,55+,2015,west_central,113
movie_goers,18-24,2015,north_east,49
tablet_owner,18-24,2015,east_central,11
tablet_owner,18-24,2015,pacific,18
tablet_owner,18-24,2015,south,16
tablet_owner,18-24,2015,south_east,7
tablet_owner,18-24,2015,south_west,9
tablet_owner,18-24,2015,west_central,5
movie_goers,25-34,2015,north_east,65
tablet_owner,25-34,2015,east_central,24
tablet_owner,25-34,2015,pacific,52
tablet_owner,25-34,2015,south,63
tablet_owner,25-34,2015,south_east,26
tablet_owner,25-34,2015,south_west,37
tablet_owner,25-34,2015,west_central,28
movie_goers,35-44,2015,north_east,65
tablet_owner,35-44,2015,east_central,36
tablet_owner,35-44,2015,pacific,55
tablet_owner,35-44,2015,south,87
tablet_owner,35-44,2015,south_east,37
tablet_owner,35-44,2015,south_west,50
tablet_owner,35-44,2015,west_central,50
movie_goers,45-54,2015,north_east,94
tablet_owner,45-54,2015,east_central,30
tablet_owner,45-54,2015,pacific,44
tablet_owner,45-54,2015,south,74
tablet_owner,45-54,2015,south_east,34
tablet_owner,45-54,2015,south_west,40
tablet_owner,45-54,2015,west_central,43
movie_goers,55+,2015,north_east,155
tablet_owner,55+,2015,east_central,28
tablet_owner,55+,2015,pacific,51
tablet_owner,55+,2015,south,82
tablet_owner,55+,2015,south_east,40
tablet_owner,55+,2015,south_west,42
tablet_owner,55+,2015,west_central,47
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,east_central,22
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,pacific,39
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,south,57
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,south_east,23
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,south_west,34
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,west_central,30
supermarket_goer_last_4_weeks,18-24,2015,north_east,20
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,east_central,42
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,pacific,76
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,south,112
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,south_east,45
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,south_west,67
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,west_central,50
supermarket_goer_last_4_weeks,25-34,2015,north_east,32
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,east_central,49
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,pacific,65
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,south,93
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,south_east,31
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,south_west,62
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,west_central,59
supermarket_goer_last_4_weeks,35-44,2015,north_east,36
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,east_central,46
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,pacific,67
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,south,109
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,south_east,56
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,south_west,53
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,west_central,56
supermarket_goer_last_4_weeks,45-54,2015,north_east,54
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,east_central,51
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,pacific,86
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,south,161
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,south_east,66
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,south_west,95
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,west_central,72
supermarket_goer_last_4_weeks,55+,2015,north_east,60
social_media_[social_media_user],18-24,2015,east_central,30
social_media_[social_media_user],18-24,2015,pacific,49
social_media_[social_media_user],18-24,2015,south,71
social_media_[social_media_user],18-24,2015,south_east,29
social_media_[social_media_user],18-24,2015,south_west,42
social_media_[social_media_user],18-24,2015,west_central,33
tablet_owner,18-24,2015,north_east,35
social_media_[social_media_user],25-34,2015,east_central,52
social_media_[social_media_user],25-34,2015,pacific,95
social_media_[social_media_user],25-34,2015,south,143
social_media_[social_media_user],25-34,2015,south_east,54
social_media_[social_media_user],25-34,2015,south_west,89
social_media_[social_media_user],25-34,2015,west_central,60
tablet_owner,25-34,2015,north_east,47
social_media_[social_media_user],35-44,2015,east_central,64
social_media_[social_media_user],35-44,2015,pacific,79
social_media_[social_media_user],35-44,2015,south,134
social_media_[social_media_user],35-44,2015,south_east,50
social_media_[social_media_user],35-44,2015,south_west,84
social_media_[social_media_user],35-44,2015,west_central,77
tablet_owner,35-44,2015,north_east,35
social_media_[social_media_user],45-54,2015,east_central,51
social_media_[social_media_user],45-54,2015,pacific,80
social_media_[social_media_user],45-54,2015,south,131
social_media_[social_media_user],45-54,2015,south_east,60
social_media_[social_media_user],45-54,2015,south_west,71
social_media_[social_media_user],45-54,2015,west_central,69
tablet_owner,45-54,2015,north_east,67
social_media_[social_media_user],55+,2015,east_central,55
social_media_[social_media_user],55+,2015,pacific,97
social_media_[social_media_user],55+,2015,south,150
social_media_[social_media_user],55+,2015,south_east,78
social_media_[social_media_user],55+,2015,south_west,72
social_media_[social_media_user],55+,2015,west_central,76
tablet_owner,55+,2015,north_east,96
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,north_east,50
radio,18-24,2015,east_central,16
radio,18-24,2015,pacific,23
radio,18-24,2015,south,42
radio,18-24,2015,south_east,17
radio,18-24,2015,south_west,25
radio,18-24,2015,west_central,18
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,north_east,64
radio,25-34,2015,east_central,38
radio,25-34,2015,pacific,76
radio,25-34,2015,south,115
radio,25-34,2015,south_east,40
radio,25-34,2015,south_west,75
radio,25-34,2015,west_central,46
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,north_east,61
radio,35-44,2015,east_central,56
radio,35-44,2015,pacific,74
radio,35-44,2015,south,109
radio,35-44,2015,south_east,42
radio,35-44,2015,south_west,67
radio,35-44,2015,west_central,68
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,north_east,84
radio,45-54,2015,east_central,46
radio,45-54,2015,pacific,73
radio,45-54,2015,south,117
radio,45-54,2015,south_east,49
radio,45-54,2015,south_west,68
radio,45-54,2015,west_central,64
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,north_east,101
radio,55+,2015,east_central,66
radio,55+,2015,pacific,92
radio,55+,2015,south,168
radio,55+,2015,south_east,73
radio,55+,2015,south_west,95
radio,55+,2015,west_central,92
digital_music,18-24,2015,east_central,18
digital_music,18-24,2015,pacific,36
digital_music,18-24,2015,south,52
digital_music,18-24,2015,south_east,24
digital_music,18-24,2015,south_west,28
digital_music,18-24,2015,west_central,20
social_media_[social_media_user],18-24,2015,north_east,34
digital_music,25-34,2015,east_central,31
digital_music,25-34,2015,pacific,75
digital_music,25-34,2015,south,97
digital_music,25-34,2015,south_east,35
digital_music,25-34,2015,south_west,62
digital_music,25-34,2015,west_central,40
social_media_[social_media_user],25-34,2015,north_east,54
digital_music,35-44,2015,east_central,29
digital_music,35-44,2015,pacific,47
digital_music,35-44,2015,south,85
digital_music,35-44,2015,south_east,33
digital_music,35-44,2015,south_west,52
digital_music,35-44,2015,west_central,47
social_media_[social_media_user],35-44,2015,north_east,48
digital_music,45-54,2015,east_central,30
digital_music,45-54,2015,pacific,50
digital_music,45-54,2015,south,67
digital_music,45-54,2015,south_east,29
digital_music,45-54,2015,south_west,38
digital_music,45-54,2015,west_central,35
social_media_[social_media_user],45-54,2015,north_east,78
digital_music,55+,2015,east_central,18
digital_music,55+,2015,pacific,35
digital_music,55+,2015,south,62
digital_music,55+,2015,south_east,33
digital_music,55+,2015,south_west,29
digital_music,55+,2015,west_central,40
social_media_[social_media_user],55+,2015,north_east,125
totals,18-24,2016,east_central,27
totals,18-24,2016,north_east,203
totals,18-24,2016,pacific,38
totals,18-24,2016,south,64
totals,18-24,2016,south_east,24
totals,18-24,2016,south_west,40
totals,18-24,2016,west_central,49
totals,25-34,2016,east_central,45
totals,25-34,2016,north_east,211
totals,25-34,2016,pacific,68
totals,25-34,2016,south,120
totals,25-34,2016,south_east,43
totals,25-34,2016,south_west,40
totals,25-34,2016,west_central,49
totals,35-44,2016,east_central,46
totals,35-44,2016,north_east,119
totals,35-44,2016,pacific,77
totals,35-44,2016,south,141
totals,35-44,2016,south_east,69
totals,35-44,2016,south_west,72
totals,35-44,2016,west_central,63
totals,45-54,2016,east_central,66
totals,45-54,2016,north_east,41
totals,45-54,2016,pacific,72
totals,45-54,2016,south,187
totals,45-54,2016,south_east,87
totals,45-54,2016,south_west,100
totals,45-54,2016,west_central,81
totals,55+,2016,east_central,88
totals,55+,2016,north_east,93
totals,55+,2016,pacific,158
totals,55+,2016,south,267
totals,55+,2016,south_east,132
totals,55+,2016,south_west,135
totals,55+,2016,west_central,115
video_game,18-24,2016,east_central,23
video_game,18-24,2016,north_east,111
video_game,18-24,2016,pacific,29
video_game,18-24,2016,south,39
video_game,18-24,2016,south_east,17
video_game,18-24,2016,south_west,22
video_game,18-24,2016,west_central,30
video_game,25-34,2016,east_central,33
video_game,25-34,2016,north_east,26
video_game,25-34,2016,pacific,53
video_game,25-34,2016,south,86
video_game,25-34,2016,south_east,30
video_game,25-34,2016,south_west,22
video_game,25-34,2016,west_central,35
video_game,35-44,2016,east_central,34
video_game,35-44,2016,north_east,48
video_game,35-44,2016,pacific,48
video_game,35-44,2016,south,72
video_game,35-44,2016,south_east,35
video_game,35-44,2016,south_west,37
video_game,35-44,2016,west_central,31
video_game,45-54,2016,east_central,25
video_game,45-54,2016,north_east,37
video_game,45-54,2016,pacific,26
video_game,45-54,2016,south,66
video_game,45-54,2016,south_east,30
video_game,45-54,2016,south_west,36
video_game,45-54,2016,west_central,33
video_game,55+,2016,east_central,11
video_game,55+,2016,north_east,43
video_game,55+,2016,pacific,26
video_game,55+,2016,south,46
video_game,55+,2016,south_east,24
video_game,55+,2016,south_west,22
video_game,55+,2016,west_central,25
streaming_video,18-24,2016,east_central,21
streaming_video,18-24,2016,north_east,170
streaming_video,18-24,2016,pacific,31
streaming_video,18-24,2016,south,51
streaming_video,18-24,2016,south_east,20
streaming_video,18-24,2016,south_west,31
streaming_video,18-24,2016,west_central,38
streaming_video,25-34,2016,east_central,40
streaming_video,25-34,2016,north_east,162
streaming_video,25-34,2016,pacific,59
streaming_video,25-34,2016,south,107
streaming_video,25-34,2016,south_east,39
streaming_video,25-34,2016,south_west,31
streaming_video,25-34,2016,west_central,40
streaming_video,35-44,2016,east_central,33
streaming_video,35-44,2016,north_east,105
streaming_video,35-44,2016,pacific,64
streaming_video,35-44,2016,south,118
streaming_video,35-44,2016,south_east,56
streaming_video,35-44,2016,south_west,62
streaming_video,35-44,2016,west_central,52
streaming_video,45-54,2016,east_central,51
streaming_video,45-54,2016,north_east,37
streaming_video,45-54,2016,pacific,56
streaming_video,45-54,2016,south,154
streaming_video,45-54,2016,south_east,70
streaming_video,45-54,2016,south_west,84
streaming_video,45-54,2016,west_central,64
streaming_video,55+,2016,east_central,66
streaming_video,55+,2016,north_east,71
streaming_video,55+,2016,pacific,118
streaming_video,55+,2016,south,196
streaming_video,55+,2016,south_east,96
streaming_video,55+,2016,south_west,100
streaming_video,55+,2016,west_central,88
digital_music,18-24,2016,east_central,27
digital_music,18-24,2016,north_east,203
digital_music,18-24,2016,pacific,38
digital_music,18-24,2016,south,64
digital_music,18-24,2016,south_east,24
digital_music,18-24,2016,south_west,40
digital_music,18-24,2016,west_central,49
digital_music,25-34,2016,east_central,45
digital_music,25-34,2016,north_east,211
digital_music,25-34,2016,pacific,68
digital_music,25-34,2016,south,120
digital_music,25-34,2016,south_east,43
digital_music,25-34,2016,south_west,40
digital_music,25-34,2016,west_central,49
digital_music,35-44,2016,east_central,46
digital_music,35-44,2016,north_east,119
digital_music,35-44,2016,pacific,77
digital_music,35-44,2016,south,141
digital_music,35-44,2016,south_east,69
digital_music,35-44,2016,south_west,72
digital_music,35-44,2016,west_central,63
digital_music,45-54,2016,east_central,66
digital_music,45-54,2016,north_east,41
digital_music,45-54,2016,pacific,72
digital_music,45-54,2016,south,187
digital_music,45-54,2016,south_east,87
digital_music,45-54,2016,south_west,100
digital_music,45-54,2016,west_central,81
digital_music,55+,2016,east_central,88
digital_music,55+,2016,north_east,93
digital_music,55+,2016,pacific,158
digital_music,55+,2016,south,267
digital_music,55+,2016,south_east,132
digital_music,55+,2016,south_west,135
digital_music,55+,2016,west_central,115
tv,18-24,2016,east_central,17
tv,18-24,2016,north_east,168
tv,18-24,2016,pacific,22
tv,18-24,2016,south,41
tv,18-24,2016,south_east,15
tv,18-24,2016,south_west,26
tv,18-24,2016,west_central,32
tv,25-34,2016,east_central,32
tv,25-34,2016,north_east,197
tv,25-34,2016,pacific,41
tv,25-34,2016,south,93
tv,25-34,2016,south_east,36
tv,25-34,2016,south_west,26
tv,25-34,2016,west_central,43
tv,35-44,2016,east_central,38
tv,35-44,2016,north_east,104
tv,35-44,2016,pacific,63
tv,35-44,2016,south,114
tv,35-44,2016,south_east,56
tv,35-44,2016,south_west,58
tv,35-44,2016,west_central,55
tv,45-54,2016,east_central,60
tv,45-54,2016,north_east,32
tv,45-54,2016,pacific,64
tv,45-54,2016,south,165
tv,45-54,2016,south_east,73
tv,45-54,2016,south_west,92
tv,45-54,2016,west_central,73
tv,55+,2016,east_central,84
tv,55+,2016,north_east,88
tv,55+,2016,pacific,149
tv,55+,2016,south,248
tv,55+,2016,south_east,122
tv,55+,2016,south_west,126
tv,55+,2016,west_central,108
radio,18-24,2016,east_central,20
radio,18-24,2016,north_east,152
radio,18-24,2016,pacific,20
radio,18-24,2016,south,42
radio,18-24,2016,south_east,13
radio,18-24,2016,south_west,29
radio,18-24,2016,west_central,31
radio,25-34,2016,east_central,32
radio,25-34,2016,north_east,159
radio,25-34,2016,pacific,46
radio,25-34,2016,south,83
radio,25-34,2016,south_east,27
radio,25-34,2016,south_west,29
radio,25-34,2016,west_central,33
radio,35-44,2016,east_central,34
radio,35-44,2016,north_east,87
radio,35-44,2016,pacific,55
radio,35-44,2016,south,108
radio,35-44,2016,south_east,53
radio,35-44,2016,south_west,55
radio,35-44,2016,west_central,54
radio,45-54,2016,east_central,54
radio,45-54,2016,north_east,20
radio,45-54,2016,pacific,53
radio,45-54,2016,south,149
radio,45-54,2016,south_east,70
radio,45-54,2016,south_west,79
radio,45-54,2016,west_central,69
radio,55+,2016,east_central,66
radio,55+,2016,north_east,74
radio,55+,2016,pacific,120
radio,55+,2016,south,186
radio,55+,2016,south_east,89
radio,55+,2016,south_west,97
radio,55+,2016,west_central,90
magazine,18-24,2016,east_central,21
magazine,18-24,2016,north_east,161
magazine,18-24,2016,pacific,28
magazine,18-24,2016,south,45
magazine,18-24,2016,south_east,17
magazine,18-24,2016,south_west,28
magazine,18-24,2016,west_central,37
magazine,25-34,2016,east_central,33
magazine,25-34,2016,north_east,195
magazine,25-34,2016,pacific,53
magazine,25-34,2016,south,83
magazine,25-34,2016,south_east,33
magazine,25-34,2016,south_west,28
magazine,25-34,2016,west_central,37
magazine,35-44,2016,east_central,37
magazine,35-44,2016,north_east,103
magazine,35-44,2016,pacific,59
magazine,35-44,2016,south,87
magazine,35-44,2016,south_east,45
magazine,35-44,2016,south_west,42
magazine,35-44,2016,west_central,47
magazine,45-54,2016,east_central,55
magazine,45-54,2016,north_east,28
magazine,45-54,2016,pacific,59
magazine,45-54,2016,south,145
magazine,45-54,2016,south_east,72
magazine,45-54,2016,south_west,73
magazine,45-54,2016,west_central,66
magazine,55+,2016,east_central,78
magazine,55+,2016,north_east,71
magazine,55+,2016,pacific,136
magazine,55+,2016,south,233
magazine,55+,2016,south_east,115
magazine,55+,2016,south_west,118
magazine,55+,2016,west_central,101
movie_goers,18-24,2016,east_central,27
movie_goers,18-24,2016,north_east,203
movie_goers,18-24,2016,pacific,38
movie_goers,18-24,2016,south,64
movie_goers,18-24,2016,south_east,24
movie_goers,18-24,2016,south_west,40
movie_goers,18-24,2016,west_central,49
movie_goers,25-34,2016,east_central,45
movie_goers,25-34,2016,north_east,211
movie_goers,25-34,2016,pacific,68
movie_goers,25-34,2016,south,120
movie_goers,25-34,2016,south_east,43
movie_goers,25-34,2016,south_west,40
movie_goers,25-34,2016,west_central,49
movie_goers,35-44,2016,east_central,46
movie_goers,35-44,2016,north_east,119
movie_goers,35-44,2016,pacific,77
movie_goers,35-44,2016,south,141
movie_goers,35-44,2016,south_east,69
movie_goers,35-44,2016,south_west,72
movie_goers,35-44,2016,west_central,63
movie_goers,45-54,2016,east_central,66
movie_goers,45-54,2016,north_east,41
movie_goers,45-54,2016,pacific,72
movie_goers,45-54,2016,south,187
