age_label,all_live,magazine,movie_goers,radio,social_media,supermarket,tablet_owner,tv,video_game
1,0.599193548,1.0,1.0,0.661693548,0.942741935,0.971370968,0.173387097,0.745967742,0.7193548390000001
1,0.413265306,0.7551020409999999,1.0,0.676020408,0.93622449,0.9464285709999999,0.280612245,0.7295918370000001,0.658163265
1,0.69047619,0.712121212,1.0,0.670995671,0.942640693,0.984848485,0.428571429,0.642857143,0.601731602
1,0.569312169,0.803174603,1.0,0.784656085,0.981481481,0.962962963,0.35820105799999996,0.671957672,0.64021164
1,0.69047619,0.828571429,1.0,0.69047619,1.0,0.966666667,0.342857143,0.861904762,0.9285714290000001
1,0.479854956,0.9735428420000001,1.0,0.80016116,0.930432447,1.0,0.269272092,0.8177544990000001,0.6778135909999999
1,0.5078431370000001,0.793464052,1.0,0.8199346409999999,0.979084967,0.990196078,0.473856209,0.833986928,0.676797386
1,0.771226415,0.7622416890000001,1.0,0.733490566,0.990566038,1.0,0.524034142,0.736972147,0.641734052
1,0.505625879,0.7337552740000001,1.0,0.760618847,0.955555556,1.0,0.44992967700000003,0.754289733,0.6261603379999999
1,0.40047021899999996,0.612068966,1.0,0.7264890279999999,1.0,0.937304075,0.611285266,0.560344828,0.948275862
2,0.447716603,0.9707639779999999,1.0,0.790439607,0.855953905,0.984848485,0.357341016,0.913358942,0.610221938
2,0.556277056,0.861471861,1.0,0.770995671,0.8969696970000001,0.9870129870000001,0.498701299,0.861904762,0.613852814
2,0.683454261,0.794423104,1.0,0.7933560959999999,0.9254517,1.0,0.541399915,0.81967563,0.544174136
2,0.532608696,0.793478261,1.0,0.826086957,0.93115942,0.989130435,0.605072464,0.8478260870000001,0.572463768
2,0.53,0.781428571,1.0,0.8464285709999999,0.982142857,1.0,0.685714286,0.942142857,1.0
2,0.548344678,0.975247525,1.0,0.815052599,0.814279084,0.99009901,0.342280322,0.959622525,0.39565284700000003
2,0.55237167,0.896166342,1.0,0.813580247,0.837166992,0.982391163,0.379012346,0.929564652,0.39590643299999995
2,0.703461022,0.886172715,1.0,0.751848118,0.850050403,0.9868111559999999,0.48706317200000004,0.901797715,0.35660282299999996
2,0.536987522,0.87254902,1.0,0.825757576,0.864973262,0.992424242,0.516934046,0.930035651,0.331550802
2,0.65,0.8444444440000001,1.0,0.8222222220000001,0.938888889,0.9722222220000001,0.672222222,0.9055555559999999,0.9055555559999999
3,0.543357561,0.968958207,1.0,0.7832626690000001,0.6393095089999999,0.9896527359999999,0.21820109,0.933979406,0.209317585
3,0.47391917299999997,0.9579417290000001,1.0,0.736607143,0.6374530079999999,0.988956767,0.309680451,0.878524436,0.137218045
3,0.640502888,0.872635633,1.0,0.77896704,0.7110658059999999,0.984652849,0.38843583600000003,0.969305697,0.233548533
3,0.46530303,0.896515152,1.0,0.7416666670000001,0.6925,0.9786363640000001,0.423181818,0.9506060609999999,0.1525
3,0.460526316,0.9111842109999999,1.0,0.8371710529999999,0.858552632,1.0,0.590460526,0.9424342109999999,0.800986842
1,0.620315327,0.963168777,1.0,0.677694495,0.964848798,0.939131559,0.321271646,0.8397518740000001,0.683122254
1,0.6565869670000001,0.825128926,1.0,0.69456165,0.9751523679999999,0.981481481,0.328762307,0.822198781,0.6411157989999999
1,0.9807692309999999,1.0,0.954487179,0.7461538459999999,0.68525641,0.42564102600000003,0.653205128,0.676923077,0.587179487
1,0.6190476189999999,0.7767600570000001,1.0,0.69209257,0.979731117,0.974522783,0.46772372700000003,0.794001437,0.622357348
1,0.627777778,0.801851852,1.0,0.714814815,1.0,0.948148148,0.540740741,0.7222222220000001,0.966666667
1,0.573870574,0.955433455,1.0,0.6776556779999999,0.927350427,0.963980464,0.392551893,0.8736263740000001,0.5433455429999999
1,0.541100703,0.8977751759999999,1.0,0.75058548,0.9509367679999999,1.0,0.511358314,0.779274005,0.62236534
1,0.966042781,1.0,0.973395722,0.778877005,0.7879679140000001,0.47620320899999996,0.731951872,0.784491979,0.587566845
1,0.657475226,0.871176217,1.0,0.749504524,0.865316674,0.981818182,0.46027574299999996,0.839551917,0.334338647
1,0.647969052,0.7601547390000001,1.0,0.669245648,0.9893617020000001,0.9893617020000001,0.572775629,0.790618956,0.954545455
2,0.5958781360000001,0.9479006659999999,1.0,0.785074245,0.8796722990000001,0.992063492,0.47043010799999996,0.921530978,0.551075269
2,0.6072251479999999,0.830480579,1.0,0.7931204740000001,0.961323239,0.9908657009999999,0.54863397,0.902485188,0.559907834
2,0.940542245,1.0,1.0,0.775977301,0.774968474,0.592496847,0.633984868,0.9164564940000001,0.5448928120000001
2,0.610428787,0.9028585790000001,1.0,0.8057171590000001,0.957552252,0.98304963,0.660848955,0.90706026,0.35980033
2,0.511781012,0.864864865,1.0,0.7508662509999999,0.9480249479999999,0.9480249479999999,0.617117117,0.881150381,0.934511435
2,0.587464361,0.956819645,1.0,0.823461786,0.8055734390000001,0.98553757,0.329784788,0.8877264779999999,0.369355284
2,0.56876862,0.882075472,1.0,0.8242303870000001,0.818603112,0.986180073,0.42444554799999995,0.912197948,0.374048328
2,0.89877193,1.0,0.9914035090000001,0.922105263,0.817192982,0.564210526,0.6992982459999999,0.924035088,0.35947368399999996
2,0.573170732,0.695121951,1.0,0.591463415,0.975609756,0.975609756,0.37195122,0.768292683,0.8353658540000001
2,0.598351648,0.8565934070000001,1.0,0.842307692,0.914285714,0.985714286,0.640659341,0.8560439559999999,0.9137362640000001
3,0.577990431,0.953588517,1.0,0.789204545,0.623564593,0.977900718,0.256369617,0.950538278,0.22921650699999999
3,0.573585881,0.932321666,1.0,0.763144292,0.6773002509999999,0.986818786,0.340754689,0.9433983159999999,0.169657362
3,0.68900299,1.0,0.991079553,0.916515014,0.76288509,0.397715456,0.606752892,0.950295723,0.181008709
3,0.565754103,0.829088851,1.0,0.7498231470000001,0.761460102,0.984755235,0.405843237,0.94680249,0.303551217
3,0.520242915,0.856950067,1.0,0.766869096,0.883265857,0.986842105,0.557692308,0.96120108,0.752361673
1,0.524535809,0.9641909809999999,1.0,0.636383731,0.9635278509999999,0.968611848,0.24933687,0.7721043320000001,0.638815208
1,0.546707874,0.827522515,1.0,0.7492696240000001,0.905811623,0.9959919840000001,0.39015380200000005,0.818395828,0.45134848
