Geography,Gender,age,population
Tennessee,male,Under_5_years,208554
Tennessee,male,5_to_9_years,211184
Tennessee,male,10_to_14_years,216600
Tennessee,male,15_to_19_years,217732
Tennessee,male,20_to_24_years,226109
Tennessee,male,25_to_29_years,240885
Tennessee,male,30_to_34_years,214133
Tennessee,male,35_to_39_years,210703
Tennessee,male,40_to_44_years,200515
Tennessee,male,45_to_49_years,217884
Tennessee,male,50_to_54_years,218576
Tennessee,male,55_to_59_years,218185
Tennessee,male,60_to_64_years,199164
Tennessee,male,65_to_69_years,170647
Tennessee,male,70_to_74_years,131003
Tennessee,male,75_to_79_years,84602
Tennessee,male,80_to_84_years,50035
Tennessee,male,85_years_and_over,39455
Texas,male,Under_5_years,1038600
Texas,male,5_to_9_years,1040541
Texas,male,10_to_14_years,1052335
Texas,male,15_to_19_years,1026807
Texas,male,20_to_24_years,1029220
Texas,male,25_to_29_years,1081131
Texas,male,30_to_34_years,1036504
Texas,male,35_to_39_years,992663
Texas,male,40_to_44_years,911033
Texas,male,45_to_49_years,907265
Texas,male,50_to_54_years,852194
Texas,male,55_to_59_years,833381
Texas,male,60_to_64_years,711608
Texas,male,65_to_69_years,563094
Texas,male,70_to_74_years,414097
Texas,male,75_to_79_years,263441
Texas,male,80_to_84_years,166567
Texas,male,85_years_and_over,141312
Utah,male,Under_5_years,131077
Utah,male,5_to_9_years,133206
Utah,male,10_to_14_years,135100
Utah,male,15_to_19_years,123316
Utah,male,20_to_24_years,129786
Utah,male,25_to_29_years,122990
Utah,male,30_to_34_years,109430
Utah,male,35_to_39_years,116353
Utah,male,40_to_44_years,98800
Utah,male,45_to_49_years,84986
Utah,male,50_to_54_years,75353
Utah,male,55_to_59_years,75940
Utah,male,60_to_64_years,69439
Utah,male,65_to_69_years,55794
Utah,male,70_to_74_years,40505
Utah,male,75_to_79_years,26752
Utah,male,80_to_84_years,17664
Utah,male,85_years_and_over,15197
Vermont,male,Under_5_years,15566
Vermont,male,5_to_9_years,16286
Vermont,male,10_to_14_years,17541
Vermont,male,15_to_19_years,21428
Vermont,male,20_to_24_years,23875
Vermont,male,25_to_29_years,19006
Vermont,male,30_to_34_years,18154
Vermont,male,35_to_39_years,17791
Vermont,male,40_to_44_years,16693
Vermont,male,45_to_49_years,19446
Vermont,male,50_to_54_years,21571
Vermont,male,55_to_59_years,24130
Vermont,male,60_to_64_years,23105
Vermont,male,65_to_69_years,19815
Vermont,male,70_to_74_years,14470
Vermont,male,75_to_79_years,8871
Vermont,male,80_to_84_years,5580
Vermont,male,85_years_and_over,4928
Virginia,male,Under_5_years,261835
Virginia,male,5_to_9_years,262813
Virginia,male,10_to_14_years,267355
Virginia,male,15_to_19_years,274786
Virginia,male,20_to_24_years,302339
Virginia,male,25_to_29_years,305724
Virginia,male,30_to_34_years,294182
Virginia,male,35_to_39_years,283764
Virginia,male,40_to_44_years,259785
Virginia,male,45_to_49_years,278222
Virginia,male,50_to_54_years,285256
Virginia,male,55_to_59_years,282911
Virginia,male,60_to_64_years,244873
Virginia,male,65_to_69_years,201003
Virginia,male,70_to_74_years,152358
Virginia,male,75_to_79_years,97931
Virginia,male,80_to_84_years,60181
Virginia,male,85_years_and_over,51409
Washington,male,Under_5_years,234818
Washington,male,5_to_9_years,236455
Washington,male,10_to_14_years,231577
Washington,male,15_to_19_years,228430
Washington,male,20_to_24_years,249645
Washington,male,25_to_29_years,297787
Washington,male,30_to_34_years,279700
Washington,male,35_to_39_years,263409
Washington,male,40_to_44_years,230572
Washington,male,45_to_49_years,241600
Washington,male,50_to_54_years,233167
Washington,male,55_to_59_years,242776
Washington,male,60_to_64_years,224570
Washington,male,65_to_69_years,186906
Washington,male,70_to_74_years,137459
Washington,male,75_to_79_years,85354
Washington,male,80_to_84_years,51777
Washington,male,85_years_and_over,47471
Washington,male,Under_5_years,234818
Washington,male,5_to_9_years,236455
Washington,male,10_to_14_years,231577
Washington,male,15_to_19_years,228430
Washington,male,20_to_24_years,249645
Washington,male,25_to_29_years,297787
Washington,male,30_to_34_years,279700
Washington,male,35_to_39_years,263409
Washington,male,40_to_44_years,230572
Washington,male,45_to_49_years,241600
Washington,male,50_to_54_years,233167
Washington,male,55_to_59_years,242776
Washington,male,60_to_64_years,224570
Washington,male,65_to_69_years,186906
Washington,male,70_to_74_years,137459
Washington,male,75_to_79_years,85354
Washington,male,80_to_84_years,51777
Washington,male,85_years_and_over,47471
West Virginia,male,Under_5_years,50371
West Virginia,male,5_to_9_years,52270
West Virginia,male,10_to_14_years,53805
West Virginia,male,15_to_19_years,55827
West Virginia,male,20_to_24_years,59155
West Virginia,male,25_to_29_years,58240
West Virginia,male,30_to_34_years,52462
West Virginia,male,35_to_39_years,55498
West Virginia,male,40_to_44_years,54595
West Virginia,male,45_to_49_years,59124
West Virginia,male,50_to_54_years,60310
West Virginia,male,55_to_59_years,64021
West Virginia,male,60_to_64_years,63452
West Virginia,male,65_to_69_years,57794
West Virginia,male,70_to_74_years,42481
West Virginia,male,75_to_79_years,28110
West Virginia,male,80_to_84_years,17288
West Virginia,male,85_years_and_over,13817
Wisconsin,male,Under_5_years,171722
Wisconsin,male,5_to_9_years,180862
Wisconsin,male,10_to_14_years,188711
Wisconsin,male,15_to_19_years,193976
Wisconsin,male,20_to_24_years,204039
Wisconsin,male,25_to_29_years,188944
Wisconsin,male,30_to_34_years,185502
Wisconsin,male,35_to_39_years,185235
Wisconsin,male,40_to_44_years,165992
Wisconsin,male,45_to_49_years,181918
Wisconsin,male,50_to_54_years,198942
Wisconsin,male,55_to_59_years,212179
Wisconsin,male,60_to_64_years,191153
Wisconsin,male,65_to_69_years,157231
Wisconsin,male,70_to_74_years,110559
Wisconsin,male,75_to_79_years,72751
Wisconsin,male,80_to_84_years,48471
Wisconsin,male,85_years_and_over,44551
Wyoming,male,Under_5_years,19132
Wyoming,male,5_to_9_years,19838
Wyoming,male,10_to_14_years,19974
Wyoming,male,15_to_19_years,18866
Wyoming,male,20_to_24_years,20297
Wyoming,male,25_to_29_years,20620
Wyoming,male,30_to_34_years,20735
Wyoming,male,35_to_39_years,20001
Wyoming,male,40_to_44_years,17233
Wyoming,male,45_to_49_years,16991
Wyoming,male,50_to_54_years,17160
Wyoming,male,55_to_59_years,20403
Wyoming,male,60_to_64_years,20328
Wyoming,male,65_to_69_years,16578
Wyoming,male,70_to_74_years,11655
Wyoming,male,75_to_79_years,7277
Wyoming,male,80_to_84_years,4383
Wyoming,male,85_years_and_over,3967
Puerto Rico,male,Under_5_years,362260
Puerto Rico,male,5_to_9_years,372675
Puerto Rico,male,10_to_14_years,386165
Puerto Rico,male,15_to_19_years,416635
Puerto Rico,male,20_to_24_years,422152
Puerto Rico,male,25_to_29_years,445010
Puerto Rico,male,30_to_34_years,413661
Puerto Rico,male,35_to_39_years,384956
Puerto Rico,male,40_to_44_years,355853
Puerto Rico,male,45_to_49_years,405779
Puerto Rico,male,50_to_54_years,432743
Puerto Rico,male,55_to_59_years,456956
Puerto Rico,male,60_to_64_years,421786
Puerto Rico,male,65_to_69_years,345331
Puerto Rico,male,70_to_74_years,254437
Puerto Rico,male,75_to_79_years,169237
Puerto Rico,male,80_to_84_years,113704
Puerto Rico,male,85_years_and_over,111989
Alabama,female,Under_5_years,144180
Alabama,female,5_to_9_years,147759
Alabama,female,10_to_14_years,150981
Alabama,female,15_to_19_years,157072
Alabama,female,20_to_24_years,163231
Alabama,female,25_to_29_years,170408
Alabama,female,30_to_34_years,154552
Alabama,female,35_to_39_years,155256
Alabama,female,40_to_44_years,149430
Alabama,female,45_to_49_years,161003
Alabama,female,50_to_54_years,166142
Alabama,female,55_to_59_years,175678
Alabama,female,60_to_64_years,165455
Alabama,female,65_to_69_years,143689
Alabama,female,70_to_74_years,113631
Alabama,female,75_to_79_years,80897
Alabama,female,80_to_84_years,56520
Alabama,female,85_years_and_over,59027
Alaska,female,Under_5_years,26458
Alaska,female,5_to_9_years,25222
Alaska,female,10_to_14_years,24147
Alaska,female,15_to_19_years,22093
Alaska,female,20_to_24_years,23268
Alaska,female,25_to_29_years,29020
Alaska,female,30_to_34_years,27136
Alaska,female,35_to_39_years,24136
Alaska,female,40_to_44_years,20419
Alaska,female,45_to_49_years,21134
Alaska,female,50_to_54_years,22291
Alaska,female,55_to_59_years,24112
Alaska,female,60_to_64_years,22133
Alaska,female,65_to_69_years,16221
Alaska,female,70_to_74_years,10689
Alaska,female,75_to_79_years,6460
Alaska,female,80_to_84_years,4043
Alaska,female,85_years_and_over,4021
Arizona,female,Under_5_years,213647
Arizona,female,5_to_9_years,221269
Arizona,female,10_to_14_years,228582
Arizona,female,15_to_19_years,228331
Arizona,female,20_to_24_years,231880
Arizona,female,25_to_29_years,240414
Arizona,female,30_to_34_years,220283
Arizona,female,35_to_39_years,218635
Arizona,female,40_to_44_years,206221
Arizona,female,45_to_49_years,214562
Arizona,female,50_to_54_years,213157
Arizona,female,55_to_59_years,225341
Arizona,female,60_to_64_years,218086
Arizona,female,65_to_69_years,203496
Arizona,female,70_to_74_years,168696
Arizona,female,75_to_79_years,117691
Arizona,female,80_to_84_years,76401
Arizona,female,85_years_and_over,81277
Arkansas,female,Under_5_years,93122
Arkansas,female,5_to_9_years,95292
Arkansas,female,10_to_14_years,97198
Arkansas,female,15_to_19_years,96842
Arkansas,female,20_to_24_years,99472
Arkansas,female,25_to_29_years,102087
Arkansas,female,30_to_34_years,94889
Arkansas,female,35_to_39_years,94858
Arkansas,female,40_to_44_years,89299
Arkansas,female,45_to_49_years,93194
Arkansas,female,50_to_54_years,96878
Arkansas,female,55_to_59_years,101389
Arkansas,female,60_to_64_years,96778
Arkansas,female,65_to_69_years,85524
Arkansas,female,70_to_74_years,69286
Arkansas,female,75_to_79_years,49925
Arkansas,female,80_to_84_years,34444
Arkansas,female,85_years_and_over,37738
California,female,Under_5_years,1206803
California,female,5_to_9_years,1229425
California,female,10_to_14_years,1245910
California,female,15_to_19_years,1254099
California,female,20_to_24_years,1338452
California,female,25_to_29_years,1513117
California,female,30_to_34_years,1405834
California,female,35_to_39_years,1337511
California,female,40_to_44_years,1255619
California,female,45_to_49_years,1306528
California,female,50_to_54_years,1285223
California,female,55_to_59_years,1288876
California,female,60_to_64_years,1161996
California,female,65_to_69_years,968879
California,female,70_to_74_years,740010
California,female,75_to_79_years,516095
California,female,80_to_84_years,372246
California,female,85_years_and_over,462477
Colorado,female,Under_5_years,164704
Colorado,female,5_to_9_years,170520
Colorado,female,10_to_14_years,177417
Colorado,female,15_to_19_years,172981
Colorado,female,20_to_24_years,178981
Colorado,female,25_to_29_years,210878
Colorado,female,30_to_34_years,205888
Colorado,female,35_to_39_years,195146
Colorado,female,40_to_44_years,173871
Colorado,female,45_to_49_years,179379
Colorado,female,50_to_54_years,174866
Colorado,female,55_to_59_years,187796
Colorado,female,60_to_64_years,173876
Colorado,female,65_to_69_years,144876
Colorado,female,70_to_74_years,104565
Colorado,female,75_to_79_years,67792
Colorado,female,80_to_84_years,46325
Colorado,female,85_years_and_over,54960
Connecticut,female,Under_5_years,89503
Connecticut,female,5_to_9_years,97423
Connecticut,female,10_to_14_years,107988
Connecticut,female,15_to_19_years,119770
Connecticut,female,20_to_24_years,119875
Connecticut,female,25_to_29_years,107181
Connecticut,female,30_to_34_years,110387
Connecticut,female,35_to_39_years,109749
Connecticut,female,40_to_44_years,105987
Connecticut,female,45_to_49_years,125675
Connecticut,female,50_to_54_years,138400
Connecticut,female,55_to_59_years,140362
Connecticut,female,60_to_64_years,123336
Connecticut,female,65_to_69_years,99916
Connecticut,female,70_to_74_years,81251
Connecticut,female,75_to_79_years,56081
Connecticut,female,80_to_84_years,42220
Connecticut,female,85_years_and_over,61280
Delaware,female,Under_5_years,27116
Delaware,female,5_to_9_years,28030
Delaware,female,10_to_14_years,28503
Delaware,female,15_to_19_years,29906
Delaware,female,20_to_24_years,29361
Delaware,female,25_to_29_years,33919
Delaware,female,30_to_34_years,30558
Delaware,female,35_to_39_years,29574
Delaware,female,40_to_44_years,27025
Delaware,female,45_to_49_years,30992
Delaware,female,50_to_54_years,34242
Delaware,female,55_to_59_years,36153
Delaware,female,60_to_64_years,34638
Delaware,female,65_to_69_years,31408
Delaware,female,70_to_74_years,24919
Delaware,female,75_to_79_years,16682
Delaware,female,80_to_84_years,11047
Delaware,female,85_years_and_over,12352
District of Columbia,female,Under_5_years,22184
District of Columbia,female,5_to_9_years,18001
District of Columbia,female,10_to_14_years,13740
District of Columbia,female,15_to_19_years,19418
District of Columbia,female,20_to_24_years,29102
District of Columbia,female,25_to_29_years,44895
District of Columbia,female,30_to_34_years,41413
District of Columbia,female,35_to_39_years,30405
District of Columbia,female,40_to_44_years,21231
District of Columbia,female,45_to_49_years,19314
District of Columbia,female,50_to_54_years,18593
District of Columbia,female,55_to_59_years,18815
District of Columbia,female,60_to_64_years,18168
District of Columbia,female,65_to_69_years,15755
District of Columbia,female,70_to_74_years,11612
District of Columbia,female,75_to_79_years,8131
District of Columbia,female,80_to_84_years,5857
District of Columbia,female,85_years_and_over,8139
Florida,female,Under_5_years,555832
Florida,female,5_to_9_years,564078
Florida,female,10_to_14_years,577916
Florida,female,15_to_19_years,587833
Florida,female,20_to_24_years,618724
Florida,female,25_to_29_years,697702
Florida,female,30_to_34_years,654015
Florida,female,35_to_39_years,643110
Florida,female,40_to_44_years,626815
Florida,female,45_to_49_years,683559
Florida,female,50_to_54_years,726919
Florida,female,55_to_59_years,754742
Florida,female,60_to_64_years,721830
Florida,female,65_to_69_years,675701
Florida,female,70_to_74_years,582447
Florida,female,75_to_79_years,423245
Florida,female,80_to_84_years,296971
Florida,female,85_years_and_over,336142
Georgia,female,Under_5_years,324076
Georgia,female,5_to_9_years,339901
Georgia,female,10_to_14_years,355022
Georgia,female,15_to_19_years,354918
Georgia,female,20_to_24_years,351620
Georgia,female,25_to_29_years,378396
Georgia,female,30_to_34_years,355148
Georgia,female,35_to_39_years,360108
Georgia,female,40_to_44_years,347209
Georgia,female,45_to_49_years,368278
Georgia,female,50_to_54_years,360639
Georgia,female,55_to_59_years,350392
Georgia,female,60_to_64_years,313281
Georgia,female,65_to_69_years,268738
Georgia,female,70_to_74_years,204589
Georgia,female,75_to_79_years,135818
Georgia,female,80_to_84_years,90403
Georgia,female,85_years_and_over,95336
Hawaii,female,Under_5_years,43752
Hawaii,female,5_to_9_years,42457
Hawaii,female,10_to_14_years,39563
Hawaii,female,15_to_19_years,37287
Hawaii,female,20_to_24_years,41729
Hawaii,female,25_to_29_years,49533
Hawaii,female,30_to_34_years,49027
Hawaii,female,35_to_39_years,46850
Hawaii,female,40_to_44_years,41498
Hawaii,female,45_to_49_years,43342
Hawaii,female,50_to_54_years,44267
Hawaii,female,55_to_59_years,46578
Hawaii,female,60_to_64_years,46672
Hawaii,female,65_to_69_years,42164
Hawaii,female,70_to_74_years,32723
Hawaii,female,75_to_79_years,21704
Hawaii,female,80_to_84_years,16356
Hawaii,female,85_years_and_over,25949
Idaho,female,Under_5_years,57373
Idaho,female,5_to_9_years,60310
Idaho,female,10_to_14_years,62542
Idaho,female,15_to_19_years,59434
Idaho,female,20_to_24_years,53648
Idaho,female,25_to_29_years,56481
Idaho,female,30_to_34_years,54400
Idaho,female,35_to_39_years,55557
Idaho,female,40_to_44_years,49421
Idaho,female,45_to_49_years,49647
Idaho,female,50_to_54_years,49986
Idaho,female,55_to_59_years,54852
Idaho,female,60_to_64_years,53222
Idaho,female,65_to_69_years,46691
Idaho,female,70_to_74_years,35524
Idaho,female,75_to_79_years,23959
Idaho,female,80_to_84_years,15833
Idaho,female,85_years_and_over,17605
Illinois,female,Under_5_years,377795
Illinois,female,5_to_9_years,387212
Illinois,female,10_to_14_years,404458
Illinois,female,15_to_19_years,408244
Illinois,female,20_to_24_years,425727
Illinois,female,25_to_29_years,445164
Illinois,female,30_to_34_years,432355
Illinois,female,35_to_39_years,425670
Illinois,female,40_to_44_years,394867
Illinois,female,45_to_49_years,420728
Illinois,female,50_to_54_years,430410
Illinois,female,55_to_59_years,450310
Illinois,female,60_to_64_years,408475
Illinois,female,65_to_69_years,339099
Illinois,female,70_to_74_years,258297
Illinois,female,75_to_79_years,187460
Illinois,female,80_to_84_years,136466
Illinois,female,85_years_and_over,176808
Indiana,female,Under_5_years,205085
Indiana,female,5_to_9_years,211345
Indiana,female,10_to_14_years,217903
Indiana,female,15_to_19_years,223054
Indiana,female,20_to_24_years,231403
Indiana,female,25_to_29_years,223686
Indiana,female,30_to_34_years,208517
Indiana,female,35_to_39_years,210822
Indiana,female,40_to_44_years,198140
Indiana,female,45_to_49_years,210403
Indiana,female,50_to_54_years,219001
Indiana,female,55_to_59_years,232349
Indiana,female,60_to_64_years,214293
Indiana,female,65_to_69_years,180763
Indiana,female,70_to_74_years,137174
Indiana,female,75_to_79_years,98565
Indiana,female,80_to_84_years,70657
Indiana,female,85_years_and_over,86563
Iowa,female,Under_5_years,97192
Iowa,female,5_to_9_years,98868
Iowa,female,10_to_14_years,100938
Iowa,female,15_to_19_years,104979
Iowa,female,20_to_24_years,110509
Iowa,female,25_to_29_years,97340
Iowa,female,30_to_34_years,95620
Iowa,female,35_to_39_years,97879
Iowa,female,40_to_44_years,85951
Iowa,female,45_to_49_years,91634
Iowa,female,50_to_54_years,97695
Iowa,female,55_to_59_years,109344
Iowa,female,60_to_64_years,101647
Iowa,female,65_to_69_years,86409
Iowa,female,70_to_74_years,64678
Iowa,female,75_to_79_years,48981
Iowa,female,80_to_84_years,38576
Iowa,female,85_years_and_over,52738
Kansas,female,Under_5_years,94709
Kansas,female,5_to_9_years,97539
Kansas,female,10_to_14_years,98015
Kansas,female,15_to_19_years,96711
Kansas,female,20_to_24_years,102116
Kansas,female,25_to_29_years,92831
Kansas,female,30_to_34_years,93590
Kansas,female,35_to_39_years,92005
Kansas,female,40_to_44_years,81353
Kansas,female,45_to_49_years,83832
Kansas,female,50_to_54_years,88946
Kansas,female,55_to_59_years,99094
Kansas,female,60_to_64_years,92034
Kansas,female,65_to_69_years,75893
Kansas,female,70_to_74_years,57113
Kansas,female,75_to_79_years,41372
Kansas,female,80_to_84_years,31677
Kansas,female,85_years_and_over,42337
Kentucky,female,Under_5_years,134750
Kentucky,female,5_to_9_years,135281
Kentucky,female,10_to_14_years,139244
Kentucky,female,15_to_19_years,140011
Kentucky,female,20_to_24_years,145649
Kentucky,female,25_to_29_years,150402
Kentucky,female,30_to_34_years,136646
Kentucky,female,35_to_39_years,141288
Kentucky,female,40_to_44_years,134476
Kentucky,female,45_to_49_years,145115
Kentucky,female,50_to_54_years,151952
Kentucky,female,55_to_59_years,159826
Kentucky,female,60_to_64_years,148449
Kentucky,female,65_to_69_years,127851
Kentucky,female,70_to_74_years,98059
Kentucky,female,75_to_79_years,69781
Kentucky,female,80_to_84_years,47912
Kentucky,female,85_years_and_over,53179
Louisiana,female,Under_5_years,153069
Louisiana,female,5_to_9_years,150183
Louisiana,female,10_to_14_years,150117
Louisiana,female,15_to_19_years,146946
Louisiana,female,20_to_24_years,156533
Louisiana,female,25_to_29_years,175232
Louisiana,female,30_to_34_years,164800
Louisiana,female,35_to_39_years,156523
Louisiana,female,40_to_44_years,136072
Louisiana,female,45_to_49_years,143695
Louisiana,female,50_to_54_years,153479
Louisiana,female,55_to_59_years,163925
Louisiana,female,60_to_64_years,152292
Louisiana,female,65_to_69_years,127269
Louisiana,female,70_to_74_years,96249
Louisiana,female,75_to_79_years,68320
Louisiana,female,80_to_84_years,47595
Louisiana,female,85_years_and_over,52588
Maine,female,Under_5_years,31249
Maine,female,5_to_9_years,33406
Maine,female,10_to_14_years,35696
Maine,female,15_to_19_years,38473
Maine,female,20_to_24_years,37439
Maine,female,25_to_29_years,39529
Maine,female,30_to_34_years,39264
Maine,female,35_to_39_years,38998
Maine,female,40_to_44_years,37832
Maine,female,45_to_49_years,44772
Maine,female,50_to_54_years,50356
Maine,female,55_to_59_years,55732
Maine,female,60_to_64_years,53448
Maine,female,65_to_69_years,47028
Maine,female,70_to_74_years,35266
Maine,female,75_to_79_years,24071
Maine,female,80_to_84_years,17485
Maine,female,85_years_and_over,21343
Maryland,female,Under_5_years,179481
Maryland,female,5_to_9_years,183334
Maryland,female,10_to_14_years,184885
Maryland,female,15_to_19_years,188265
Maryland,female,20_to_24_years,189678
Maryland,female,25_to_29_years,210016
Maryland,female,30_to_34_years,211334
Maryland,female,35_to_39_years,205159
Maryland,female,40_to_44_years,188834
Maryland,female,45_to_49_years,212447
Maryland,female,50_to_54_years,225689
Maryland,female,55_to_59_years,226387
Maryland,female,60_to_64_years,198831
Maryland,female,65_to_69_years,164735
Maryland,female,70_to_74_years,125762
Maryland,female,75_to_79_years,86287
Maryland,female,80_to_84_years,60082
Maryland,female,85_years_and_over,76817
Massachusetts,female,Under_5_years,176589
Massachusetts,female,5_to_9_years,180974
Massachusetts,female,10_to_14_years,191473
Massachusetts,female,15_to_19_years,226569
Massachusetts,female,20_to_24_years,247031
Massachusetts,female,25_to_29_years,247423
Massachusetts,female,30_to_34_years,237813
Massachusetts,female,35_to_39_years,218232
Massachusetts,female,40_to_44_years,204744
Massachusetts,female,45_to_49_years,234305
Massachusetts,female,50_to_54_years,251840
Massachusetts,female,55_to_59_years,254590
Massachusetts,female,60_to_64_years,229360
Massachusetts,female,65_to_69_years,192848
Massachusetts,female,70_to_74_years,148957
Massachusetts,female,75_to_79_years,102281
Massachusetts,female,80_to_84_years,77246
Massachusetts,female,85_years_and_over,107179
Michigan,female,Under_5_years,280196
Michigan,female,5_to_9_years,287203
Michigan,female,10_to_14_years,304083
Michigan,female,15_to_19_years,323738
Michigan,female,20_to_24_years,342820
Michigan,female,25_to_29_years,330759
Michigan,female,30_to_34_years,294358
Michigan,female,35_to_39_years,297864
Michigan,female,40_to_44_years,284759
Michigan,female,45_to_49_years,324169
Michigan,female,50_to_54_years,344964
Michigan,female,55_to_59_years,370526
Michigan,female,60_to_64_years,349807
Michigan,female,65_to_69_years,294462
Michigan,female,70_to_74_years,222007
Michigan,female,75_to_79_years,155671
Michigan,female,80_to_84_years,111342
Michigan,female,85_years_and_over,139831
Minnesota,female,Under_5_years,173439
Minnesota,female,5_to_9_years,176223
Minnesota,female,10_to_14_years,179935
Minnesota,female,15_to_19_years,174958
Minnesota,female,20_to_24_years,179390
Minnesota,female,25_to_29_years,180704
Minnesota,female,30_to_34_years,189679
Minnesota,female,35_to_39_years,184352
Minnesota,female,40_to_44_years,157723
Minnesota,female,45_to_49_years,170302
Minnesota,female,50_to_54_years,184079
Minnesota,female,55_to_59_years,200029
Minnesota,female,60_to_64_years,177936
Minnesota,female,65_to_69_years,146932
Minnesota,female,70_to_74_years,108708
Minnesota,female,75_to_79_years,78585
Minnesota,female,80_to_84_years,58390
Minnesota,female,85_years_and_over,78396
Mississippi,female,Under_5_years,92007
Mississippi,female,5_to_9_years,97219
Mississippi,female,10_to_14_years,100151
Mississippi,female,15_to_19_years,101191
Mississippi,female,20_to_24_years,103367
Mississippi,female,25_to_29_years,104073
Mississippi,female,30_to_34_years,95348
Mississippi,female,35_to_39_years,96987
Mississippi,female,40_to_44_years,90778
Mississippi,female,45_to_49_years,95996
Mississippi,female,50_to_54_years,98078
Mississippi,female,55_to_59_years,104374
Mississippi,female,60_to_64_years,97578
Mississippi,female,65_to_69_years,83076
Mississippi,female,70_to_74_years,64105
Mississippi,female,75_to_79_years,46521
Mississippi,female,80_to_84_years,32504
Mississippi,female,85_years_and_over,34869
Missouri,female,Under_5_years,182682
Missouri,female,5_to_9_years,185963
Missouri,female,10_to_14_years,191176
Missouri,female,15_to_19_years,191316
Missouri,female,20_to_24_years,202180
Missouri,female,25_to_29_years,209567
Missouri,female,30_to_34_years,199156
Missouri,female,35_to_39_years,194232
Missouri,female,40_to_44_years,175324
Missouri,female,45_to_49_years,189181
Missouri,female,50_to_54_years,202011
Missouri,female,55_to_59_years,221726
Missouri,female,60_to_64_years,204132
Missouri,female,65_to_69_years,173787
Missouri,female,70_to_74_years,135240
Missouri,female,75_to_79_years,97636
Missouri,female,80_to_84_years,70591
Missouri,female,85_years_and_over,85396
Montana,female,Under_5_years,30798
Montana,female,5_to_9_years,31017
Montana,female,10_to_14_years,31262
Montana,female,15_to_19_years,30363
Montana,female,20_to_24_years,34367
Montana,female,25_to_29_years,33372
Montana,female,30_to_34_years,32191
Montana,female,35_to_39_years,31839
Montana,female,40_to_44_years,27957
Montana,female,45_to_49_years,29262
Montana,female,50_to_54_years,32123
Montana,female,55_to_59_years,38706
Montana,female,60_to_64_years,39185
Montana,female,65_to_69_years,33177
Montana,female,70_to_74_years,24021
Montana,female,75_to_79_years,16508
Montana,female,80_to_84_years,11441
Montana,female,85_years_and_over,13948
Nebraska,female,Under_5_years,64664
Nebraska,female,5_to_9_years,64770
Nebraska,female,10_to_14_years,64762
Nebraska,female,15_to_19_years,63964
Nebraska,female,20_to_24_years,67285
Nebraska,female,25_to_29_years,60935
Nebraska,female,30_to_34_years,62755
Nebraska,female,35_to_39_years,61458
Nebraska,female,40_to_44_years,53775
Nebraska,female,45_to_49_years,54372
Nebraska,female,50_to_54_years,57270
Nebraska,female,55_to_59_years,63823
Nebraska,female,60_to_64_years,59014
Nebraska,female,65_to_69_years,50242
Nebraska,female,70_to_74_years,36823
Nebraska,female,75_to_79_years,27045
Nebraska,female,80_to_84_years,21130
Nebraska,female,85_years_and_over,27858
Nevada,female,Under_5_years,90801
Nevada,female,5_to_9_years,93581
Nevada,female,10_to_14_years,94910
Nevada,female,15_to_19_years,86909
Nevada,female,20_to_24_years,89416
Nevada,female,25_to_29_years,111106
Nevada,female,30_to_34_years,105156
Nevada,female,35_to_39_years,101697
Nevada,female,40_to_44_years,94865
Nevada,female,45_to_49_years,99352
Nevada,female,50_to_54_years,96148
Nevada,female,55_to_59_years,95985
Nevada,female,60_to_64_years,92365
Nevada,female,65_to_69_years,82955
Nevada,female,70_to_74_years,65765
Nevada,female,75_to_79_years,42539
Nevada,female,80_to_84_years,26176
Nevada,female,85_years_and_over,24564
New Hampshire,female,Under_5_years,31414
New Hampshire,female,5_to_9_years,33631
New Hampshire,female,10_to_14_years,37811
New Hampshire,female,15_to_19_years,41865
New Hampshire,female,20_to_24_years,44306
New Hampshire,female,25_to_29_years,39701
New Hampshire,female,30_to_34_years,39303
New Hampshire,female,35_to_39_years,38447
New Hampshire,female,40_to_44_years,37724
New Hampshire,female,45_to_49_years,46578
New Hampshire,female,50_to_54_years,52533
New Hampshire,female,55_to_59_years,56241
New Hampshire,female,60_to_64_years,50156
New Hampshire,female,65_to_69_years,41683
New Hampshire,female,70_to_74_years,31429
New Hampshire,female,75_to_79_years,20428
New Hampshire,female,80_to_84_years,14949
New Hampshire,female,85_years_and_over,19587
New Jersey,female,Under_5_years,255234
New Jersey,female,5_to_9_years,265004
New Jersey,female,10_to_14_years,277127
New Jersey,female,15_to_19_years,276014
New Jersey,female,20_to_24_years,279882
New Jersey,female,25_to_29_years,286968
New Jersey,female,30_to_34_years,289914
New Jersey,female,35_to_39_years,296057
New Jersey,female,40_to_44_years,286288
New Jersey,female,45_to_49_years,318911
New Jersey,female,50_to_54_years,337388
New Jersey,female,55_to_59_years,335718
New Jersey,female,60_to_64_years,294659
New Jersey,female,65_to_69_years,241225
New Jersey,female,70_to_74_years,193305
New Jersey,female,75_to_79_years,137771
New Jersey,female,80_to_84_years,101768
New Jersey,female,85_years_and_over,135837
New Mexico,female,Under_5_years,62527
New Mexico,female,5_to_9_years,67121
New Mexico,female,10_to_14_years,68679
New Mexico,female,15_to_19_years,67846
New Mexico,female,20_to_24_years,68840
New Mexico,female,25_to_29_years,69164
New Mexico,female,30_to_34_years,67047
New Mexico,female,35_to_39_years,64175
