index,category,gender,age,year,division,population
81,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2013,south,78
81,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2013,south_east,34
81,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2013,south_west,44
81,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2013,west_central,39
81,tablet_owner,Male,25-34,2014,north_east_central,32
82,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,east_central,27
82,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,pacific,53
82,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,south,98
82,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,south_east,42
82,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,south_west,56
82,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,west_central,39
82,tablet_owner,Male,35-44,2014,north_east_central,53
83,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,east_central,29
83,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,pacific,55
83,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,south,73
83,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,south_east,32
83,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,south_west,41
83,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,west_central,44
83,tablet_owner,Male,45-54,2014,north_east_central,43
84,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,east_central,43
84,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,pacific,66
84,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,south,101
84,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,south_east,67
84,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,south_west,34
84,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,west_central,46
84,tablet_owner,Male,55+,2014,north_east_central,53
90,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,north_east_central,34
90,social_media_[social_media_user],Male,18-24,2013,east_central,29
90,social_media_[social_media_user],Male,18-24,2013,pacific,75
90,social_media_[social_media_user],Male,18-24,2013,south,74
90,social_media_[social_media_user],Male,18-24,2013,south_east,26
90,social_media_[social_media_user],Male,18-24,2013,south_west,48
90,social_media_[social_media_user],Male,18-24,2013,west_central,51
91,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,north_east_central,31
91,social_media_[social_media_user],Male,25-34,2013,east_central,46
91,social_media_[social_media_user],Male,25-34,2013,pacific,74
91,social_media_[social_media_user],Male,25-34,2013,south,144
91,social_media_[social_media_user],Male,25-34,2013,south_east,68
91,social_media_[social_media_user],Male,25-34,2013,south_west,76
91,social_media_[social_media_user],Male,25-34,2013,west_central,70
92,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,north_east_central,55
92,social_media_[social_media_user],Male,35-44,2013,east_central,57
92,social_media_[social_media_user],Male,35-44,2013,pacific,98
92,social_media_[social_media_user],Male,35-44,2013,south,173
92,social_media_[social_media_user],Male,35-44,2013,south_east,67
92,social_media_[social_media_user],Male,35-44,2013,south_west,106
92,social_media_[social_media_user],Male,35-44,2013,west_central,66
93,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,north_east_central,63
93,social_media_[social_media_user],Male,45-54,2013,east_central,51
93,social_media_[social_media_user],Male,45-54,2013,pacific,90
93,social_media_[social_media_user],Male,45-54,2013,south,127
93,social_media_[social_media_user],Male,45-54,2013,south_east,63
93,social_media_[social_media_user],Male,45-54,2013,south_west,64
93,social_media_[social_media_user],Male,45-54,2013,west_central,69
94,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,north_east_central,97
94,social_media_[social_media_user],Male,55+,2013,east_central,42
94,social_media_[social_media_user],Male,55+,2013,pacific,90
94,social_media_[social_media_user],Male,55+,2013,south,165
94,social_media_[social_media_user],Male,55+,2013,south_east,101
94,social_media_[social_media_user],Male,55+,2013,south_west,64
94,social_media_[social_media_user],Male,55+,2013,west_central,65
100,social_media_[social_media_user],Male,18-24,2014,north_east_central,52
100,totals,Male,18-24,2014,east_central,28
100,totals,Male,18-24,2014,pacific,499
100,totals,Male,18-24,2014,south,127
100,totals,Male,18-24,2014,south_east,34
100,totals,Male,18-24,2014,south_west,93
100,totals,Male,18-24,2014,west_central,27
101,social_media_[social_media_user],Male,25-34,2014,north_east_central,66
101,totals,Male,25-34,2014,east_central,51
101,totals,Male,25-34,2014,pacific,87
101,totals,Male,25-34,2014,south,199
101,totals,Male,25-34,2014,south_east,64
101,totals,Male,25-34,2014,south_west,135
101,totals,Male,25-34,2014,west_central,65
102,social_media_[social_media_user],Male,35-44,2014,north_east_central,92
102,totals,Male,35-44,2014,east_central,77
102,totals,Male,35-44,2014,pacific,87
102,totals,Male,35-44,2014,south,226
102,totals,Male,35-44,2014,south_east,71
102,totals,Male,35-44,2014,south_west,155
102,totals,Male,35-44,2014,west_central,87
103,social_media_[social_media_user],Male,45-54,2014,north_east_central,92
103,totals,Male,45-54,2014,east_central,81
103,totals,Male,45-54,2014,pacific,94
103,totals,Male,45-54,2014,south,210
103,totals,Male,45-54,2014,south_east,85
103,totals,Male,45-54,2014,south_west,125
103,totals,Male,45-54,2014,west_central,85
104,social_media_[social_media_user],Male,55+,2014,north_east_central,116
104,totals,Male,55+,2014,east_central,76
104,totals,Male,55+,2014,pacific,151
104,totals,Male,55+,2014,south,297
104,totals,Male,55+,2014,south_east,141
104,totals,Male,55+,2014,south_west,184
104,totals,Male,55+,2014,west_central,118
110,totals,Male,18-24,2015,north_east_central,52
110,video_game,Male,18-24,2014,east_central,22
110,video_game,Male,18-24,2014,pacific,228
110,video_game,Male,18-24,2014,south,105
110,video_game,Male,18-24,2014,south_east,30
110,video_game,Male,18-24,2014,south_west,75
110,video_game,Male,18-24,2014,west_central,25
111,totals,Male,25-34,2015,north_east_central,68
111,video_game,Male,25-34,2014,east_central,39
111,video_game,Male,25-34,2014,pacific,62
111,video_game,Male,25-34,2014,south,131
111,video_game,Male,25-34,2014,south_east,41
111,video_game,Male,25-34,2014,south_west,90
111,video_game,Male,25-34,2014,west_central,45
112,totals,Male,35-44,2015,north_east_central,65
112,video_game,Male,35-44,2014,east_central,52
112,video_game,Male,35-44,2014,pacific,62
112,video_game,Male,35-44,2014,south,124
112,video_game,Male,35-44,2014,south_east,39
112,video_game,Male,35-44,2014,south_west,85
112,video_game,Male,35-44,2014,west_central,55
113,totals,Male,45-54,2015,north_east_central,95
113,video_game,Male,45-54,2014,east_central,36
113,video_game,Male,45-54,2014,pacific,32
113,video_game,Male,45-54,2014,south,69
113,video_game,Male,45-54,2014,south_east,28
113,video_game,Male,45-54,2014,south_west,41
113,video_game,Male,45-54,2014,west_central,36
114,totals,Male,55+,2015,north_east_central,157
114,video_game,Male,55+,2014,east_central,10
114,video_game,Male,55+,2014,pacific,28
114,video_game,Male,55+,2014,south,64
114,video_game,Male,55+,2014,south_east,32
114,video_game,Male,55+,2014,south_west,32
114,video_game,Male,55+,2014,west_central,19
120,digital_music,Male,18-24,2014,east_central,28
120,digital_music,Male,18-24,2014,pacific,499
120,digital_music,Male,18-24,2014,south,127
120,digital_music,Male,18-24,2014,south_east,34
120,digital_music,Male,18-24,2014,south_west,93
120,digital_music,Male,18-24,2014,west_central,27
120,video_game,Male,18-24,2015,north_east_central,42
121,digital_music,Male,25-34,2014,east_central,51
121,digital_music,Male,25-34,2014,pacific,87
121,digital_music,Male,25-34,2014,south,199
121,digital_music,Male,25-34,2014,south_east,64
121,digital_music,Male,25-34,2014,south_west,135
121,digital_music,Male,25-34,2014,west_central,65
121,video_game,Male,25-34,2015,north_east_central,49
122,digital_music,Male,35-44,2014,east_central,77
122,digital_music,Male,35-44,2014,pacific,87
122,digital_music,Male,35-44,2014,south,226
122,digital_music,Male,35-44,2014,south_east,71
122,digital_music,Male,35-44,2014,south_west,155
122,digital_music,Male,35-44,2014,west_central,87
122,video_game,Male,35-44,2015,north_east_central,41
123,digital_music,Male,45-54,2014,east_central,81
123,digital_music,Male,45-54,2014,pacific,94
123,digital_music,Male,45-54,2014,south,210
123,digital_music,Male,45-54,2014,south_east,85
123,digital_music,Male,45-54,2014,south_west,125
123,digital_music,Male,45-54,2014,west_central,85
123,video_game,Male,45-54,2015,north_east_central,36
124,digital_music,Male,55+,2014,east_central,76
124,digital_music,Male,55+,2014,pacific,151
124,digital_music,Male,55+,2014,south,297
124,digital_music,Male,55+,2014,south_east,141
124,digital_music,Male,55+,2014,south_west,184
124,digital_music,Male,55+,2014,west_central,118
124,video_game,Male,55+,2015,north_east_central,28
130,streaming_video,Male,18-24,2015,north_east_central,38
130,tv,Male,18-24,2014,east_central,18
130,tv,Male,18-24,2014,pacific,438
130,tv,Male,18-24,2014,south,93
130,tv,Male,18-24,2014,south_east,27
130,tv,Male,18-24,2014,south_west,66
130,tv,Male,18-24,2014,west_central,20
131,streaming_video,Male,25-34,2015,north_east_central,58
131,tv,Male,25-34,2014,east_central,42
131,tv,Male,25-34,2014,pacific,71
131,tv,Male,25-34,2014,south,159
131,tv,Male,25-34,2014,south_east,49
131,tv,Male,25-34,2014,south_west,110
131,tv,Male,25-34,2014,west_central,50
132,streaming_video,Male,35-44,2015,north_east_central,47
132,tv,Male,35-44,2014,east_central,66
132,tv,Male,35-44,2014,pacific,71
132,tv,Male,35-44,2014,south,197
132,tv,Male,35-44,2014,south_east,63
132,tv,Male,35-44,2014,south_west,134
132,tv,Male,35-44,2014,west_central,74
133,streaming_video,Male,45-54,2015,north_east_central,75
133,tv,Male,45-54,2014,east_central,73
133,tv,Male,45-54,2014,pacific,80
133,tv,Male,45-54,2014,south,187
133,tv,Male,45-54,2014,south_east,74
133,tv,Male,45-54,2014,south_west,113
133,tv,Male,45-54,2014,west_central,72
134,streaming_video,Male,55+,2015,north_east_central,115
134,tv,Male,55+,2014,east_central,65
134,tv,Male,55+,2014,pacific,138
134,tv,Male,55+,2014,south,282
134,tv,Male,55+,2014,south_east,132
134,tv,Male,55+,2014,south_west,177
134,tv,Male,55+,2014,west_central,105
140,digital_music,Male,18-24,2015,north_east_central,34
140,radio,Male,18-24,2014,east_central,15
140,radio,Male,18-24,2014,pacific,363
140,radio,Male,18-24,2014,south,81
140,radio,Male,18-24,2014,south_east,21
140,radio,Male,18-24,2014,south_west,60
140,radio,Male,18-24,2014,west_central,17
141,digital_music,Male,25-34,2015,north_east_central,45
141,radio,Male,25-34,2014,east_central,40
141,radio,Male,25-34,2014,pacific,61
141,radio,Male,25-34,2014,south,142
141,radio,Male,25-34,2014,south_east,40
141,radio,Male,25-34,2014,south_west,102
141,radio,Male,25-34,2014,west_central,43
142,digital_music,Male,35-44,2015,north_east_central,38
142,radio,Male,35-44,2014,east_central,52
142,radio,Male,35-44,2014,pacific,61
142,radio,Male,35-44,2014,south,164
142,radio,Male,35-44,2014,south_east,52
142,radio,Male,35-44,2014,south_west,112
142,radio,Male,35-44,2014,west_central,67
143,digital_music,Male,45-54,2015,north_east_central,45
143,radio,Male,45-54,2014,east_central,67
143,radio,Male,45-54,2014,pacific,76
143,radio,Male,45-54,2014,south,167
143,radio,Male,45-54,2014,south_east,64
143,radio,Male,45-54,2014,south_west,103
143,radio,Male,45-54,2014,west_central,62
144,digital_music,Male,55+,2015,north_east_central,39
144,radio,Male,55+,2014,east_central,57
144,radio,Male,55+,2014,pacific,107
144,radio,Male,55+,2014,south,209
144,radio,Male,55+,2014,south_east,96
144,radio,Male,55+,2014,south_west,134
144,radio,Male,55+,2014,west_central,84
150,magazine,Male,18-24,2014,east_central,20
150,magazine,Male,18-24,2014,pacific,393
150,magazine,Male,18-24,2014,south,86
150,magazine,Male,18-24,2014,south_east,27
150,magazine,Male,18-24,2014,south_west,59
150,magazine,Male,18-24,2014,west_central,20
150,tv,Male,18-24,2015,north_east_central,34
151,magazine,Male,25-34,2014,east_central,39
151,magazine,Male,25-34,2014,pacific,62
151,magazine,Male,25-34,2014,south,136
151,magazine,Male,25-34,2014,south_east,48
151,magazine,Male,25-34,2014,south_west,88
151,magazine,Male,25-34,2014,west_central,47
151,tv,Male,25-34,2015,north_east_central,56
152,magazine,Male,35-44,2014,east_central,63
152,magazine,Male,35-44,2014,pacific,62
152,magazine,Male,35-44,2014,south,174
152,magazine,Male,35-44,2014,south_east,58
152,magazine,Male,35-44,2014,south_west,116
152,magazine,Male,35-44,2014,west_central,67
152,tv,Male,35-44,2015,north_east_central,60
153,magazine,Male,45-54,2014,east_central,71
153,magazine,Male,45-54,2014,pacific,74
153,magazine,Male,45-54,2014,south,173
153,magazine,Male,45-54,2014,south_east,70
153,magazine,Male,45-54,2014,south_west,103
153,magazine,Male,45-54,2014,west_central,68
153,tv,Male,45-54,2015,north_east_central,85
154,magazine,Male,55+,2014,east_central,73
154,magazine,Male,55+,2014,pacific,128
154,magazine,Male,55+,2014,south,265
154,magazine,Male,55+,2014,south_east,129
154,magazine,Male,55+,2014,south_west,171
154,magazine,Male,55+,2014,west_central,110
154,tv,Male,55+,2015,north_east_central,147
160,movie_goers,Male,18-24,2014,east_central,28
160,movie_goers,Male,18-24,2014,pacific,499
160,movie_goers,Male,18-24,2014,south,127
160,movie_goers,Male,18-24,2014,south_east,34
160,movie_goers,Male,18-24,2014,south_west,93
160,movie_goers,Male,18-24,2014,west_central,27
160,radio,Male,18-24,2015,north_east_central,36
161,movie_goers,Male,25-34,2014,east_central,51
161,movie_goers,Male,25-34,2014,pacific,87
161,movie_goers,Male,25-34,2014,south,199
161,movie_goers,Male,25-34,2014,south_east,64
161,movie_goers,Male,25-34,2014,south_west,135
161,movie_goers,Male,25-34,2014,west_central,65
161,radio,Male,25-34,2015,north_east_central,54
162,movie_goers,Male,35-44,2014,east_central,77
162,movie_goers,Male,35-44,2014,pacific,87
