index,category,gender,age,year,division,population
162,movie_goers,Male,35-44,2014,south,226
162,movie_goers,Male,35-44,2014,south_east,71
162,movie_goers,Male,35-44,2014,south_west,155
162,movie_goers,Male,35-44,2014,west_central,87
162,radio,Male,35-44,2015,north_east_central,46
163,movie_goers,Male,45-54,2014,east_central,81
163,movie_goers,Male,45-54,2014,pacific,94
163,movie_goers,Male,45-54,2014,south,210
163,movie_goers,Male,45-54,2014,south_east,85
163,movie_goers,Male,45-54,2014,south_west,125
163,movie_goers,Male,45-54,2014,west_central,85
163,radio,Male,45-54,2015,north_east_central,84
164,movie_goers,Male,55+,2014,east_central,76
164,movie_goers,Male,55+,2014,pacific,151
164,movie_goers,Male,55+,2014,south,297
164,movie_goers,Male,55+,2014,south_east,141
164,movie_goers,Male,55+,2014,south_west,184
164,movie_goers,Male,55+,2014,west_central,118
164,radio,Male,55+,2015,north_east_central,142
170,magazine,Male,18-24,2015,north_east_central,52
170,supermarket_goer_last_4_weeks,Male,18-24,2014,east_central,25
170,supermarket_goer_last_4_weeks,Male,18-24,2014,pacific,495
170,supermarket_goer_last_4_weeks,Male,18-24,2014,south,126
170,supermarket_goer_last_4_weeks,Male,18-24,2014,south_east,34
170,supermarket_goer_last_4_weeks,Male,18-24,2014,south_west,92
170,supermarket_goer_last_4_weeks,Male,18-24,2014,west_central,26
171,magazine,Male,25-34,2015,north_east_central,68
171,supermarket_goer_last_4_weeks,Male,25-34,2014,east_central,50
171,supermarket_goer_last_4_weeks,Male,25-34,2014,pacific,86
171,supermarket_goer_last_4_weeks,Male,25-34,2014,south,192
171,supermarket_goer_last_4_weeks,Male,25-34,2014,south_east,62
171,supermarket_goer_last_4_weeks,Male,25-34,2014,south_west,130
171,supermarket_goer_last_4_weeks,Male,25-34,2014,west_central,61
172,magazine,Male,35-44,2015,north_east_central,65
172,supermarket_goer_last_4_weeks,Male,35-44,2014,east_central,75
172,supermarket_goer_last_4_weeks,Male,35-44,2014,pacific,86
172,supermarket_goer_last_4_weeks,Male,35-44,2014,south,221
172,supermarket_goer_last_4_weeks,Male,35-44,2014,south_east,69
172,supermarket_goer_last_4_weeks,Male,35-44,2014,south_west,152
172,supermarket_goer_last_4_weeks,Male,35-44,2014,west_central,85
173,magazine,Male,45-54,2015,north_east_central,95
173,supermarket_goer_last_4_weeks,Male,45-54,2014,east_central,79
173,supermarket_goer_last_4_weeks,Male,45-54,2014,pacific,94
173,supermarket_goer_last_4_weeks,Male,45-54,2014,south,207
173,supermarket_goer_last_4_weeks,Male,45-54,2014,south_east,85
173,supermarket_goer_last_4_weeks,Male,45-54,2014,south_west,122
173,supermarket_goer_last_4_weeks,Male,45-54,2014,west_central,85
174,magazine,Male,55+,2015,north_east_central,157
174,supermarket_goer_last_4_weeks,Male,55+,2014,east_central,75
174,supermarket_goer_last_4_weeks,Male,55+,2014,pacific,148
174,supermarket_goer_last_4_weeks,Male,55+,2014,south,293
174,supermarket_goer_last_4_weeks,Male,55+,2014,south_east,140
174,supermarket_goer_last_4_weeks,Male,55+,2014,south_west,184
174,supermarket_goer_last_4_weeks,Male,55+,2014,west_central,118
180,movie_goers,Male,18-24,2015,north_east_central,49
180,tablet_owner,Male,18-24,2014,east_central,6
180,tablet_owner,Male,18-24,2014,pacific,203
180,tablet_owner,Male,18-24,2014,south,41
180,tablet_owner,Male,18-24,2014,south_east,10
180,tablet_owner,Male,18-24,2014,south_west,31
180,tablet_owner,Male,18-24,2014,west_central,9
181,movie_goers,Male,25-34,2015,north_east_central,65
181,tablet_owner,Male,25-34,2014,east_central,20
181,tablet_owner,Male,25-34,2014,pacific,49
181,tablet_owner,Male,25-34,2014,south,82
181,tablet_owner,Male,25-34,2014,south_east,25
181,tablet_owner,Male,25-34,2014,south_west,57
181,tablet_owner,Male,25-34,2014,west_central,17
182,movie_goers,Male,35-44,2015,north_east_central,65
182,tablet_owner,Male,35-44,2014,east_central,35
182,tablet_owner,Male,35-44,2014,pacific,49
182,tablet_owner,Male,35-44,2014,south,117
182,tablet_owner,Male,35-44,2014,south_east,37
182,tablet_owner,Male,35-44,2014,south_west,80
182,tablet_owner,Male,35-44,2014,west_central,39
183,movie_goers,Male,45-54,2015,north_east_central,94
183,tablet_owner,Male,45-54,2014,east_central,29
183,tablet_owner,Male,45-54,2014,pacific,30
183,tablet_owner,Male,45-54,2014,south,82
183,tablet_owner,Male,45-54,2014,south_east,33
183,tablet_owner,Male,45-54,2014,south_west,49
183,tablet_owner,Male,45-54,2014,west_central,37
184,movie_goers,Male,55+,2015,north_east_central,155
184,tablet_owner,Male,55+,2014,east_central,24
184,tablet_owner,Male,55+,2014,pacific,42
184,tablet_owner,Male,55+,2014,south,82
184,tablet_owner,Male,55+,2014,south_east,42
184,tablet_owner,Male,55+,2014,south_west,59
184,tablet_owner,Male,55+,2014,west_central,32
190,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,east_central,10
190,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,pacific,239
190,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,south,54
190,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,south_east,15
190,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,south_west,39
190,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,west_central,14
190,supermarket_goer_last_4_weeks,Male,18-24,2015,north_east_central,20
191,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,east_central,28
191,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,pacific,44
191,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,south,86
191,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,south_east,26
191,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,south_west,60
191,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,west_central,36
191,supermarket_goer_last_4_weeks,Male,25-34,2015,north_east_central,32
192,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,east_central,38
192,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,pacific,44
192,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,south,89
192,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,south_east,25
192,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,south_west,64
192,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,west_central,41
192,supermarket_goer_last_4_weeks,Male,35-44,2015,north_east_central,36
193,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,east_central,46
193,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,pacific,45
193,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,south,95
193,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,south_east,43
193,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,south_west,52
193,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,west_central,51
193,supermarket_goer_last_4_weeks,Male,45-54,2015,north_east_central,54
194,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,east_central,32
194,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,pacific,73
194,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,south,119
194,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,south_east,60
194,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,south_west,89
194,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,west_central,43
194,supermarket_goer_last_4_weeks,Male,55+,2015,north_east_central,60
200,social_media_[social_media_user],Male,18-24,2014,east_central,25
200,social_media_[social_media_user],Male,18-24,2014,pacific,405
200,social_media_[social_media_user],Male,18-24,2014,south,122
200,social_media_[social_media_user],Male,18-24,2014,south_east,32
200,social_media_[social_media_user],Male,18-24,2014,south_west,90
200,social_media_[social_media_user],Male,18-24,2014,west_central,24
200,tablet_owner,Male,18-24,2015,north_east_central,35
201,social_media_[social_media_user],Male,25-34,2014,east_central,50
201,social_media_[social_media_user],Male,25-34,2014,pacific,78
201,social_media_[social_media_user],Male,25-34,2014,south,185
201,social_media_[social_media_user],Male,25-34,2014,south_east,60
201,social_media_[social_media_user],Male,25-34,2014,south_west,125
201,social_media_[social_media_user],Male,25-34,2014,west_central,59
201,tablet_owner,Male,25-34,2015,north_east_central,47
202,social_media_[social_media_user],Male,35-44,2014,east_central,67
202,social_media_[social_media_user],Male,35-44,2014,pacific,78
202,social_media_[social_media_user],Male,35-44,2014,south,194
202,social_media_[social_media_user],Male,35-44,2014,south_east,62
202,social_media_[social_media_user],Male,35-44,2014,south_west,132
202,social_media_[social_media_user],Male,35-44,2014,west_central,69
202,tablet_owner,Male,35-44,2015,north_east_central,35
203,social_media_[social_media_user],Male,45-54,2014,east_central,64
203,social_media_[social_media_user],Male,45-54,2014,pacific,73
203,social_media_[social_media_user],Male,45-54,2014,south,168
203,social_media_[social_media_user],Male,45-54,2014,south_east,73
203,social_media_[social_media_user],Male,45-54,2014,south_west,95
203,social_media_[social_media_user],Male,45-54,2014,west_central,70
203,tablet_owner,Male,45-54,2015,north_east_central,67
204,social_media_[social_media_user],Male,55+,2014,east_central,46
204,social_media_[social_media_user],Male,55+,2014,pacific,100
204,social_media_[social_media_user],Male,55+,2014,south,196
204,social_media_[social_media_user],Male,55+,2014,south_east,93
204,social_media_[social_media_user],Male,55+,2014,south_west,119
204,social_media_[social_media_user],Male,55+,2014,west_central,75
204,tablet_owner,Male,55+,2015,north_east_central,96
210,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,north_east_central,50
210,totals,Male,18-24,2015,east_central,33
210,totals,Male,18-24,2015,pacific,51
210,totals,Male,18-24,2015,south,75
210,totals,Male,18-24,2015,south_east,30
210,totals,Male,18-24,2015,south_west,45
210,totals,Male,18-24,2015,west_central,37
211,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,north_east_central,64
211,totals,Male,25-34,2015,east_central,53
211,totals,Male,25-34,2015,pacific,107
211,totals,Male,25-34,2015,south,153
211,totals,Male,25-34,2015,south_east,56
211,totals,Male,25-34,2015,south_west,97
211,totals,Male,25-34,2015,west_central,64
212,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,north_east_central,61
212,totals,Male,35-44,2015,east_central,71
212,totals,Male,35-44,2015,pacific,90
212,totals,Male,35-44,2015,south,146
212,totals,Male,35-44,2015,south_east,56
212,totals,Male,35-44,2015,south_west,90
212,totals,Male,35-44,2015,west_central,85
213,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,north_east_central,84
213,totals,Male,45-54,2015,east_central,64
213,totals,Male,45-54,2015,pacific,95
213,totals,Male,45-54,2015,south,158
213,totals,Male,45-54,2015,south_east,74
213,totals,Male,45-54,2015,south_west,84
213,totals,Male,45-54,2015,west_central,79
214,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,north_east_central,101
214,totals,Male,55+,2015,east_central,81
214,totals,Male,55+,2015,pacific,131
214,totals,Male,55+,2015,south,240
214,totals,Male,55+,2015,south_east,110
214,totals,Male,55+,2015,south_west,130
214,totals,Male,55+,2015,west_central,114
220,social_media_[social_media_user],Male,18-24,2015,north_east_central,34
220,video_game,Male,18-24,2015,east_central,24
220,video_game,Male,18-24,2015,pacific,41
220,video_game,Male,18-24,2015,south,54
220,video_game,Male,18-24,2015,south_east,21
220,video_game,Male,18-24,2015,south_west,33
220,video_game,Male,18-24,2015,west_central,29
221,social_media_[social_media_user],Male,25-34,2015,north_east_central,54
221,video_game,Male,25-34,2015,east_central,39
221,video_game,Male,25-34,2015,pacific,81
221,video_game,Male,25-34,2015,south,97
221,video_game,Male,25-34,2015,south_east,38
221,video_game,Male,25-34,2015,south_west,59
221,video_game,Male,25-34,2015,west_central,45
222,social_media_[social_media_user],Male,35-44,2015,north_east_central,48
222,video_game,Male,35-44,2015,east_central,45
222,video_game,Male,35-44,2015,pacific,45
222,video_game,Male,35-44,2015,south,82
222,video_game,Male,35-44,2015,south_east,29
222,video_game,Male,35-44,2015,south_west,53
222,video_game,Male,35-44,2015,west_central,59
223,social_media_[social_media_user],Male,45-54,2015,north_east_central,78
223,video_game,Male,45-54,2015,east_central,25
223,video_game,Male,45-54,2015,pacific,35
223,video_game,Male,45-54,2015,south,50
223,video_game,Male,45-54,2015,south_east,20
223,video_game,Male,45-54,2015,south_west,30
223,video_game,Male,45-54,2015,west_central,35
224,social_media_[social_media_user],Male,55+,2015,north_east_central,125
224,video_game,Male,55+,2015,east_central,20
224,video_game,Male,55+,2015,pacific,20
224,video_game,Male,55+,2015,south,44
224,video_game,Male,55+,2015,south_east,21
224,video_game,Male,55+,2015,south_west,23
224,video_game,Male,55+,2015,west_central,27
230,streaming_video,Male,18-24,2015,east_central,27
230,streaming_video,Male,18-24,2015,pacific,41
230,streaming_video,Male,18-24,2015,south,57
230,streaming_video,Male,18-24,2015,south_east,24
230,streaming_video,Male,18-24,2015,south_west,33
230,streaming_video,Male,18-24,2015,west_central,26
230,totals,Male,18-24,2016,north_east_central,203
231,streaming_video,Male,25-34,2015,east_central,44
231,streaming_video,Male,25-34,2015,pacific,88
231,streaming_video,Male,25-34,2015,south,126
231,streaming_video,Male,25-34,2015,south_east,45
231,streaming_video,Male,25-34,2015,south_west,81
231,streaming_video,Male,25-34,2015,west_central,49
231,totals,Male,25-34,2016,north_east_central,211
232,streaming_video,Male,35-44,2015,east_central,45
232,streaming_video,Male,35-44,2015,pacific,69
232,streaming_video,Male,35-44,2015,south,110
232,streaming_video,Male,35-44,2015,south_east,39
232,streaming_video,Male,35-44,2015,south_west,71
232,streaming_video,Male,35-44,2015,west_central,67
232,totals,Male,35-44,2016,north_east_central,119
233,streaming_video,Male,45-54,2015,east_central,49
233,streaming_video,Male,45-54,2015,pacific,73
233,streaming_video,Male,45-54,2015,south,120
233,streaming_video,Male,45-54,2015,south_east,56
233,streaming_video,Male,45-54,2015,south_west,64
233,streaming_video,Male,45-54,2015,west_central,62
233,totals,Male,45-54,2016,north_east_central,41
234,streaming_video,Male,55+,2015,east_central,54
234,streaming_video,Male,55+,2015,pacific,96
234,streaming_video,Male,55+,2015,south,160
234,streaming_video,Male,55+,2015,south_east,71
234,streaming_video,Male,55+,2015,south_west,89
234,streaming_video,Male,55+,2015,west_central,80
234,totals,Male,55+,2016,north_east_central,93
240,tv,Male,18-24,2015,east_central,22
240,tv,Male,18-24,2015,pacific,35
240,tv,Male,18-24,2015,south,53
240,tv,Male,18-24,2015,south_east,19
240,tv,Male,18-24,2015,south_west,34
240,tv,Male,18-24,2015,west_central,23
240,video_game,Male,18-24,2016,north_east_central,111
241,tv,Male,25-34,2015,east_central,39
241,tv,Male,25-34,2015,pacific,81
241,tv,Male,25-34,2015,south,118
241,tv,Male,25-34,2015,south_east,43
241,tv,Male,25-34,2015,south_west,75
241,tv,Male,25-34,2015,west_central,52
241,video_game,Male,25-34,2016,north_east_central,26
242,tv,Male,35-44,2015,east_central,54
242,tv,Male,35-44,2015,pacific,79
242,tv,Male,35-44,2015,south,117
242,tv,Male,35-44,2015,south_east,46
242,tv,Male,35-44,2015,south_west,71
242,tv,Male,35-44,2015,west_central,75
242,video_game,Male,35-44,2016,north_east_central,48
243,tv,Male,45-54,2015,east_central,59
243,tv,Male,45-54,2015,pacific,81
243,tv,Male,45-54,2015,south,139
243,tv,Male,45-54,2015,south_east,64
243,tv,Male,45-54,2015,south_west,75
243,tv,Male,45-54,2015,west_central,67
243,video_game,Male,45-54,2016,north_east_central,37
244,tv,Male,55+,2015,east_central,79
244,tv,Male,55+,2015,pacific,118
244,tv,Male,55+,2015,south,223
244,tv,Male,55+,2015,south_east,102
244,tv,Male,55+,2015,south_west,121
244,tv,Male,55+,2015,west_central,110
244,video_game,Male,55+,2016,north_east_central,43
250,magazine,Male,18-24,2015,east_central,25
250,magazine,Male,18-24,2015,pacific,35
250,magazine,Male,18-24,2015,south,45
250,magazine,Male,18-24,2015,south_east,20
250,magazine,Male,18-24,2015,south_west,25
250,magazine,Male,18-24,2015,west_central,22
250,streaming_video,Male,18-24,2016,north_east_central,170
251,magazine,Male,25-34,2015,east_central,36
251,magazine,Male,25-34,2015,pacific,81
251,magazine,Male,25-34,2015,south,103
251,magazine,Male,25-34,2015,south_east,35
251,magazine,Male,25-34,2015,south_west,68
251,magazine,Male,25-34,2015,west_central,48
251,streaming_video,Male,25-34,2016,north_east_central,162
252,magazine,Male,35-44,2015,east_central,54
252,magazine,Male,35-44,2015,pacific,63
252,magazine,Male,35-44,2015,south,103
252,magazine,Male,35-44,2015,south_east,42
252,magazine,Male,35-44,2015,south_west,61
252,magazine,Male,35-44,2015,west_central,60
252,streaming_video,Male,35-44,2016,north_east_central,105
253,magazine,Male,45-54,2015,east_central,57
253,magazine,Male,45-54,2015,pacific,77
253,magazine,Male,45-54,2015,south,121
253,magazine,Male,45-54,2015,south_east,55
253,magazine,Male,45-54,2015,south_west,66
253,magazine,Male,45-54,2015,west_central,60
253,streaming_video,Male,45-54,2016,north_east_central,37
254,magazine,Male,55+,2015,east_central,73
254,magazine,Male,55+,2015,pacific,115
254,magazine,Male,55+,2015,south,206
254,magazine,Male,55+,2015,south_east,96
254,magazine,Male,55+,2015,south_west,110
254,magazine,Male,55+,2015,west_central,105
254,streaming_video,Male,55+,2016,north_east_central,71
260,digital_music,Male,18-24,2016,north_east_central,203
260,movie_goers,Male,18-24,2015,east_central,33
260,movie_goers,Male,18-24,2015,pacific,51
260,movie_goers,Male,18-24,2015,south,75
260,movie_goers,Male,18-24,2015,south_east,30
260,movie_goers,Male,18-24,2015,south_west,45
260,movie_goers,Male,18-24,2015,west_central,37
261,digital_music,Male,25-34,2016,north_east_central,211
261,movie_goers,Male,25-34,2015,east_central,53
261,movie_goers,Male,25-34,2015,pacific,107
261,movie_goers,Male,25-34,2015,south,153
261,movie_goers,Male,25-34,2015,south_east,56
261,movie_goers,Male,25-34,2015,south_west,97
261,movie_goers,Male,25-34,2015,west_central,64
262,digital_music,Male,35-44,2016,north_east_central,119
262,movie_goers,Male,35-44,2015,east_central,71
262,movie_goers,Male,35-44,2015,pacific,90
262,movie_goers,Male,35-44,2015,south,146
262,movie_goers,Male,35-44,2015,south_east,56
262,movie_goers,Male,35-44,2015,south_west,90
262,movie_goers,Male,35-44,2015,west_central,85
263,digital_music,Male,45-54,2016,north_east_central,41
263,movie_goers,Male,45-54,2015,east_central,64
263,movie_goers,Male,45-54,2015,pacific,95
263,movie_goers,Male,45-54,2015,south,158
263,movie_goers,Male,45-54,2015,south_east,74
263,movie_goers,Male,45-54,2015,south_west,84
263,movie_goers,Male,45-54,2015,west_central,79
264,digital_music,Male,55+,2016,north_east_central,93
264,movie_goers,Male,55+,2015,east_central,81
264,movie_goers,Male,55+,2015,pacific,131
264,movie_goers,Male,55+,2015,south,240
264,movie_goers,Male,55+,2015,south_east,110
264,movie_goers,Male,55+,2015,south_west,130
264,movie_goers,Male,55+,2015,west_central,114
270,supermarket_goer_last_4_weeks,Male,18-24,2015,east_central,32
270,supermarket_goer_last_4_weeks,Male,18-24,2015,pacific,50
270,supermarket_goer_last_4_weeks,Male,18-24,2015,south,74
270,supermarket_goer_last_4_weeks,Male,18-24,2015,south_east,30
270,supermarket_goer_last_4_weeks,Male,18-24,2015,south_west,44
270,supermarket_goer_last_4_weeks,Male,18-24,2015,west_central,35
270,tv,Male,18-24,2016,north_east_central,168
271,supermarket_goer_last_4_weeks,Male,25-34,2015,east_central,53
271,supermarket_goer_last_4_weeks,Male,25-34,2015,pacific,105
271,supermarket_goer_last_4_weeks,Male,25-34,2015,south,153
271,supermarket_goer_last_4_weeks,Male,25-34,2015,south_east,56
271,supermarket_goer_last_4_weeks,Male,25-34,2015,south_west,97
271,supermarket_goer_last_4_weeks,Male,25-34,2015,west_central,64
271,tv,Male,25-34,2016,north_east_central,197
272,supermarket_goer_last_4_weeks,Male,35-44,2015,east_central,71
272,supermarket_goer_last_4_weeks,Male,35-44,2015,pacific,89
272,supermarket_goer_last_4_weeks,Male,35-44,2015,south,145
272,supermarket_goer_last_4_weeks,Male,35-44,2015,south_east,55
272,supermarket_goer_last_4_weeks,Male,35-44,2015,south_west,90
272,supermarket_goer_last_4_weeks,Male,35-44,2015,west_central,84
272,tv,Male,35-44,2016,north_east_central,104
273,supermarket_goer_last_4_weeks,Male,45-54,2015,east_central,63
273,supermarket_goer_last_4_weeks,Male,45-54,2015,pacific,94
273,supermarket_goer_last_4_weeks,Male,45-54,2015,south,157
273,supermarket_goer_last_4_weeks,Male,45-54,2015,south_east,73
273,supermarket_goer_last_4_weeks,Male,45-54,2015,south_west,84
273,supermarket_goer_last_4_weeks,Male,45-54,2015,west_central,79
273,tv,Male,45-54,2016,north_east_central,32
274,supermarket_goer_last_4_weeks,Male,55+,2015,east_central,80
274,supermarket_goer_last_4_weeks,Male,55+,2015,pacific,131
274,supermarket_goer_last_4_weeks,Male,55+,2015,south,238
274,supermarket_goer_last_4_weeks,Male,55+,2015,south_east,108
274,supermarket_goer_last_4_weeks,Male,55+,2015,south_west,130
274,supermarket_goer_last_4_weeks,Male,55+,2015,west_central,113
274,tv,Male,55+,2016,north_east_central,88
280,radio,Male,18-24,2016,north_east_central,152
280,tablet_owner,Male,18-24,2015,east_central,11
280,tablet_owner,Male,18-24,2015,pacific,18
280,tablet_owner,Male,18-24,2015,south,16
280,tablet_owner,Male,18-24,2015,south_east,7
280,tablet_owner,Male,18-24,2015,south_west,9
280,tablet_owner,Male,18-24,2015,west_central,5
281,radio,Male,25-34,2016,north_east_central,159
281,tablet_owner,Male,25-34,2015,east_central,24
281,tablet_owner,Male,25-34,2015,pacific,52
281,tablet_owner,Male,25-34,2015,south,63
281,tablet_owner,Male,25-34,2015,south_east,26
281,tablet_owner,Male,25-34,2015,south_west,37
281,tablet_owner,Male,25-34,2015,west_central,28
282,radio,Male,35-44,2016,north_east_central,87
282,tablet_owner,Male,35-44,2015,east_central,36
282,tablet_owner,Male,35-44,2015,pacific,55
282,tablet_owner,Male,35-44,2015,south,87
282,tablet_owner,Male,35-44,2015,south_east,37
282,tablet_owner,Male,35-44,2015,south_west,50
282,tablet_owner,Male,35-44,2015,west_central,50
283,radio,Male,45-54,2016,north_east_central,20
283,tablet_owner,Male,45-54,2015,east_central,30
283,tablet_owner,Male,45-54,2015,pacific,44
283,tablet_owner,Male,45-54,2015,south,74
283,tablet_owner,Male,45-54,2015,south_east,34
283,tablet_owner,Male,45-54,2015,south_west,40
283,tablet_owner,Male,45-54,2015,west_central,43
284,radio,Male,55+,2016,north_east_central,74
284,tablet_owner,Male,55+,2015,east_central,28
284,tablet_owner,Male,55+,2015,pacific,51
284,tablet_owner,Male,55+,2015,south,82
284,tablet_owner,Male,55+,2015,south_east,40
284,tablet_owner,Male,55+,2015,south_west,42
284,tablet_owner,Male,55+,2015,west_central,47
290,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,east_central,22
290,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,pacific,39
290,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,south,57
290,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,south_east,23
290,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,south_west,34
290,all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,west_central,30
290,magazine,Male,18-24,2016,north_east_central,161
291,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,east_central,42
291,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,pacific,76
291,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,south,112
291,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,south_east,45
291,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,south_west,67
291,all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,west_central,50
291,magazine,Male,25-34,2016,north_east_central,195
292,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,east_central,49
292,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,pacific,65
292,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,south,93
292,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,south_east,31
292,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,south_west,62
292,all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,west_central,59
292,magazine,Male,35-44,2016,north_east_central,103
293,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,east_central,46
293,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,pacific,67
293,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,south,109
293,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,south_east,56
293,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,south_west,53
293,all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,west_central,56
293,magazine,Male,45-54,2016,north_east_central,28
294,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,east_central,51
294,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,pacific,86
294,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,south,161
294,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,south_east,66
294,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,south_west,95
294,all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,west_central,72
294,magazine,Male,55+,2016,north_east_central,71
300,movie_goers,Male,18-24,2016,north_east_central,203
300,social_media_[social_media_user],Male,18-24,2015,east_central,30
300,social_media_[social_media_user],Male,18-24,2015,pacific,49
300,social_media_[social_media_user],Male,18-24,2015,south,71
300,social_media_[social_media_user],Male,18-24,2015,south_east,29
300,social_media_[social_media_user],Male,18-24,2015,south_west,42
300,social_media_[social_media_user],Male,18-24,2015,west_central,33
301,movie_goers,Male,25-34,2016,north_east_central,211
301,social_media_[social_media_user],Male,25-34,2015,east_central,52
301,social_media_[social_media_user],Male,25-34,2015,pacific,95
301,social_media_[social_media_user],Male,25-34,2015,south,143
301,social_media_[social_media_user],Male,25-34,2015,south_east,54
301,social_media_[social_media_user],Male,25-34,2015,south_west,89
301,social_media_[social_media_user],Male,25-34,2015,west_central,60
302,movie_goers,Male,35-44,2016,north_east_central,119
302,social_media_[social_media_user],Male,35-44,2015,east_central,64
302,social_media_[social_media_user],Male,35-44,2015,pacific,79
302,social_media_[social_media_user],Male,35-44,2015,south,134
302,social_media_[social_media_user],Male,35-44,2015,south_east,50
302,social_media_[social_media_user],Male,35-44,2015,south_west,84
302,social_media_[social_media_user],Male,35-44,2015,west_central,77
303,movie_goers,Male,45-54,2016,north_east_central,41
303,social_media_[social_media_user],Male,45-54,2015,east_central,51
303,social_media_[social_media_user],Male,45-54,2015,pacific,80
303,social_media_[social_media_user],Male,45-54,2015,south,131
303,social_media_[social_media_user],Male,45-54,2015,south_east,60
303,social_media_[social_media_user],Male,45-54,2015,south_west,71
303,social_media_[social_media_user],Male,45-54,2015,west_central,69
304,movie_goers,Male,55+,2016,north_east_central,93
304,social_media_[social_media_user],Male,55+,2015,east_central,55
304,social_media_[social_media_user],Male,55+,2015,pacific,97
304,social_media_[social_media_user],Male,55+,2015,south,150
304,social_media_[social_media_user],Male,55+,2015,south_east,78
304,social_media_[social_media_user],Male,55+,2015,south_west,72
304,social_media_[social_media_user],Male,55+,2015,west_central,76
310,radio,Male,18-24,2015,east_central,16
310,radio,Male,18-24,2015,pacific,23
310,radio,Male,18-24,2015,south,42
310,radio,Male,18-24,2015,south_east,17
310,radio,Male,18-24,2015,south_west,25
