category,gender,age,year,division,population,share
all_live_theater/concerts/dance-attended_last_12_months,Female,35-44,2016,north_east,75,0.6410256410256411
all_live_theater/concerts/dance-attended_last_12_months,Female,45-54,2016,north_east,46,0.5609756097560976
all_live_theater/concerts/dance-attended_last_12_months,Female,55+,2016,north_east,87,0.5723684210526315
social_media_[social_media_user],Male,18-24,2016,north_east,199,0.9802955665024631
social_media_[social_media_user],Male,25-34,2016,north_east,158,0.7488151658767772
social_media_[social_media_user],Male,35-44,2016,north_east,115,0.9663865546218487
social_media_[social_media_user],Male,45-54,2016,north_east,40,0.975609756097561
social_media_[social_media_user],Male,55+,2016,north_east,78,0.8387096774193549
social_media_[social_media_user],Female,18-24,2016,north_east,94,0.9791666666666666
social_media_[social_media_user],Female,25-34,2016,north_east,54,0.9818181818181818
social_media_[social_media_user],Female,35-44,2016,north_east,111,0.9487179487179487
social_media_[social_media_user],Female,45-54,2016,north_east,80,0.975609756097561
social_media_[social_media_user],Female,55+,2016,north_east,104,0.6842105263157895
totals,Male,18-24,2017,north_east,30,1.0
totals,Male,25-34,2017,north_east,44,1.0
totals,Male,35-44,2017,north_east,37,1.0
totals,Male,45-54,2017,north_east,35,1.0
totals,Male,55+,2017,north_east,38,1.0
totals,Female,18-24,2017,north_east,27,1.0
totals,Female,25-34,2017,north_east,47,1.0
totals,Female,35-44,2017,north_east,39,1.0
totals,Female,45-54,2017,north_east,26,1.0
totals,Female,55+,2017,north_east,39,1.0
video_game,Male,18-24,2017,north_east,28,0.9333333333333333
video_game,Male,25-34,2017,north_east,40,0.9090909090909091
video_game,Male,35-44,2017,north_east,35,0.9459459459459459
video_game,Male,45-54,2017,north_east,33,0.9428571428571428
video_game,Male,55+,2017,north_east,26,0.6842105263157895
video_game,Female,18-24,2017,north_east,27,1.0
video_game,Female,25-34,2017,north_east,47,1.0
video_game,Female,35-44,2017,north_east,36,0.9230769230769231
video_game,Female,45-54,2017,north_east,23,0.8846153846153846
video_game,Female,55+,2017,north_east,32,0.8205128205128205
streaming_video,Male,18-24,2017,north_east,28,0.9333333333333333
streaming_video,Male,25-34,2017,north_east,43,0.9772727272727273
streaming_video,Male,35-44,2017,north_east,30,0.8108108108108109
streaming_video,Male,45-54,2017,north_east,29,0.8285714285714286
streaming_video,Male,55+,2017,north_east,25,0.6578947368421053
streaming_video,Female,18-24,2017,north_east,23,0.8518518518518519
streaming_video,Female,25-34,2017,north_east,43,0.9148936170212766
streaming_video,Female,35-44,2017,north_east,35,0.8974358974358975
streaming_video,Female,45-54,2017,north_east,22,0.8461538461538461
streaming_video,Female,55+,2017,north_east,33,0.8461538461538461
digital_music,Male,18-24,2017,north_east,30,1.0
digital_music,Male,25-34,2017,north_east,44,1.0
digital_music,Male,35-44,2017,north_east,37,1.0
digital_music,Male,45-54,2017,north_east,35,1.0
digital_music,Male,55+,2017,north_east,38,1.0
digital_music,Female,18-24,2017,north_east,27,1.0
digital_music,Female,25-34,2017,north_east,47,1.0
digital_music,Female,35-44,2017,north_east,39,1.0
digital_music,Female,45-54,2017,north_east,26,1.0
digital_music,Female,55+,2017,north_east,39,1.0
tv,Male,18-24,2017,north_east,20,0.6666666666666666
tv,Male,25-34,2017,north_east,34,0.7727272727272727
tv,Male,35-44,2017,north_east,32,0.8648648648648649
tv,Male,45-54,2017,north_east,33,0.9428571428571428
tv,Male,55+,2017,north_east,37,0.9736842105263158
tv,Female,18-24,2017,north_east,21,0.7777777777777778
tv,Female,25-34,2017,north_east,38,0.8085106382978723
tv,Female,35-44,2017,north_east,35,0.8974358974358975
tv,Female,45-54,2017,north_east,20,0.7692307692307693
tv,Female,55+,2017,north_east,37,0.9487179487179487
radio,Male,18-24,2017,north_east,24,0.8
radio,Male,25-34,2017,north_east,28,0.6363636363636364
radio,Male,35-44,2017,north_east,29,0.7837837837837838
radio,Male,45-54,2017,north_east,28,0.8
radio,Male,55+,2017,north_east,31,0.8157894736842105
radio,Female,18-24,2017,north_east,17,0.6296296296296297
radio,Female,25-34,2017,north_east,33,0.7021276595744681
radio,Female,35-44,2017,north_east,28,0.717948717948718
radio,Female,45-54,2017,north_east,23,0.8846153846153846
radio,Female,55+,2017,north_east,28,0.717948717948718
magazine,Male,18-24,2017,north_east,27,0.9
magazine,Male,25-34,2017,north_east,36,0.8181818181818182
magazine,Male,35-44,2017,north_east,27,0.7297297297297297
magazine,Male,45-54,2017,north_east,29,0.8285714285714286
magazine,Male,55+,2017,north_east,32,0.8421052631578947
magazine,Female,18-24,2017,north_east,19,0.7037037037037037
magazine,Female,25-34,2017,north_east,33,0.7021276595744681
magazine,Female,35-44,2017,north_east,39,1.0
magazine,Female,45-54,2017,north_east,23,0.8846153846153846
magazine,Female,55+,2017,north_east,34,0.8717948717948718
movie_goers,Male,18-24,2017,north_east,30,1.0
movie_goers,Male,25-34,2017,north_east,44,1.0
movie_goers,Male,35-44,2017,north_east,37,1.0
movie_goers,Male,45-54,2017,north_east,35,1.0
movie_goers,Male,55+,2017,north_east,38,1.0
movie_goers,Female,18-24,2017,north_east,27,1.0
movie_goers,Female,25-34,2017,north_east,47,1.0
movie_goers,Female,35-44,2017,north_east,39,1.0
movie_goers,Female,45-54,2017,north_east,26,1.0
movie_goers,Female,55+,2017,north_east,39,1.0
supermarket_goer_last_4_weeks,Male,18-24,2017,north_east,28,0.9333333333333333
supermarket_goer_last_4_weeks,Male,25-34,2017,north_east,44,1.0
supermarket_goer_last_4_weeks,Male,35-44,2017,north_east,36,0.972972972972973
supermarket_goer_last_4_weeks,Male,45-54,2017,north_east,34,0.9714285714285714
supermarket_goer_last_4_weeks,Male,55+,2017,north_east,37,0.9736842105263158
supermarket_goer_last_4_weeks,Female,18-24,2017,north_east,26,0.9629629629629629
supermarket_goer_last_4_weeks,Female,25-34,2017,north_east,46,0.9787234042553191
supermarket_goer_last_4_weeks,Female,35-44,2017,north_east,36,0.9230769230769231
supermarket_goer_last_4_weeks,Female,45-54,2017,north_east,26,1.0
supermarket_goer_last_4_weeks,Female,55+,2017,north_east,39,1.0
tablet_owner,Male,18-24,2017,north_east,18,0.6
tablet_owner,Male,25-34,2017,north_east,27,0.6136363636363636
tablet_owner,Male,35-44,2017,north_east,21,0.5675675675675675
tablet_owner,Male,45-54,2017,north_east,26,0.7428571428571429
tablet_owner,Male,55+,2017,north_east,19,0.5
tablet_owner,Female,18-24,2017,north_east,13,0.48148148148148145
tablet_owner,Female,25-34,2017,north_east,25,0.5319148936170213
tablet_owner,Female,35-44,2017,north_east,26,0.6666666666666666
tablet_owner,Female,45-54,2017,north_east,14,0.5384615384615384
tablet_owner,Female,55+,2017,north_east,24,0.6153846153846154
all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2017,north_east,21,0.7
all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2017,north_east,28,0.6363636363636364
all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2017,north_east,17,0.4594594594594595
all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2017,north_east,19,0.5428571428571428
all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2017,north_east,22,0.5789473684210527
all_live_theater/concerts/dance-attended_last_12_months,Female,18-24,2017,north_east,15,0.5555555555555556
all_live_theater/concerts/dance-attended_last_12_months,Female,25-34,2017,north_east,31,0.6595744680851063
all_live_theater/concerts/dance-attended_last_12_months,Female,35-44,2017,north_east,22,0.5641025641025641
all_live_theater/concerts/dance-attended_last_12_months,Female,45-54,2017,north_east,17,0.6538461538461539
all_live_theater/concerts/dance-attended_last_12_months,Female,55+,2017,north_east,18,0.46153846153846156
social_media_[social_media_user],Male,18-24,2017,north_east,30,1.0
social_media_[social_media_user],Male,25-34,2017,north_east,44,1.0
social_media_[social_media_user],Male,35-44,2017,north_east,36,0.972972972972973
social_media_[social_media_user],Male,45-54,2017,north_east,29,0.8285714285714286
social_media_[social_media_user],Male,55+,2017,north_east,34,0.8947368421052632
social_media_[social_media_user],Female,18-24,2017,north_east,27,1.0
social_media_[social_media_user],Female,25-34,2017,north_east,46,0.9787234042553191
social_media_[social_media_user],Female,35-44,2017,north_east,36,0.9230769230769231
social_media_[social_media_user],Female,45-54,2017,north_east,26,1.0
social_media_[social_media_user],Female,55+,2017,north_east,34,0.8717948717948718
totals,Male,18-24,2013,south,78,1.0
totals,Male,25-34,2013,south,160,1.0
totals,Male,35-44,2013,south,198,1.0
totals,Male,45-54,2013,south,170,1.0
totals,Male,55+,2013,south,247,1.0
totals,Female,18-24,2013,south,134,1.0
totals,Female,25-34,2013,south,240,1.0
totals,Female,35-44,2013,south,259,1.0
totals,Female,45-54,2013,south,242,1.0
totals,Female,55+,2013,south,285,1.0
video_game,Male,18-24,2013,south,61,0.782051282051282
video_game,Male,25-34,2013,south,120,0.75
video_game,Male,35-44,2013,south,125,0.6313131313131313
video_game,Male,45-54,2013,south,61,0.3588235294117647
video_game,Male,55+,2013,south,46,0.1862348178137652
video_game,Female,18-24,2013,south,69,0.5149253731343284
video_game,Female,25-34,2013,south,121,0.5041666666666667
video_game,Female,35-44,2013,south,130,0.5019305019305019
video_game,Female,45-54,2013,south,61,0.25206611570247933
video_game,Female,55+,2013,south,50,0.17543859649122806
tv,Male,18-24,2013,south,58,0.7435897435897436
tv,Male,25-34,2013,south,135,0.84375
tv,Male,35-44,2013,south,182,0.9191919191919192
tv,Male,45-54,2013,south,157,0.9235294117647059
tv,Male,55+,2013,south,233,0.9433198380566802
tv,Female,18-24,2013,south,100,0.746268656716418
tv,Female,25-34,2013,south,205,0.8541666666666666
tv,Female,35-44,2013,south,238,0.918918918918919
tv,Female,45-54,2013,south,223,0.9214876033057852
tv,Female,55+,2013,south,260,0.9122807017543859
radio,Male,18-24,2013,south,48,0.6153846153846154
radio,Male,25-34,2013,south,120,0.75
radio,Male,35-44,2013,south,158,0.797979797979798
radio,Male,45-54,2013,south,137,0.8058823529411765
radio,Male,55+,2013,south,171,0.6923076923076923
radio,Female,18-24,2013,south,104,0.7761194029850746
radio,Female,25-34,2013,south,192,0.8
radio,Female,35-44,2013,south,219,0.8455598455598455
radio,Female,45-54,2013,south,187,0.7727272727272727
radio,Female,55+,2013,south,214,0.7508771929824561
magazine,Male,18-24,2013,south,76,0.9743589743589743
magazine,Male,25-34,2013,south,158,0.9875
magazine,Male,35-44,2013,south,187,0.9444444444444444
magazine,Male,45-54,2013,south,160,0.9411764705882353
magazine,Male,55+,2013,south,236,0.9554655870445344
magazine,Female,18-24,2013,south,131,0.9776119402985075
magazine,Female,25-34,2013,south,230,0.9583333333333334
magazine,Female,35-44,2013,south,253,0.9768339768339769
magazine,Female,45-54,2013,south,229,0.9462809917355371
magazine,Female,55+,2013,south,277,0.9719298245614035
movie_goers,Male,18-24,2013,south,78,1.0
movie_goers,Male,25-34,2013,south,160,1.0
movie_goers,Male,35-44,2013,south,198,1.0
movie_goers,Male,45-54,2013,south,170,1.0
movie_goers,Male,55+,2013,south,247,1.0
movie_goers,Female,18-24,2013,south,134,1.0
movie_goers,Female,25-34,2013,south,240,1.0
movie_goers,Female,35-44,2013,south,259,1.0
movie_goers,Female,45-54,2013,south,242,1.0
movie_goers,Female,55+,2013,south,285,1.0
supermarket_goer_last_4_weeks,Male,18-24,2013,south,77,0.9871794871794872
supermarket_goer_last_4_weeks,Male,25-34,2013,south,157,0.98125
supermarket_goer_last_4_weeks,Male,35-44,2013,south,196,0.98989898989899
supermarket_goer_last_4_weeks,Male,45-54,2013,south,169,0.9941176470588236
supermarket_goer_last_4_weeks,Male,55+,2013,south,244,0.9878542510121457
supermarket_goer_last_4_weeks,Female,18-24,2013,south,133,0.9925373134328358
supermarket_goer_last_4_weeks,Female,25-34,2013,south,238,0.9916666666666667
supermarket_goer_last_4_weeks,Female,35-44,2013,south,257,0.9922779922779923
supermarket_goer_last_4_weeks,Female,45-54,2013,south,241,0.9958677685950413
supermarket_goer_last_4_weeks,Female,55+,2013,south,283,0.9929824561403509
tablet_owner,Male,18-24,2013,south,19,0.24358974358974358
tablet_owner,Male,25-34,2013,south,48,0.3
tablet_owner,Male,35-44,2013,south,82,0.41414141414141414
tablet_owner,Male,45-54,2013,south,64,0.3764705882352941
tablet_owner,Male,55+,2013,south,61,0.24696356275303644
tablet_owner,Female,18-24,2013,south,38,0.2835820895522388
tablet_owner,Female,25-34,2013,south,94,0.39166666666666666
tablet_owner,Female,35-44,2013,south,106,0.4092664092664093
tablet_owner,Female,45-54,2013,south,83,0.34297520661157027
tablet_owner,Female,55+,2013,south,90,0.3157894736842105
all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2013,south,43,0.5512820512820513
all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2013,south,78,0.4875
all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2013,south,98,0.494949494949495
all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2013,south,73,0.4294117647058823
all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2013,south,101,0.4089068825910931
all_live_theater/concerts/dance-attended_last_12_months,Female,18-24,2013,south,70,0.5223880597014925
all_live_theater/concerts/dance-attended_last_12_months,Female,25-34,2013,south,110,0.4583333333333333
all_live_theater/concerts/dance-attended_last_12_months,Female,35-44,2013,south,135,0.5212355212355212
all_live_theater/concerts/dance-attended_last_12_months,Female,45-54,2013,south,124,0.512396694214876
all_live_theater/concerts/dance-attended_last_12_months,Female,55+,2013,south,121,0.4245614035087719
social_media_[social_media_user],Male,18-24,2013,south,74,0.9487179487179487
social_media_[social_media_user],Male,25-34,2013,south,144,0.9
social_media_[social_media_user],Male,35-44,2013,south,173,0.8737373737373737
social_media_[social_media_user],Male,45-54,2013,south,127,0.7470588235294118
social_media_[social_media_user],Male,55+,2013,south,165,0.6680161943319838
social_media_[social_media_user],Female,18-24,2013,south,129,0.9626865671641791
social_media_[social_media_user],Female,25-34,2013,south,227,0.9458333333333333
social_media_[social_media_user],Female,35-44,2013,south,233,0.8996138996138996
social_media_[social_media_user],Female,45-54,2013,south,209,0.8636363636363636
social_media_[social_media_user],Female,55+,2013,south,203,0.712280701754386
totals,Male,18-24,2014,south,127,1.0
totals,Male,25-34,2014,south,199,1.0
totals,Male,35-44,2014,south,226,1.0
totals,Male,45-54,2014,south,210,1.0
totals,Male,55+,2014,south,297,1.0
totals,Female,18-24,2014,south,175,1.0
totals,Female,25-34,2014,south,290,1.0
totals,Female,35-44,2014,south,322,1.0
totals,Female,45-54,2014,south,303,1.0
totals,Female,55+,2014,south,330,1.0
video_game,Male,18-24,2014,south,105,0.8267716535433071
video_game,Male,25-34,2014,south,131,0.6582914572864321
video_game,Male,35-44,2014,south,124,0.5486725663716814
video_game,Male,45-54,2014,south,69,0.32857142857142857
video_game,Male,55+,2014,south,64,0.21548821548821548
video_game,Female,18-24,2014,south,92,0.5257142857142857
video_game,Female,25-34,2014,south,142,0.4896551724137931
video_game,Female,35-44,2014,south,133,0.41304347826086957
video_game,Female,45-54,2014,south,86,0.2838283828382838
video_game,Female,55+,2014,south,65,0.19696969696969696
digital_music,Male,18-24,2014,south,127,1.0
digital_music,Male,25-34,2014,south,199,1.0
digital_music,Male,35-44,2014,south,226,1.0
digital_music,Male,45-54,2014,south,210,1.0
digital_music,Male,55+,2014,south,297,1.0
digital_music,Female,18-24,2014,south,175,1.0
digital_music,Female,25-34,2014,south,290,1.0
digital_music,Female,35-44,2014,south,322,1.0
digital_music,Female,45-54,2014,south,303,1.0
digital_music,Female,55+,2014,south,330,1.0
tv,Male,18-24,2014,south,93,0.7322834645669292
tv,Male,25-34,2014,south,159,0.7989949748743719
tv,Male,35-44,2014,south,197,0.8716814159292036
tv,Male,45-54,2014,south,187,0.8904761904761904
tv,Male,55+,2014,south,282,0.9494949494949495
tv,Female,18-24,2014,south,131,0.7485714285714286
tv,Female,25-34,2014,south,246,0.8482758620689655
tv,Female,35-44,2014,south,290,0.9006211180124224
tv,Female,45-54,2014,south,281,0.9273927392739274
tv,Female,55+,2014,south,315,0.9545454545454546
radio,Male,18-24,2014,south,81,0.6377952755905512
radio,Male,25-34,2014,south,142,0.7135678391959799
radio,Male,35-44,2014,south,164,0.7256637168141593
radio,Male,45-54,2014,south,167,0.7952380952380952
radio,Male,55+,2014,south,209,0.7037037037037037
radio,Female,18-24,2014,south,131,0.7485714285714286
radio,Female,25-34,2014,south,243,0.8379310344827586
radio,Female,35-44,2014,south,264,0.8198757763975155
radio,Female,45-54,2014,south,247,0.8151815181518152
radio,Female,55+,2014,south,229,0.693939393939394
magazine,Male,18-24,2014,south,86,0.6771653543307087
magazine,Male,25-34,2014,south,136,0.6834170854271356
magazine,Male,35-44,2014,south,174,0.7699115044247787
magazine,Male,45-54,2014,south,173,0.8238095238095238
magazine,Male,55+,2014,south,265,0.8922558922558923
magazine,Female,18-24,2014,south,142,0.8114285714285714
magazine,Female,25-34,2014,south,249,0.8586206896551725
magazine,Female,35-44,2014,south,276,0.8571428571428571
magazine,Female,45-54,2014,south,265,0.8745874587458746
magazine,Female,55+,2014,south,306,0.9272727272727272
movie_goers,Male,18-24,2014,south,127,1.0
movie_goers,Male,25-34,2014,south,199,1.0
movie_goers,Male,35-44,2014,south,226,1.0
movie_goers,Male,45-54,2014,south,210,1.0
movie_goers,Male,55+,2014,south,297,1.0
movie_goers,Female,18-24,2014,south,175,1.0
movie_goers,Female,25-34,2014,south,290,1.0
movie_goers,Female,35-44,2014,south,322,1.0
movie_goers,Female,45-54,2014,south,303,1.0
movie_goers,Female,55+,2014,south,330,1.0
supermarket_goer_last_4_weeks,Male,18-24,2014,south,126,0.9921259842519685
supermarket_goer_last_4_weeks,Male,25-34,2014,south,192,0.964824120603015
supermarket_goer_last_4_weeks,Male,35-44,2014,south,221,0.9778761061946902
supermarket_goer_last_4_weeks,Male,45-54,2014,south,207,0.9857142857142858
supermarket_goer_last_4_weeks,Male,55+,2014,south,293,0.9865319865319865
supermarket_goer_last_4_weeks,Female,18-24,2014,south,173,0.9885714285714285
supermarket_goer_last_4_weeks,Female,25-34,2014,south,288,0.993103448275862
supermarket_goer_last_4_weeks,Female,35-44,2014,south,317,0.984472049689441
supermarket_goer_last_4_weeks,Female,45-54,2014,south,301,0.9933993399339934
supermarket_goer_last_4_weeks,Female,55+,2014,south,329,0.996969696969697
tablet_owner,Male,18-24,2014,south,41,0.3228346456692913
tablet_owner,Male,25-34,2014,south,82,0.4120603015075377
tablet_owner,Male,35-44,2014,south,117,0.5176991150442478
tablet_owner,Male,45-54,2014,south,82,0.3904761904761905
tablet_owner,Male,55+,2014,south,82,0.2760942760942761
tablet_owner,Female,18-24,2014,south,64,0.3657142857142857
tablet_owner,Female,25-34,2014,south,144,0.496551724137931
tablet_owner,Female,35-44,2014,south,159,0.4937888198757764
tablet_owner,Female,45-54,2014,south,157,0.5181518151815182
tablet_owner,Female,55+,2014,south,111,0.33636363636363636
all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2014,south,54,0.4251968503937008
all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2014,south,86,0.4321608040201005
all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2014,south,89,0.3938053097345133
all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2014,south,95,0.4523809523809524
all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2014,south,119,0.4006734006734007
all_live_theater/concerts/dance-attended_last_12_months,Female,18-24,2014,south,92,0.5257142857142857
all_live_theater/concerts/dance-attended_last_12_months,Female,25-34,2014,south,158,0.5448275862068965
all_live_theater/concerts/dance-attended_last_12_months,Female,35-44,2014,south,164,0.5093167701863354
all_live_theater/concerts/dance-attended_last_12_months,Female,45-54,2014,south,168,0.5544554455445545
all_live_theater/concerts/dance-attended_last_12_months,Female,55+,2014,south,162,0.4909090909090909
social_media_[social_media_user],Male,18-24,2014,south,122,0.9606299212598425
social_media_[social_media_user],Male,25-34,2014,south,185,0.9296482412060302
social_media_[social_media_user],Male,35-44,2014,south,194,0.8584070796460177
social_media_[social_media_user],Male,45-54,2014,south,168,0.8
social_media_[social_media_user],Male,55+,2014,south,196,0.6599326599326599
social_media_[social_media_user],Female,18-24,2014,south,171,0.9771428571428571
social_media_[social_media_user],Female,25-34,2014,south,281,0.9689655172413794
social_media_[social_media_user],Female,35-44,2014,south,299,0.9285714285714286
social_media_[social_media_user],Female,45-54,2014,south,274,0.9042904290429042
social_media_[social_media_user],Female,55+,2014,south,224,0.6787878787878788
totals,Male,18-24,2015,south,75,1.0
totals,Male,25-34,2015,south,153,1.0
totals,Male,35-44,2015,south,146,1.0
totals,Male,45-54,2015,south,158,1.0
totals,Male,55+,2015,south,240,1.0
totals,Female,18-24,2015,south,135,1.0
totals,Female,25-34,2015,south,233,1.0
totals,Female,35-44,2015,south,238,1.0
totals,Female,45-54,2015,south,210,1.0
totals,Female,55+,2015,south,317,1.0
video_game,Male,18-24,2015,south,54,0.72
video_game,Male,25-34,2015,south,97,0.6339869281045751
video_game,Male,35-44,2015,south,82,0.5616438356164384
video_game,Male,45-54,2015,south,50,0.31645569620253167
video_game,Male,55+,2015,south,44,0.18333333333333332
video_game,Female,18-24,2015,south,58,0.42962962962962964
video_game,Female,25-34,2015,south,102,0.43776824034334766
video_game,Female,35-44,2015,south,97,0.40756302521008403
video_game,Female,45-54,2015,south,57,0.2714285714285714
video_game,Female,55+,2015,south,42,0.13249211356466878
streaming_video,Male,18-24,2015,south,57,0.76
streaming_video,Male,25-34,2015,south,126,0.8235294117647058
streaming_video,Male,35-44,2015,south,110,0.7534246575342466
streaming_video,Male,45-54,2015,south,120,0.759493670886076
streaming_video,Male,55+,2015,south,160,0.6666666666666666
streaming_video,Female,18-24,2015,south,114,0.8444444444444444
streaming_video,Female,25-34,2015,south,178,0.7639484978540773
streaming_video,Female,35-44,2015,south,182,0.7647058823529411
streaming_video,Female,45-54,2015,south,158,0.7523809523809524
streaming_video,Female,55+,2015,south,229,0.722397476340694
tv,Male,18-24,2015,south,53,0.7066666666666667
tv,Male,25-34,2015,south,118,0.7712418300653595
tv,Male,35-44,2015,south,117,0.8013698630136986
tv,Male,45-54,2015,south,139,0.879746835443038
tv,Male,55+,2015,south,223,0.9291666666666667
tv,Female,18-24,2015,south,112,0.8296296296296296
tv,Female,25-34,2015,south,199,0.8540772532188842
tv,Female,35-44,2015,south,211,0.8865546218487395
tv,Female,45-54,2015,south,190,0.9047619047619048
tv,Female,55+,2015,south,299,0.943217665615142
magazine,Male,18-24,2015,south,45,0.6
magazine,Male,25-34,2015,south,103,0.673202614379085
magazine,Male,35-44,2015,south,103,0.7054794520547946
magazine,Male,45-54,2015,south,121,0.7658227848101266
magazine,Male,55+,2015,south,206,0.8583333333333333
magazine,Female,18-24,2015,south,104,0.7703703703703704
magazine,Female,25-34,2015,south,178,0.7639484978540773
magazine,Female,35-44,2015,south,204,0.8571428571428571
magazine,Female,45-54,2015,south,182,0.8666666666666667
magazine,Female,55+,2015,south,291,0.917981072555205
movie_goers,Male,18-24,2015,south,75,1.0
movie_goers,Male,25-34,2015,south,153,1.0
movie_goers,Male,35-44,2015,south,146,1.0
movie_goers,Male,45-54,2015,south,158,1.0
movie_goers,Male,55+,2015,south,240,1.0
movie_goers,Female,18-24,2015,south,135,1.0
movie_goers,Female,25-34,2015,south,233,1.0
movie_goers,Female,35-44,2015,south,238,1.0
movie_goers,Female,45-54,2015,south,210,1.0
movie_goers,Female,55+,2015,south,317,1.0
supermarket_goer_last_4_weeks,Male,18-24,2015,south,74,0.9866666666666667
supermarket_goer_last_4_weeks,Male,25-34,2015,south,153,1.0
supermarket_goer_last_4_weeks,Male,35-44,2015,south,145,0.9931506849315068
supermarket_goer_last_4_weeks,Male,45-54,2015,south,157,0.9936708860759493
supermarket_goer_last_4_weeks,Male,55+,2015,south,238,0.9916666666666667
supermarket_goer_last_4_weeks,Female,18-24,2015,south,131,0.9703703703703703
supermarket_goer_last_4_weeks,Female,25-34,2015,south,230,0.9871244635193133
supermarket_goer_last_4_weeks,Female,35-44,2015,south,238,1.0
supermarket_goer_last_4_weeks,Female,45-54,2015,south,209,0.9952380952380953
supermarket_goer_last_4_weeks,Female,55+,2015,south,315,0.9936908517350158
tablet_owner,Male,18-24,2015,south,16,0.21333333333333335
tablet_owner,Male,25-34,2015,south,63,0.4117647058823529
tablet_owner,Male,35-44,2015,south,87,0.5958904109589042
tablet_owner,Male,45-54,2015,south,74,0.46835443037974683
tablet_owner,Male,55+,2015,south,82,0.3416666666666667
tablet_owner,Female,18-24,2015,south,56,0.4148148148148148
tablet_owner,Female,25-34,2015,south,126,0.5407725321888412
tablet_owner,Female,35-44,2015,south,134,0.5630252100840336
tablet_owner,Female,45-54,2015,south,103,0.49047619047619045
tablet_owner,Female,55+,2015,south,132,0.416403785488959
all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2015,south,57,0.76
all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2015,south,112,0.7320261437908496
all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2015,south,93,0.636986301369863
all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2015,south,109,0.689873417721519
all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2015,south,161,0.6708333333333333
all_live_theater/concerts/dance-attended_last_12_months,Female,18-24,2015,south,88,0.6518518518518519
all_live_theater/concerts/dance-attended_last_12_months,Female,25-34,2015,south,171,0.7339055793991416
all_live_theater/concerts/dance-attended_last_12_months,Female,35-44,2015,south,169,0.7100840336134454
all_live_theater/concerts/dance-attended_last_12_months,Female,45-54,2015,south,146,0.6952380952380952
all_live_theater/concerts/dance-attended_last_12_months,Female,55+,2015,south,198,0.6246056782334385
social_media_[social_media_user],Male,18-24,2015,south,71,0.9466666666666667
social_media_[social_media_user],Male,25-34,2015,south,143,0.934640522875817
social_media_[social_media_user],Male,35-44,2015,south,134,0.9178082191780822
social_media_[social_media_user],Male,45-54,2015,south,131,0.8291139240506329
social_media_[social_media_user],Male,55+,2015,south,150,0.625
social_media_[social_media_user],Female,18-24,2015,south,135,1.0
social_media_[social_media_user],Female,25-34,2015,south,222,0.9527896995708155
social_media_[social_media_user],Female,35-44,2015,south,230,0.9663865546218487
social_media_[social_media_user],Female,45-54,2015,south,183,0.8714285714285714
social_media_[social_media_user],Female,55+,2015,south,237,0.7476340694006309
radio,Male,18-24,2015,south,42,0.56
radio,Male,25-34,2015,south,115,0.7516339869281046
radio,Male,35-44,2015,south,109,0.7465753424657534
radio,Male,45-54,2015,south,117,0.740506329113924
radio,Male,55+,2015,south,168,0.7
radio,Female,18-24,2015,south,105,0.7777777777777778
radio,Female,25-34,2015,south,202,0.8669527896995708
radio,Female,35-44,2015,south,195,0.819327731092437
radio,Female,45-54,2015,south,177,0.8428571428571429
radio,Female,55+,2015,south,228,0.7192429022082019
digital_music,Male,18-24,2015,south,52,0.6933333333333334
digital_music,Male,25-34,2015,south,97,0.6339869281045751
digital_music,Male,35-44,2015,south,85,0.5821917808219178
digital_music,Male,45-54,2015,south,67,0.4240506329113924
digital_music,Male,55+,2015,south,62,0.25833333333333336
digital_music,Female,18-24,2015,south,111,0.8222222222222222
digital_music,Female,25-34,2015,south,148,0.6351931330472103
digital_music,Female,35-44,2015,south,138,0.5798319327731093
digital_music,Female,45-54,2015,south,91,0.43333333333333335
digital_music,Female,55+,2015,south,93,0.29337539432176657
totals,Male,18-24,2016,south,64,1.0
totals,Male,25-34,2016,south,120,1.0
totals,Male,35-44,2016,south,141,1.0
totals,Male,45-54,2016,south,187,1.0
totals,Male,55+,2016,south,267,1.0
totals,Female,18-24,2016,south,120,1.0
totals,Female,25-34,2016,south,191,1.0
totals,Female,35-44,2016,south,199,1.0
totals,Female,45-54,2016,south,253,1.0
totals,Female,55+,2016,south,362,1.0
