,State,Latitude,Longitude,Gender,age,population
0,AL,32.601011199999995,-86.6807365,male,Under_5_years,149374
1,AL,32.601011199999995,-86.6807365,male,5_to_9_years,153526
2,AL,32.601011199999995,-86.6807365,male,10_to_14_years,157478
3,AL,32.601011199999995,-86.6807365,male,15_to_19_years,161735
4,AL,32.601011199999995,-86.6807365,male,20_to_24_years,166366
5,AL,32.601011199999995,-86.6807365,male,25_to_29_years,167743
6,AL,32.601011199999995,-86.6807365,male,30_to_34_years,147599
7,AL,32.601011199999995,-86.6807365,male,35_to_39_years,146855
8,AL,32.601011199999995,-86.6807365,male,40_to_44_years,140254
9,AL,32.601011199999995,-86.6807365,male,45_to_49_years,152753
10,AL,32.601011199999995,-86.6807365,male,50_to_54_years,156734
11,AL,32.601011199999995,-86.6807365,male,55_to_59_years,161580
12,AL,32.601011199999995,-86.6807365,male,60_to_64_years,147832
13,AL,32.601011199999995,-86.6807365,male,65_to_69_years,125004
14,AL,32.601011199999995,-86.6807365,male,70_to_74_years,95008
15,AL,32.601011199999995,-86.6807365,male,75_to_79_years,62262
16,AL,32.601011199999995,-86.6807365,male,80_to_84_years,38581
17,AL,32.601011199999995,-86.6807365,male,85_years_and_over,29152
18,AK,61.3025006,-158.7750198,male,Under_5_years,27625
19,AK,61.3025006,-158.7750198,male,5_to_9_years,26850
20,AK,61.3025006,-158.7750198,male,10_to_14_years,25316
21,AK,61.3025006,-158.7750198,male,15_to_19_years,24709
22,AK,61.3025006,-158.7750198,male,20_to_24_years,31449
23,AK,61.3025006,-158.7750198,male,25_to_29_years,33700
24,AK,61.3025006,-158.7750198,male,30_to_34_years,30359
25,AK,61.3025006,-158.7750198,male,35_to_39_years,26288
26,AK,61.3025006,-158.7750198,male,40_to_44_years,22369
27,AK,61.3025006,-158.7750198,male,45_to_49_years,23363
28,AK,61.3025006,-158.7750198,male,50_to_54_years,24497
29,AK,61.3025006,-158.7750198,male,55_to_59_years,26028
30,AK,61.3025006,-158.7750198,male,60_to_64_years,23093
31,AK,61.3025006,-158.7750198,male,65_to_69_years,17639
32,AK,61.3025006,-158.7750198,male,70_to_74_years,11355
33,AK,61.3025006,-158.7750198,male,75_to_79_years,6323
34,AK,61.3025006,-158.7750198,male,80_to_84_years,3296
35,AK,61.3025006,-158.7750198,male,85_years_and_over,2533
36,AZ,34.1682185,-111.930907,male,Under_5_years,223615
37,AZ,34.1682185,-111.930907,male,5_to_9_years,229890
38,AZ,34.1682185,-111.930907,male,10_to_14_years,237321
39,AZ,34.1682185,-111.930907,male,15_to_19_years,238976
40,AZ,34.1682185,-111.930907,male,20_to_24_years,252422
41,AZ,34.1682185,-111.930907,male,25_to_29_years,259518
42,AZ,34.1682185,-111.930907,male,30_to_34_years,235679
43,AZ,34.1682185,-111.930907,male,35_to_39_years,226245
44,AZ,34.1682185,-111.930907,male,40_to_44_years,207579
45,AZ,34.1682185,-111.930907,male,45_to_49_years,213122
46,AZ,34.1682185,-111.930907,male,50_to_54_years,206923
47,AZ,34.1682185,-111.930907,male,55_to_59_years,210268
48,AZ,34.1682185,-111.930907,male,60_to_64_years,192558
49,AZ,34.1682185,-111.930907,male,65_to_69_years,178793
50,AZ,34.1682185,-111.930907,male,70_to_74_years,150424
51,AZ,34.1682185,-111.930907,male,75_to_79_years,103457
52,AZ,34.1682185,-111.930907,male,80_to_84_years,66061
53,AZ,34.1682185,-111.930907,male,85_years_and_over,55450
54,AR,34.7519275,-92.13137840000002,male,Under_5_years,98313
55,AR,34.7519275,-92.13137840000002,male,5_to_9_years,99851
56,AR,34.7519275,-92.13137840000002,male,10_to_14_years,101960
57,AR,34.7519275,-92.13137840000002,male,15_to_19_years,101485
58,AR,34.7519275,-92.13137840000002,male,20_to_24_years,103353
59,AR,34.7519275,-92.13137840000002,male,25_to_29_years,103464
60,AR,34.7519275,-92.13137840000002,male,30_to_34_years,95024
61,AR,34.7519275,-92.13137840000002,male,35_to_39_years,94855
62,AR,34.7519275,-92.13137840000002,male,40_to_44_years,87264
63,AR,34.7519275,-92.13137840000002,male,45_to_49_years,91225
64,AR,34.7519275,-92.13137840000002,male,50_to_54_years,93354
65,AR,34.7519275,-92.13137840000002,male,55_to_59_years,96334
66,AR,34.7519275,-92.13137840000002,male,60_to_64_years,87355
67,AR,34.7519275,-92.13137840000002,male,65_to_69_years,75835
68,AR,34.7519275,-92.13137840000002,male,70_to_74_years,59864
69,AR,34.7519275,-92.13137840000002,male,75_to_79_years,40721
70,AR,34.7519275,-92.13137840000002,male,80_to_84_years,25663
71,AR,34.7519275,-92.13137840000002,male,85_years_and_over,20144
72,CA,37.2718745,-119.2704153,male,Under_5_years,1264710
73,CA,37.2718745,-119.2704153,male,5_to_9_years,1284927
74,CA,37.2718745,-119.2704153,male,10_to_14_years,1296870
75,CA,37.2718745,-119.2704153,male,15_to_19_years,1308569
76,CA,37.2718745,-119.2704153,male,20_to_24_years,1429323
77,CA,37.2718745,-119.2704153,male,25_to_29_years,1617117
78,CA,37.2718745,-119.2704153,male,30_to_34_years,1487711
79,CA,37.2718745,-119.2704153,male,35_to_39_years,1375976
80,CA,37.2718745,-119.2704153,male,40_to_44_years,1253956
81,CA,37.2718745,-119.2704153,male,45_to_49_years,1300910
82,CA,37.2718745,-119.2704153,male,50_to_54_years,1270027
83,CA,37.2718745,-119.2704153,male,55_to_59_years,1239880
84,CA,37.2718745,-119.2704153,male,60_to_64_years,1071926
85,CA,37.2718745,-119.2704153,male,65_to_69_years,856686
86,CA,37.2718745,-119.2704153,male,70_to_74_years,630225
87,CA,37.2718745,-119.2704153,male,75_to_79_years,413535
88,CA,37.2718745,-119.2704153,male,80_to_84_years,274889
89,CA,37.2718745,-119.2704153,male,85_years_and_over,270316
90,CO,38.9979339,-105.55056699999999,male,Under_5_years,171503
91,CO,38.9979339,-105.55056699999999,male,5_to_9_years,179383
92,CO,38.9979339,-105.55056699999999,male,10_to_14_years,185719
93,CO,38.9979339,-105.55056699999999,male,15_to_19_years,183469
94,CO,38.9979339,-105.55056699999999,male,20_to_24_years,198386
95,CO,38.9979339,-105.55056699999999,male,25_to_29_years,229472
96,CO,38.9979339,-105.55056699999999,male,30_to_34_years,224424
97,CO,38.9979339,-105.55056699999999,male,35_to_39_years,206227
98,CO,38.9979339,-105.55056699999999,male,40_to_44_years,184530
99,CO,38.9979339,-105.55056699999999,male,45_to_49_years,187007
100,CO,38.9979339,-105.55056699999999,male,50_to_54_years,173881
101,CO,38.9979339,-105.55056699999999,male,55_to_59_years,180953
102,CO,38.9979339,-105.55056699999999,male,60_to_64_years,163855
103,CO,38.9979339,-105.55056699999999,male,65_to_69_years,135038
104,CO,38.9979339,-105.55056699999999,male,70_to_74_years,94741
105,CO,38.9979339,-105.55056699999999,male,75_to_79_years,56945
106,CO,38.9979339,-105.55056699999999,male,80_to_84_years,35492
107,CO,38.9979339,-105.55056699999999,male,85_years_and_over,31308
108,CT,41.518783500000005,-72.75750699999999,male,Under_5_years,93818
109,CT,41.518783500000005,-72.75750699999999,male,5_to_9_years,102012
110,CT,41.518783500000005,-72.75750699999999,male,10_to_14_years,112050
111,CT,41.518783500000005,-72.75750699999999,male,15_to_19_years,125311
112,CT,41.518783500000005,-72.75750699999999,male,20_to_24_years,128259
113,CT,41.518783500000005,-72.75750699999999,male,25_to_29_years,115394
114,CT,41.518783500000005,-72.75750699999999,male,30_to_34_years,111236
115,CT,41.518783500000005,-72.75750699999999,male,35_to_39_years,106042
116,CT,41.518783500000005,-72.75750699999999,male,40_to_44_years,100953
117,CT,41.518783500000005,-72.75750699999999,male,45_to_49_years,118269
118,CT,41.518783500000005,-72.75750699999999,male,50_to_54_years,129973
119,CT,41.518783500000005,-72.75750699999999,male,55_to_59_years,131905
120,CT,41.518783500000005,-72.75750699999999,male,60_to_64_years,114916
121,CT,41.518783500000005,-72.75750699999999,male,65_to_69_years,88334
122,CT,41.518783500000005,-72.75750699999999,male,70_to_74_years,68762
123,CT,41.518783500000005,-72.75750699999999,male,75_to_79_years,44003
124,CT,41.518783500000005,-72.75750699999999,male,80_to_84_years,29188
125,CT,41.518783500000005,-72.75750699999999,male,85_years_and_over,31375
126,DE,39.145251,-75.41892059999999,male,Under_5_years,27876
127,DE,39.145251,-75.41892059999999,male,5_to_9_years,28641
128,DE,39.145251,-75.41892059999999,male,10_to_14_years,29101
129,DE,39.145251,-75.41892059999999,male,15_to_19_years,30635
130,DE,39.145251,-75.41892059999999,male,20_to_24_years,30289
131,DE,39.145251,-75.41892059999999,male,25_to_29_years,34331
132,DE,39.145251,-75.41892059999999,male,30_to_34_years,30470
133,DE,39.145251,-75.41892059999999,male,35_to_39_years,28321
134,DE,39.145251,-75.41892059999999,male,40_to_44_years,25396
135,DE,39.145251,-75.41892059999999,male,45_to_49_years,28732
136,DE,39.145251,-75.41892059999999,male,50_to_54_years,31567
137,DE,39.145251,-75.41892059999999,male,55_to_59_years,32403
138,DE,39.145251,-75.41892059999999,male,60_to_64_years,30032
139,DE,39.145251,-75.41892059999999,male,65_to_69_years,26818
140,DE,39.145251,-75.41892059999999,male,70_to_74_years,21402
141,DE,39.145251,-75.41892059999999,male,75_to_79_years,13859
142,DE,39.145251,-75.41892059999999,male,80_to_84_years,8477
143,DE,39.145251,-75.41892059999999,male,85_years_and_over,7164
144,DC,38.899348700000004,-77.0145666,male,Under_5_years,22851
145,DC,38.899348700000004,-77.0145666,male,5_to_9_years,18122
146,DC,38.899348700000004,-77.0145666,male,10_to_14_years,13863
147,DC,38.899348700000004,-77.0145666,male,15_to_19_years,17501
148,DC,38.899348700000004,-77.0145666,male,20_to_24_years,24474
149,DC,38.899348700000004,-77.0145666,male,25_to_29_years,38552
150,DC,38.899348700000004,-77.0145666,male,30_to_34_years,37742
151,DC,38.899348700000004,-77.0145666,male,35_to_39_years,29538
152,DC,38.899348700000004,-77.0145666,male,40_to_44_years,20864
153,DC,38.899348700000004,-77.0145666,male,45_to_49_years,19507
154,DC,38.899348700000004,-77.0145666,male,50_to_54_years,18801
155,DC,38.899348700000004,-77.0145666,male,55_to_59_years,17823
156,DC,38.899348700000004,-77.0145666,male,60_to_64_years,15321
157,DC,38.899348700000004,-77.0145666,male,65_to_69_years,12266
158,DC,38.899348700000004,-77.0145666,male,70_to_74_years,8586
159,DC,38.899348700000004,-77.0145666,male,75_to_79_years,5772
160,DC,38.899348700000004,-77.0145666,male,80_to_84_years,3622
161,DC,38.899348700000004,-77.0145666,male,85_years_and_over,3994
162,FL,27.9757279,-83.8330166,male,Under_5_years,582263
163,FL,27.9757279,-83.8330166,male,5_to_9_years,587360
164,FL,27.9757279,-83.8330166,male,10_to_14_years,603414
165,FL,27.9757279,-83.8330166,male,15_to_19_years,615907
166,FL,27.9757279,-83.8330166,male,20_to_24_years,650444
167,FL,27.9757279,-83.8330166,male,25_to_29_years,724192
168,FL,27.9757279,-83.8330166,male,30_to_34_years,666771
169,FL,27.9757279,-83.8330166,male,35_to_39_years,637508
170,FL,27.9757279,-83.8330166,male,40_to_44_years,610418
171,FL,27.9757279,-83.8330166,male,45_to_49_years,664546
172,FL,27.9757279,-83.8330166,male,50_to_54_years,692811
173,FL,27.9757279,-83.8330166,male,55_to_59_years,693675
174,FL,27.9757279,-83.8330166,male,60_to_64_years,627381
175,FL,27.9757279,-83.8330166,male,65_to_69_years,580618
176,FL,27.9757279,-83.8330166,male,70_to_74_years,503750
177,FL,27.9757279,-83.8330166,male,75_to_79_years,357818
178,FL,27.9757279,-83.8330166,male,80_to_84_years,238533
179,FL,27.9757279,-83.8330166,male,85_years_and_over,219410
180,GA,32.6781248,-83.22297569999999,male,Under_5_years,336237
181,GA,32.6781248,-83.22297569999999,male,5_to_9_years,353467
182,GA,32.6781248,-83.22297569999999,male,10_to_14_years,367342
183,GA,32.6781248,-83.22297569999999,male,15_to_19_years,368818
184,GA,32.6781248,-83.22297569999999,male,20_to_24_years,366728
185,GA,32.6781248,-83.22297569999999,male,25_to_29_years,377312
186,GA,32.6781248,-83.22297569999999,male,30_to_34_years,342470
187,GA,32.6781248,-83.22297569999999,male,35_to_39_years,337450
188,GA,32.6781248,-83.22297569999999,male,40_to_44_years,322699
189,GA,32.6781248,-83.22297569999999,male,45_to_49_years,349448
190,GA,32.6781248,-83.22297569999999,male,50_to_54_years,340721
191,GA,32.6781248,-83.22297569999999,male,55_to_59_years,323418
192,GA,32.6781248,-83.22297569999999,male,60_to_64_years,276471
193,GA,32.6781248,-83.22297569999999,male,65_to_69_years,226994
194,GA,32.6781248,-83.22297569999999,male,70_to_74_years,170558
195,GA,32.6781248,-83.22297569999999,male,75_to_79_years,105951
196,GA,32.6781248,-83.22297569999999,male,80_to_84_years,62162
197,GA,32.6781248,-83.22297569999999,male,85_years_and_over,47261
198,HI,20.46,-157.505,male,Under_5_years,46357
199,HI,20.46,-157.505,male,5_to_9_years,44335
200,HI,20.46,-157.505,male,10_to_14_years,42435
201,HI,20.46,-157.505,male,15_to_19_years,39744
202,HI,20.46,-157.505,male,20_to_24_years,52268
203,HI,20.46,-157.505,male,25_to_29_years,55945
204,HI,20.46,-157.505,male,30_to_34_years,52055
205,HI,20.46,-157.505,male,35_to_39_years,48636
206,HI,20.46,-157.505,male,40_to_44_years,42418
207,HI,20.46,-157.505,male,45_to_49_years,43755
208,HI,20.46,-157.505,male,50_to_54_years,43653
209,HI,20.46,-157.505,male,55_to_59_years,45841
210,HI,20.46,-157.505,male,60_to_64_years,43981
211,HI,20.46,-157.505,male,65_to_69_years,39786
212,HI,20.46,-157.505,male,70_to_74_years,30263
213,HI,20.46,-157.505,male,75_to_79_years,18430
214,HI,20.46,-157.505,male,80_to_84_years,11793
215,HI,20.46,-157.505,male,85_years_and_over,14392
216,ID,45.4945756,-114.1424303,male,Under_5_years,59664
217,ID,45.4945756,-114.1424303,male,5_to_9_years,62627
218,ID,45.4945756,-114.1424303,male,10_to_14_years,65773
219,ID,45.4945756,-114.1424303,male,15_to_19_years,62126
220,ID,45.4945756,-114.1424303,male,20_to_24_years,59089
221,ID,45.4945756,-114.1424303,male,25_to_29_years,58919
222,ID,45.4945756,-114.1424303,male,30_to_34_years,55919
223,ID,45.4945756,-114.1424303,male,35_to_39_years,56699
224,ID,45.4945756,-114.1424303,male,40_to_44_years,50941
225,ID,45.4945756,-114.1424303,male,45_to_49_years,50618
226,ID,45.4945756,-114.1424303,male,50_to_54_years,49121
227,ID,45.4945756,-114.1424303,male,55_to_59_years,53054
228,ID,45.4945756,-114.1424303,male,60_to_64_years,50619
229,ID,45.4945756,-114.1424303,male,65_to_69_years,44622
230,ID,45.4945756,-114.1424303,male,70_to_74_years,34015
231,ID,45.4945756,-114.1424303,male,75_to_79_years,22156
232,ID,45.4945756,-114.1424303,male,80_to_84_years,13494
233,ID,45.4945756,-114.1424303,male,85_years_and_over,11002
234,IL,39.739318,-89.504139,male,Under_5_years,395254
235,IL,39.739318,-89.504139,male,5_to_9_years,403484
236,IL,39.739318,-89.504139,male,10_to_14_years,421597
237,IL,39.739318,-89.504139,male,15_to_19_years,427885
238,IL,39.739318,-89.504139,male,20_to_24_years,440632
239,IL,39.739318,-89.504139,male,25_to_29_years,458402
240,IL,39.739318,-89.504139,male,30_to_34_years,440152
241,IL,39.739318,-89.504139,male,35_to_39_years,426286
242,IL,39.739318,-89.504139,male,40_to_44_years,392345
243,IL,39.739318,-89.504139,male,45_to_49_years,413294
244,IL,39.739318,-89.504139,male,50_to_54_years,418476
245,IL,39.739318,-89.504139,male,55_to_59_years,429364
246,IL,39.739318,-89.504139,male,60_to_64_years,378039
247,IL,39.739318,-89.504139,male,65_to_69_years,302089
248,IL,39.739318,-89.504139,male,70_to_74_years,217504
249,IL,39.739318,-89.504139,male,75_to_79_years,144285
250,IL,39.739318,-89.504139,male,80_to_84_years,94301
251,IL,39.739318,-89.504139,male,85_years_and_over,89089
252,IN,39.7662195,-86.441277,male,Under_5_years,216091
253,IN,39.7662195,-86.441277,male,5_to_9_years,220437
254,IN,39.7662195,-86.441277,male,10_to_14_years,228728
255,IN,39.7662195,-86.441277,male,15_to_19_years,234035
256,IN,39.7662195,-86.441277,male,20_to_24_years,243202
257,IN,39.7662195,-86.441277,male,25_to_29_years,227942
258,IN,39.7662195,-86.441277,male,30_to_34_years,208659
259,IN,39.7662195,-86.441277,male,35_to_39_years,210815
260,IN,39.7662195,-86.441277,male,40_to_44_years,197001
261,IN,39.7662195,-86.441277,male,45_to_49_years,210688
262,IN,39.7662195,-86.441277,male,50_to_54_years,214364
263,IN,39.7662195,-86.441277,male,55_to_59_years,222827
264,IN,39.7662195,-86.441277,male,60_to_64_years,201138
265,IN,39.7662195,-86.441277,male,65_to_69_years,163295
266,IN,39.7662195,-86.441277,male,70_to_74_years,117712
267,IN,39.7662195,-86.441277,male,75_to_79_years,77563
268,IN,39.7662195,-86.441277,male,80_to_84_years,49101
269,IN,39.7662195,-86.441277,male,85_years_and_over,43497
270,IA,41.9383166,-93.389798,male,Under_5_years,101804
271,IA,41.9383166,-93.389798,male,5_to_9_years,103831
272,IA,41.9383166,-93.389798,male,10_to_14_years,105666
273,IA,41.9383166,-93.389798,male,15_to_19_years,109865
274,IA,41.9383166,-93.389798,male,20_to_24_years,118833
275,IA,41.9383166,-93.389798,male,25_to_29_years,102827
276,IA,41.9383166,-93.389798,male,30_to_34_years,99856
277,IA,41.9383166,-93.389798,male,35_to_39_years,100968
278,IA,41.9383166,-93.389798,male,40_to_44_years,88290
279,IA,41.9383166,-93.389798,male,45_to_49_years,93503
280,IA,41.9383166,-93.389798,male,50_to_54_years,98047
281,IA,41.9383166,-93.389798,male,55_to_59_years,106935
282,IA,41.9383166,-93.389798,male,60_to_64_years,99633
283,IA,41.9383166,-93.389798,male,65_to_69_years,82448
284,IA,41.9383166,-93.389798,male,70_to_74_years,57976
285,IA,41.9383166,-93.389798,male,75_to_79_years,39998
286,IA,41.9383166,-93.389798,male,80_to_84_years,27654
287,IA,41.9383166,-93.389798,male,85_years_and_over,26599
288,KS,38.4987789,-98.32007790000002,male,Under_5_years,98430
289,KS,38.4987789,-98.32007790000002,male,5_to_9_years,102265
290,KS,38.4987789,-98.32007790000002,male,10_to_14_years,102270
291,KS,38.4987789,-98.32007790000002,male,15_to_19_years,103566
292,KS,38.4987789,-98.32007790000002,male,20_to_24_years,113186
293,KS,38.4987789,-98.32007790000002,male,25_to_29_years,101130
294,KS,38.4987789,-98.32007790000002,male,30_to_34_years,96236
295,KS,38.4987789,-98.32007790000002,male,35_to_39_years,95472
296,KS,38.4987789,-98.32007790000002,male,40_to_44_years,82937
297,KS,38.4987789,-98.32007790000002,male,45_to_49_years,84836
298,KS,38.4987789,-98.32007790000002,male,50_to_54_years,87941
299,KS,38.4987789,-98.32007790000002,male,55_to_59_years,94693
300,KS,38.4987789,-98.32007790000002,male,60_to_64_years,87823
301,KS,38.4987789,-98.32007790000002,male,65_to_69_years,71219
302,KS,38.4987789,-98.32007790000002,male,70_to_74_years,50832
303,KS,38.4987789,-98.32007790000002,male,75_to_79_years,33444
304,KS,38.4987789,-98.32007790000002,male,80_to_84_years,23071
305,KS,38.4987789,-98.32007790000002,male,85_years_and_over,22605
306,KY,37.8222935,-85.76823990000001,male,Under_5_years,142133
307,KY,37.8222935,-85.76823990000001,male,5_to_9_years,141783
308,KY,37.8222935,-85.76823990000001,male,10_to_14_years,145102
309,KY,37.8222935,-85.76823990000001,male,15_to_19_years,147459
310,KY,37.8222935,-85.76823990000001,male,20_to_24_years,157543
311,KY,37.8222935,-85.76823990000001,male,25_to_29_years,155214
312,KY,37.8222935,-85.76823990000001,male,30_to_34_years,138734
313,KY,37.8222935,-85.76823990000001,male,35_to_39_years,140787
314,KY,37.8222935,-85.76823990000001,male,40_to_44_years,133689
315,KY,37.8222935,-85.76823990000001,male,45_to_49_years,143654
316,KY,37.8222935,-85.76823990000001,male,50_to_54_years,147369
317,KY,37.8222935,-85.76823990000001,male,55_to_59_years,150089
318,KY,37.8222935,-85.76823990000001,male,60_to_64_years,136195
319,KY,37.8222935,-85.76823990000001,male,65_to_69_years,115218
320,KY,37.8222935,-85.76823990000001,male,70_to_74_years,84265
321,KY,37.8222935,-85.76823990000001,male,75_to_79_years,55290
322,KY,37.8222935,-85.76823990000001,male,80_to_84_years,33360
323,KY,37.8222935,-85.76823990000001,male,85_years_and_over,26434
324,LA,30.9733766,-91.42990970000001,male,Under_5_years,158969
325,LA,30.9733766,-91.42990970000001,male,5_to_9_years,155807
326,LA,30.9733766,-91.42990970000001,male,10_to_14_years,156054
327,LA,30.9733766,-91.42990970000001,male,15_to_19_years,152723
328,LA,30.9733766,-91.42990970000001,male,20_to_24_years,163149
329,LA,30.9733766,-91.42990970000001,male,25_to_29_years,175405
330,LA,30.9733766,-91.42990970000001,male,30_to_34_years,164250
331,LA,30.9733766,-91.42990970000001,male,35_to_39_years,153496
332,LA,30.9733766,-91.42990970000001,male,40_to_44_years,132357
333,LA,30.9733766,-91.42990970000001,male,45_to_49_years,137491
334,LA,30.9733766,-91.42990970000001,male,50_to_54_years,144409
335,LA,30.9733766,-91.42990970000001,male,55_to_59_years,151851
336,LA,30.9733766,-91.42990970000001,male,60_to_64_years,138123
337,LA,30.9733766,-91.42990970000001,male,65_to_69_years,112014
338,LA,30.9733766,-91.42990970000001,male,70_to_74_years,80887
339,LA,30.9733766,-91.42990970000001,male,75_to_79_years,52403
340,LA,30.9733766,-91.42990970000001,male,80_to_84_years,32718
341,LA,30.9733766,-91.42990970000001,male,85_years_and_over,27340
342,ME,45.2185133,-69.0148656,male,Under_5_years,33253
343,ME,45.2185133,-69.0148656,male,5_to_9_years,35020
344,ME,45.2185133,-69.0148656,male,10_to_14_years,37778
345,ME,45.2185133,-69.0148656,male,15_to_19_years,40931
346,ME,45.2185133,-69.0148656,male,20_to_24_years,39051
347,ME,45.2185133,-69.0148656,male,25_to_29_years,40571
348,ME,45.2185133,-69.0148656,male,30_to_34_years,39049
349,ME,45.2185133,-69.0148656,male,35_to_39_years,37902
350,ME,45.2185133,-69.0148656,male,40_to_44_years,36602
351,ME,45.2185133,-69.0148656,male,45_to_49_years,43175
352,ME,45.2185133,-69.0148656,male,50_to_54_years,47915
353,ME,45.2185133,-69.0148656,male,55_to_59_years,52429
354,ME,45.2185133,-69.0148656,male,60_to_64_years,49823
355,ME,45.2185133,-69.0148656,male,65_to_69_years,43564
356,ME,45.2185133,-69.0148656,male,70_to_74_years,32662
357,ME,45.2185133,-69.0148656,male,75_to_79_years,20178
358,ME,45.2185133,-69.0148656,male,80_to_84_years,13232
359,ME,45.2185133,-69.0148656,male,85_years_and_over,11385
360,MD,38.806352399999994,-77.2684162,male,Under_5_years,186904
361,MD,38.806352399999994,-77.2684162,male,5_to_9_years,190488
362,MD,38.806352399999994,-77.2684162,male,10_to_14_years,191816
363,MD,38.806352399999994,-77.2684162,male,15_to_19_years,196599
364,MD,38.806352399999994,-77.2684162,male,20_to_24_years,196744
365,MD,38.806352399999994,-77.2684162,male,25_to_29_years,211435
366,MD,38.806352399999994,-77.2684162,male,30_to_34_years,205133
367,MD,38.806352399999994,-77.2684162,male,35_to_39_years,197521
368,MD,38.806352399999994,-77.2684162,male,40_to_44_years,177896
369,MD,38.806352399999994,-77.2684162,male,45_to_49_years,197112
370,MD,38.806352399999994,-77.2684162,male,50_to_54_years,208729
371,MD,38.806352399999994,-77.2684162,male,55_to_59_years,206993
372,MD,38.806352399999994,-77.2684162,male,60_to_64_years,175796
373,MD,38.806352399999994,-77.2684162,male,65_to_69_years,139795
374,MD,38.806352399999994,-77.2684162,male,70_to_74_years,103283
375,MD,38.806352399999994,-77.2684162,male,75_to_79_years,66531
376,MD,38.806352399999994,-77.2684162,male,80_to_84_years,41698
377,MD,38.806352399999994,-77.2684162,male,85_years_and_over,39681
378,MA,42.062939799999995,-71.718067,male,Under_5_years,183999
379,MA,42.062939799999995,-71.718067,male,5_to_9_years,189325
380,MA,42.062939799999995,-71.718067,male,10_to_14_years,198877
381,MA,42.062939799999995,-71.718067,male,15_to_19_years,228388
382,MA,42.062939799999995,-71.718067,male,20_to_24_years,247129
383,MA,42.062939799999995,-71.718067,male,25_to_29_years,252198
384,MA,42.062939799999995,-71.718067,male,30_to_34_years,236497
385,MA,42.062939799999995,-71.718067,male,35_to_39_years,212403
386,MA,42.062939799999995,-71.718067,male,40_to_44_years,195122
387,MA,42.062939799999995,-71.718067,male,45_to_49_years,220837
388,MA,42.062939799999995,-71.718067,male,50_to_54_years,237990
389,MA,42.062939799999995,-71.718067,male,55_to_59_years,238902
390,MA,42.062939799999995,-71.718067,male,60_to_64_years,208600
391,MA,42.062939799999995,-71.718067,male,65_to_69_years,169520
392,MA,42.062939799999995,-71.718067,male,70_to_74_years,125386
393,MA,42.062939799999995,-71.718067,male,75_to_79_years,78690
394,MA,42.062939799999995,-71.718067,male,80_to_84_years,53191
395,MA,42.062939799999995,-71.718067,male,85_years_and_over,53311
396,MI,44.9435598,-86.41580490000001,male,Under_5_years,293086
397,MI,44.9435598,-86.41580490000001,male,5_to_9_years,300766
398,MI,44.9435598,-86.41580490000001,male,10_to_14_years,318110
399,MI,44.9435598,-86.41580490000001,male,15_to_19_years,337602
400,MI,44.9435598,-86.41580490000001,male,20_to_24_years,359852
401,MI,44.9435598,-86.41580490000001,male,25_to_29_years,345328
402,MI,44.9435598,-86.41580490000001,male,30_to_34_years,298658
403,MI,44.9435598,-86.41580490000001,male,35_to_39_years,294313
404,MI,44.9435598,-86.41580490000001,male,40_to_44_years,278898
405,MI,44.9435598,-86.41580490000001,male,45_to_49_years,317985
406,MI,44.9435598,-86.41580490000001,male,50_to_54_years,335374
407,MI,44.9435598,-86.41580490000001,male,55_to_59_years,354608
408,MI,44.9435598,-86.41580490000001,male,60_to_64_years,325289
409,MI,44.9435598,-86.41580490000001,male,65_to_69_years,267903
410,MI,44.9435598,-86.41580490000001,male,70_to_74_years,194846
411,MI,44.9435598,-86.41580490000001,male,75_to_79_years,127356
412,MI,44.9435598,-86.41580490000001,male,80_to_84_years,79851
413,MI,44.9435598,-86.41580490000001,male,85_years_and_over,73927
414,MN,46.4418595,-93.3655146,male,Under_5_years,181792
415,MN,46.4418595,-93.3655146,male,5_to_9_years,184050
416,MN,46.4418595,-93.3655146,male,10_to_14_years,187292
417,MN,46.4418595,-93.3655146,male,15_to_19_years,181958
418,MN,46.4418595,-93.3655146,male,20_to_24_years,185008
419,MN,46.4418595,-93.3655146,male,25_to_29_years,191213
420,MN,46.4418595,-93.3655146,male,30_to_34_years,195579
421,MN,46.4418595,-93.3655146,male,35_to_39_years,190313
422,MN,46.4418595,-93.3655146,male,40_to_44_years,162075
423,MN,46.4418595,-93.3655146,male,45_to_49_years,173385
424,MN,46.4418595,-93.3655146,male,50_to_54_years,183920
425,MN,46.4418595,-93.3655146,male,55_to_59_years,197141
426,MN,46.4418595,-93.3655146,male,60_to_64_years,173922
427,MN,46.4418595,-93.3655146,male,65_to_69_years,139416
428,MN,46.4418595,-93.3655146,male,70_to_74_years,98049
429,MN,46.4418595,-93.3655146,male,75_to_79_years,65788
430,MN,46.4418595,-93.3655146,male,80_to_84_years,43771
431,MN,46.4418595,-93.3655146,male,85_years_and_over,42174
432,MS,32.5851062,-89.8772196,male,Under_5_years,95170
433,MS,32.5851062,-89.8772196,male,5_to_9_years,100593
434,MS,32.5851062,-89.8772196,male,10_to_14_years,105117
435,MS,32.5851062,-89.8772196,male,15_to_19_years,105109
436,MS,32.5851062,-89.8772196,male,20_to_24_years,106023
437,MS,32.5851062,-89.8772196,male,25_to_29_years,103306
438,MS,32.5851062,-89.8772196,male,30_to_34_years,90865
439,MS,32.5851062,-89.8772196,male,35_to_39_years,91914
