,State,Latitude,Longitude,Gender,age,population
1684,SD,44.2126995,-100.24716409999999,female,50_to_54_years,25828
1685,SD,44.2126995,-100.24716409999999,female,55_to_59_years,29842
1686,SD,44.2126995,-100.24716409999999,female,60_to_64_years,28409
1687,SD,44.2126995,-100.24716409999999,female,65_to_69_years,24059
1688,SD,44.2126995,-100.24716409999999,female,70_to_74_years,16782
1689,SD,44.2126995,-100.24716409999999,female,75_to_79_years,12026
1690,SD,44.2126995,-100.24716409999999,female,80_to_84_years,9791
1691,SD,44.2126995,-100.24716409999999,female,85_years_and_over,13674
1692,TN,35.830521000000005,-85.97859890000001,female,Under_5_years,200090
1693,TN,35.830521000000005,-85.97859890000001,female,5_to_9_years,202853
1694,TN,35.830521000000005,-85.97859890000001,female,10_to_14_years,208860
1695,TN,35.830521000000005,-85.97859890000001,female,15_to_19_years,207240
1696,TN,35.830521000000005,-85.97859890000001,female,20_to_24_years,220953
1697,TN,35.830521000000005,-85.97859890000001,female,25_to_29_years,242464
1698,TN,35.830521000000005,-85.97859890000001,female,30_to_34_years,218514
1699,TN,35.830521000000005,-85.97859890000001,female,35_to_39_years,216812
1700,TN,35.830521000000005,-85.97859890000001,female,40_to_44_years,206534
1701,TN,35.830521000000005,-85.97859890000001,female,45_to_49_years,224779
1702,TN,35.830521000000005,-85.97859890000001,female,50_to_54_years,230360
1703,TN,35.830521000000005,-85.97859890000001,female,55_to_59_years,236522
1704,TN,35.830521000000005,-85.97859890000001,female,60_to_64_years,223177
1705,TN,35.830521000000005,-85.97859890000001,female,65_to_69_years,193541
1706,TN,35.830521000000005,-85.97859890000001,female,70_to_74_years,150958
1707,TN,35.830521000000005,-85.97859890000001,female,75_to_79_years,105290
1708,TN,35.830521000000005,-85.97859890000001,female,80_to_84_years,72623
1709,TN,35.830521000000005,-85.97859890000001,female,85_years_and_over,78448
1710,TX,31.1693363,-100.0768425,female,Under_5_years,993025
1711,TX,31.1693363,-100.0768425,female,5_to_9_years,1000805
1712,TX,31.1693363,-100.0768425,female,10_to_14_years,1012736
1713,TX,31.1693363,-100.0768425,female,15_to_19_years,978094
1714,TX,31.1693363,-100.0768425,female,20_to_24_years,962303
1715,TX,31.1693363,-100.0768425,female,25_to_29_years,1035086
1716,TX,31.1693363,-100.0768425,female,30_to_34_years,1009319
1717,TX,31.1693363,-100.0768425,female,35_to_39_years,982601
1718,TX,31.1693363,-100.0768425,female,40_to_44_years,918452
1719,TX,31.1693363,-100.0768425,female,45_to_49_years,917835
1720,TX,31.1693363,-100.0768425,female,50_to_54_years,868571
1721,TX,31.1693363,-100.0768425,female,55_to_59_years,867324
1722,TX,31.1693363,-100.0768425,female,60_to_64_years,772451
1723,TX,31.1693363,-100.0768425,female,65_to_69_years,633332
1724,TX,31.1693363,-100.0768425,female,70_to_74_years,478713
1725,TX,31.1693363,-100.0768425,female,75_to_79_years,327494
1726,TX,31.1693363,-100.0768425,female,80_to_84_years,230583
1727,TX,31.1693363,-100.0768425,female,85_years_and_over,254079
1728,UT,39.4997605,-111.547028,female,Under_5_years,124123
1729,UT,39.4997605,-111.547028,female,5_to_9_years,125974
1730,UT,39.4997605,-111.547028,female,10_to_14_years,127051
1731,UT,39.4997605,-111.547028,female,15_to_19_years,118837
1732,UT,39.4997605,-111.547028,female,20_to_24_years,123890
1733,UT,39.4997605,-111.547028,female,25_to_29_years,117124
1734,UT,39.4997605,-111.547028,female,30_to_34_years,107879
1735,UT,39.4997605,-111.547028,female,35_to_39_years,112466
1736,UT,39.4997605,-111.547028,female,40_to_44_years,94928
1737,UT,39.4997605,-111.547028,female,45_to_49_years,82494
1738,UT,39.4997605,-111.547028,female,50_to_54_years,74699
1739,UT,39.4997605,-111.547028,female,55_to_59_years,78738
1740,UT,39.4997605,-111.547028,female,60_to_64_years,72282
1741,UT,39.4997605,-111.547028,female,65_to_69_years,59750
1742,UT,39.4997605,-111.547028,female,70_to_74_years,45212
1743,UT,39.4997605,-111.547028,female,75_to_79_years,30996
1744,UT,39.4997605,-111.547028,female,80_to_84_years,21624
1745,UT,39.4997605,-111.547028,female,85_years_and_over,22078
1746,VT,43.8717545,-72.4477828,female,Under_5_years,14469
1747,VT,43.8717545,-72.4477828,female,5_to_9_years,15217
1748,VT,43.8717545,-72.4477828,female,10_to_14_years,16429
1749,VT,43.8717545,-72.4477828,female,15_to_19_years,20438
1750,VT,43.8717545,-72.4477828,female,20_to_24_years,22429
1751,VT,43.8717545,-72.4477828,female,25_to_29_years,17640
1752,VT,43.8717545,-72.4477828,female,30_to_34_years,18180
1753,VT,43.8717545,-72.4477828,female,35_to_39_years,18175
1754,VT,43.8717545,-72.4477828,female,40_to_44_years,16992
1755,VT,43.8717545,-72.4477828,female,45_to_49_years,20054
1756,VT,43.8717545,-72.4477828,female,50_to_54_years,22579
1757,VT,43.8717545,-72.4477828,female,55_to_59_years,25367
1758,VT,43.8717545,-72.4477828,female,60_to_64_years,24227
1759,VT,43.8717545,-72.4477828,female,65_to_69_years,20687
1760,VT,43.8717545,-72.4477828,female,70_to_74_years,15694
1761,VT,43.8717545,-72.4477828,female,75_to_79_years,10274
1762,VT,43.8717545,-72.4477828,female,80_to_84_years,7206
1763,VT,43.8717545,-72.4477828,female,85_years_and_over,9344
1764,VA,38.0033855,-79.4587861,female,Under_5_years,249839
1765,VA,38.0033855,-79.4587861,female,5_to_9_years,252410
1766,VA,38.0033855,-79.4587861,female,10_to_14_years,257113
1767,VA,38.0033855,-79.4587861,female,15_to_19_years,265153
1768,VA,38.0033855,-79.4587861,female,20_to_24_years,280468
1769,VA,38.0033855,-79.4587861,female,25_to_29_years,294960
1770,VA,38.0033855,-79.4587861,female,30_to_34_years,290404
1771,VA,38.0033855,-79.4587861,female,35_to_39_years,285670
1772,VA,38.0033855,-79.4587861,female,40_to_44_years,264513
1773,VA,38.0033855,-79.4587861,female,45_to_49_years,287360
1774,VA,38.0033855,-79.4587861,female,50_to_54_years,298165
1775,VA,38.0033855,-79.4587861,female,55_to_59_years,299611
1776,VA,38.0033855,-79.4587861,female,60_to_64_years,269081
1777,VA,38.0033855,-79.4587861,female,65_to_69_years,227762
1778,VA,38.0033855,-79.4587861,female,70_to_74_years,178395
1779,VA,38.0033855,-79.4587861,female,75_to_79_years,121475
1780,VA,38.0033855,-79.4587861,female,80_to_84_years,83789
1781,VA,38.0033855,-79.4587861,female,85_years_and_over,97125
1782,WA,38.899348700000004,-77.0145665,female,Under_5_years,223395
1783,WA,38.899348700000004,-77.0145665,female,5_to_9_years,226827
1784,WA,38.899348700000004,-77.0145665,female,10_to_14_years,221744
1785,WA,38.899348700000004,-77.0145665,female,15_to_19_years,216216
1786,WA,38.899348700000004,-77.0145665,female,20_to_24_years,229578
1787,WA,38.899348700000004,-77.0145665,female,25_to_29_years,274047
1788,WA,38.899348700000004,-77.0145665,female,30_to_34_years,265845
1789,WA,38.899348700000004,-77.0145665,female,35_to_39_years,253594
1790,WA,38.899348700000004,-77.0145665,female,40_to_44_years,225474
1791,WA,38.899348700000004,-77.0145665,female,45_to_49_years,235643
1792,WA,38.899348700000004,-77.0145665,female,50_to_54_years,234285
1793,WA,38.899348700000004,-77.0145665,female,55_to_59_years,249766
1794,WA,38.899348700000004,-77.0145665,female,60_to_64_years,239781
1795,WA,38.899348700000004,-77.0145665,female,65_to_69_years,204546
1796,WA,38.899348700000004,-77.0145665,female,70_to_74_years,152852
1797,WA,38.899348700000004,-77.0145665,female,75_to_79_years,97924
1798,WA,38.899348700000004,-77.0145665,female,80_to_84_years,66807
1799,WA,38.899348700000004,-77.0145665,female,85_years_and_over,83946
1800,WA,38.899348700000004,-77.0145665,female,Under_5_years,223395
1801,WA,38.899348700000004,-77.0145665,female,5_to_9_years,226827
1802,WA,38.899348700000004,-77.0145665,female,10_to_14_years,221744
1803,WA,38.899348700000004,-77.0145665,female,15_to_19_years,216216
1804,WA,38.899348700000004,-77.0145665,female,20_to_24_years,229578
1805,WA,38.899348700000004,-77.0145665,female,25_to_29_years,274047
1806,WA,38.899348700000004,-77.0145665,female,30_to_34_years,265845
1807,WA,38.899348700000004,-77.0145665,female,35_to_39_years,253594
1808,WA,38.899348700000004,-77.0145665,female,40_to_44_years,225474
1809,WA,38.899348700000004,-77.0145665,female,45_to_49_years,235643
1810,WA,38.899348700000004,-77.0145665,female,50_to_54_years,234285
1811,WA,38.899348700000004,-77.0145665,female,55_to_59_years,249766
1812,WA,38.899348700000004,-77.0145665,female,60_to_64_years,239781
1813,WA,38.899348700000004,-77.0145665,female,65_to_69_years,204546
1814,WA,38.899348700000004,-77.0145665,female,70_to_74_years,152852
1815,WA,38.899348700000004,-77.0145665,female,75_to_79_years,97924
1816,WA,38.899348700000004,-77.0145665,female,80_to_84_years,66807
1817,WA,38.899348700000004,-77.0145665,female,85_years_and_over,83946
1818,WV,38.920170500000005,-80.1816905,female,Under_5_years,48113
1819,WV,38.920170500000005,-80.1816905,female,5_to_9_years,49755
1820,WV,38.920170500000005,-80.1816905,female,10_to_14_years,50892
1821,WV,38.920170500000005,-80.1816905,female,15_to_19_years,52305
1822,WV,38.920170500000005,-80.1816905,female,20_to_24_years,55830
1823,WV,38.920170500000005,-80.1816905,female,25_to_29_years,55097
1824,WV,38.920170500000005,-80.1816905,female,30_to_34_years,50271
1825,WV,38.920170500000005,-80.1816905,female,35_to_39_years,54758
1826,WV,38.920170500000005,-80.1816905,female,40_to_44_years,53993
1827,WV,38.920170500000005,-80.1816905,female,45_to_49_years,58446
1828,WV,38.920170500000005,-80.1816905,female,50_to_54_years,61041
1829,WV,38.920170500000005,-80.1816905,female,55_to_59_years,67304
1830,WV,38.920170500000005,-80.1816905,female,60_to_64_years,67323
1831,WV,38.920170500000005,-80.1816905,female,65_to_69_years,61951
1832,WV,38.920170500000005,-80.1816905,female,70_to_74_years,46308
1833,WV,38.920170500000005,-80.1816905,female,75_to_79_years,33685
1834,WV,38.920170500000005,-80.1816905,female,80_to_84_years,24172
1835,WV,38.920170500000005,-80.1816905,female,85_years_and_over,25993
1836,WI,44.7862968,-89.82670490000001,female,Under_5_years,164166
1837,WI,44.7862968,-89.82670490000001,female,5_to_9_years,172527
1838,WI,44.7862968,-89.82670490000001,female,10_to_14_years,179858
1839,WI,44.7862968,-89.82670490000001,female,15_to_19_years,186254
1840,WI,44.7862968,-89.82670490000001,female,20_to_24_years,197742
1841,WI,44.7862968,-89.82670490000001,female,25_to_29_years,176576
1842,WI,44.7862968,-89.82670490000001,female,30_to_34_years,180338
1843,WI,44.7862968,-89.82670490000001,female,35_to_39_years,180468
1844,WI,44.7862968,-89.82670490000001,female,40_to_44_years,162441
1845,WI,44.7862968,-89.82670490000001,female,45_to_49_years,179081
1846,WI,44.7862968,-89.82670490000001,female,50_to_54_years,200294
1847,WI,44.7862968,-89.82670490000001,female,55_to_59_years,216194
1848,WI,44.7862968,-89.82670490000001,female,60_to_64_years,195812
1849,WI,44.7862968,-89.82670490000001,female,65_to_69_years,163786
1850,WI,44.7862968,-89.82670490000001,female,70_to_74_years,120833
1851,WI,44.7862968,-89.82670490000001,female,75_to_79_years,87040
1852,WI,44.7862968,-89.82670490000001,female,80_to_84_years,65038
1853,WI,44.7862968,-89.82670490000001,female,85_years_and_over,84297
1854,WY,43.000325,-107.5545669,female,Under_5_years,17899
1855,WY,43.000325,-107.5545669,female,5_to_9_years,19020
1856,WY,43.000325,-107.5545669,female,10_to_14_years,18800
1857,WY,43.000325,-107.5545669,female,15_to_19_years,17250
1858,WY,43.000325,-107.5545669,female,20_to_24_years,17946
1859,WY,43.000325,-107.5545669,female,25_to_29_years,18891
1860,WY,43.000325,-107.5545669,female,30_to_34_years,19268
1861,WY,43.000325,-107.5545669,female,35_to_39_years,18427
1862,WY,43.000325,-107.5545669,female,40_to_44_years,15958
1863,WY,43.000325,-107.5545669,female,45_to_49_years,15758
1864,WY,43.000325,-107.5545669,female,50_to_54_years,16790
1865,WY,43.000325,-107.5545669,female,55_to_59_years,20122
1866,WY,43.000325,-107.5545669,female,60_to_64_years,20001
1867,WY,43.000325,-107.5545669,female,65_to_69_years,16072
1868,WY,43.000325,-107.5545669,female,70_to_74_years,11639
1869,WY,43.000325,-107.5545669,female,75_to_79_years,7964
1870,WY,43.000325,-107.5545669,female,80_to_84_years,5530
1871,WY,43.000325,-107.5545669,female,85_years_and_over,6542
