category,gender,age,year,division,population,share
supermarket_goer_last_4_weeks,Female,18-24,2017,east_central,7,1.0
supermarket_goer_last_4_weeks,Female,25-34,2017,east_central,28,0.9655172413793104
supermarket_goer_last_4_weeks,Female,35-44,2017,east_central,25,1.0
supermarket_goer_last_4_weeks,Female,45-54,2017,east_central,17,0.9444444444444444
supermarket_goer_last_4_weeks,Female,55+,2017,east_central,16,1.0
tablet_owner,Male,18-24,2017,east_central,6,0.4
tablet_owner,Male,25-34,2017,east_central,14,0.6363636363636364
tablet_owner,Male,35-44,2017,east_central,16,0.5714285714285714
tablet_owner,Male,45-54,2017,east_central,11,0.7333333333333333
tablet_owner,Male,55+,2017,east_central,7,0.3684210526315789
tablet_owner,Female,18-24,2017,east_central,2,0.2857142857142857
tablet_owner,Female,25-34,2017,east_central,17,0.5862068965517241
tablet_owner,Female,35-44,2017,east_central,20,0.8
tablet_owner,Female,45-54,2017,east_central,11,0.6111111111111112
tablet_owner,Female,55+,2017,east_central,13,0.8125
all_live_theater/concerts/dance-attended_last_12_months,Male,18-24,2017,east_central,10,0.6666666666666666
all_live_theater/concerts/dance-attended_last_12_months,Male,25-34,2017,east_central,7,0.3181818181818182
all_live_theater/concerts/dance-attended_last_12_months,Male,35-44,2017,east_central,14,0.5
all_live_theater/concerts/dance-attended_last_12_months,Male,45-54,2017,east_central,12,0.8
all_live_theater/concerts/dance-attended_last_12_months,Male,55+,2017,east_central,8,0.42105263157894735
all_live_theater/concerts/dance-attended_last_12_months,Female,18-24,2017,east_central,5,0.7142857142857143
all_live_theater/concerts/dance-attended_last_12_months,Female,25-34,2017,east_central,14,0.4827586206896552
all_live_theater/concerts/dance-attended_last_12_months,Female,35-44,2017,east_central,14,0.56
all_live_theater/concerts/dance-attended_last_12_months,Female,45-54,2017,east_central,9,0.5
all_live_theater/concerts/dance-attended_last_12_months,Female,55+,2017,east_central,8,0.5
social_media_[social_media_user],Male,18-24,2017,east_central,15,1.0
social_media_[social_media_user],Male,25-34,2017,east_central,22,1.0
social_media_[social_media_user],Male,35-44,2017,east_central,27,0.9642857142857143
social_media_[social_media_user],Male,45-54,2017,east_central,14,0.9333333333333333
social_media_[social_media_user],Male,55+,2017,east_central,16,0.8421052631578947
social_media_[social_media_user],Female,18-24,2017,east_central,7,1.0
social_media_[social_media_user],Female,25-34,2017,east_central,29,1.0
social_media_[social_media_user],Female,35-44,2017,east_central,25,1.0
social_media_[social_media_user],Female,45-54,2017,east_central,17,0.9444444444444444
social_media_[social_media_user],Female,55+,2017,east_central,14,0.875
