category,gender,age,year,division,population,Latitude,Longitude
Video Game Players,Male,18-34,2013,East Central,26,41.8851513,-86.97143566
Video Game Players,Male,18-34,2013,East Central,37,41.8851513,-86.97143566
Video Game Players,Male,35-54,2013,East Central,49,41.8851513,-86.97143566
Video Game Players,Male,35-54,2013,East Central,31,41.8851513,-86.97143566
Video Game Players,Male,55+,2013,East Central,13,41.8851513,-86.97143566
Video Game Players,Female,18-34,2013,East Central,24,41.8851513,-86.97143566
Video Game Players,Female,18-34,2013,East Central,46,41.8851513,-86.97143566
Video Game Players,Female,35-54,2013,East Central,35,41.8851513,-86.97143566
Video Game Players,Female,35-54,2013,East Central,31,41.8851513,-86.97143566
Video Game Players,Female,55+,2013,East Central,32,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2013,East Central,23,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2013,East Central,38,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2013,East Central,63,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2013,East Central,62,41.8851513,-86.97143566
Cable TV Watchers,Male,55+,2013,East Central,72,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2013,East Central,30,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2013,East Central,65,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2013,East Central,62,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2013,East Central,96,41.8851513,-86.97143566
Cable TV Watchers,Female,55+,2013,East Central,120,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2013,East Central,17,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2013,East Central,39,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2013,East Central,52,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2013,East Central,53,41.8851513,-86.97143566
Radio Listeners,Male,55+,2013,East Central,62,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2013,East Central,31,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2013,East Central,61,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2013,East Central,56,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2013,East Central,81,41.8851513,-86.97143566
Radio Listeners,Female,55+,2013,East Central,98,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2013,East Central,31,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2013,East Central,49,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2013,East Central,69,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2013,East Central,64,41.8851513,-86.97143566
Magazine Readers,Male,55+,2013,East Central,75,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2013,East Central,40,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2013,East Central,72,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2013,East Central,64,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2013,East Central,96,41.8851513,-86.97143566
Magazine Readers,Female,55+,2013,East Central,124,41.8851513,-86.97143566
Movie Goers,Male,18-34,2013,East Central,31,41.8851513,-86.97143566
Movie Goers,Male,18-34,2013,East Central,51,41.8851513,-86.97143566
Movie Goers,Male,35-54,2013,East Central,71,41.8851513,-86.97143566
Movie Goers,Male,35-54,2013,East Central,64,41.8851513,-86.97143566
Movie Goers,Male,55+,2013,East Central,78,41.8851513,-86.97143566
Movie Goers,Female,18-34,2013,East Central,40,41.8851513,-86.97143566
Movie Goers,Female,18-34,2013,East Central,73,41.8851513,-86.97143566
Movie Goers,Female,35-54,2013,East Central,66,41.8851513,-86.97143566
Movie Goers,Female,35-54,2013,East Central,101,41.8851513,-86.97143566
Movie Goers,Female,55+,2013,East Central,127,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2013,East Central,30,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2013,East Central,51,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2013,East Central,71,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2013,East Central,64,41.8851513,-86.97143566
Supermarket Shopper,Male,55+,2013,East Central,77,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2013,East Central,39,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2013,East Central,73,41.8851513,-86.97143566
Supermarket Shopper,Female,35-54,2013,East Central,64,41.8851513,-86.97143566
Supermarket Shopper,Female,35-54,2013,East Central,99,41.8851513,-86.97143566
Supermarket Shopper,Female,55+,2013,East Central,126,41.8851513,-86.97143566
Tablet Owners,Male,18-34,2013,East Central,3,41.8851513,-86.97143566
Tablet Owners,Male,18-34,2013,East Central,10,41.8851513,-86.97143566
Tablet Owners,Male,35-54,2013,East Central,26,41.8851513,-86.97143566
Tablet Owners,Male,35-54,2013,East Central,21,41.8851513,-86.97143566
Tablet Owners,Male,55+,2013,East Central,15,41.8851513,-86.97143566
Tablet Owners,Female,18-34,2013,East Central,10,41.8851513,-86.97143566
Tablet Owners,Female,18-34,2013,East Central,25,41.8851513,-86.97143566
Tablet Owners,Female,35-54,2013,East Central,23,41.8851513,-86.97143566
Tablet Owners,Female,35-54,2013,East Central,36,41.8851513,-86.97143566
Tablet Owners,Female,55+,2013,East Central,31,41.8851513,-86.97143566
Live Events Goers,Male,18-34,2013,East Central,17,41.8851513,-86.97143566
Live Events Goers,Male,18-34,2013,East Central,21,41.8851513,-86.97143566
Live Events Goers,Male,35-54,2013,East Central,27,41.8851513,-86.97143566
Live Events Goers,Male,35-54,2013,East Central,29,41.8851513,-86.97143566
Live Events Goers,Male,55+,2013,East Central,43,41.8851513,-86.97143566
Live Events Goers,Female,18-34,2013,East Central,26,41.8851513,-86.97143566
Live Events Goers,Female,18-34,2013,East Central,40,41.8851513,-86.97143566
Live Events Goers,Female,35-54,2013,East Central,34,41.8851513,-86.97143566
Live Events Goers,Female,35-54,2013,East Central,65,41.8851513,-86.97143566
Live Events Goers,Female,55+,2013,East Central,68,41.8851513,-86.97143566
Social Media Users,Male,18-34,2013,East Central,29,41.8851513,-86.97143566
Social Media Users,Male,18-34,2013,East Central,46,41.8851513,-86.97143566
Social Media Users,Male,35-54,2013,East Central,57,41.8851513,-86.97143566
Social Media Users,Male,35-54,2013,East Central,51,41.8851513,-86.97143566
Social Media Users,Male,55+,2013,East Central,42,41.8851513,-86.97143566
Social Media Users,Female,18-34,2013,East Central,38,41.8851513,-86.97143566
Social Media Users,Female,18-34,2013,East Central,70,41.8851513,-86.97143566
Social Media Users,Female,35-54,2013,East Central,60,41.8851513,-86.97143566
Social Media Users,Female,35-54,2013,East Central,84,41.8851513,-86.97143566
Social Media Users,Female,55+,2013,East Central,94,41.8851513,-86.97143566
Video Game Players,Male,18-34,2014,East Central,22,41.8851513,-86.97143566
Video Game Players,Male,18-34,2014,East Central,39,41.8851513,-86.97143566
Video Game Players,Male,35-54,2014,East Central,52,41.8851513,-86.97143566
Video Game Players,Male,35-54,2014,East Central,36,41.8851513,-86.97143566
Video Game Players,Male,55+,2014,East Central,10,41.8851513,-86.97143566
Video Game Players,Female,18-34,2014,East Central,26,41.8851513,-86.97143566
Video Game Players,Female,18-34,2014,East Central,53,41.8851513,-86.97143566
Video Game Players,Female,35-54,2014,East Central,58,41.8851513,-86.97143566
Video Game Players,Female,35-54,2014,East Central,33,41.8851513,-86.97143566
Video Game Players,Female,55+,2014,East Central,16,41.8851513,-86.97143566
Digital Music Users,Male,18-34,2014,East Central,28,41.8851513,-86.97143566
Digital Music Users,Male,18-34,2014,East Central,51,41.8851513,-86.97143566
Digital Music Users,Male,35-54,2014,East Central,77,41.8851513,-86.97143566
Digital Music Users,Male,35-54,2014,East Central,81,41.8851513,-86.97143566
Digital Music Users,Male,55+,2014,East Central,76,41.8851513,-86.97143566
Digital Music Users,Female,18-34,2014,East Central,49,41.8851513,-86.97143566
Digital Music Users,Female,18-34,2014,East Central,90,41.8851513,-86.97143566
Digital Music Users,Female,35-54,2014,East Central,105,41.8851513,-86.97143566
Digital Music Users,Female,35-54,2014,East Central,95,41.8851513,-86.97143566
Digital Music Users,Female,55+,2014,East Central,112,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2014,East Central,18,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2014,East Central,42,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2014,East Central,66,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2014,East Central,73,41.8851513,-86.97143566
Cable TV Watchers,Male,55+,2014,East Central,65,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2014,East Central,40,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2014,East Central,76,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2014,East Central,91,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2014,East Central,91,41.8851513,-86.97143566
Cable TV Watchers,Female,55+,2014,East Central,101,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2014,East Central,15,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2014,East Central,40,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2014,East Central,52,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2014,East Central,67,41.8851513,-86.97143566
Radio Listeners,Male,55+,2014,East Central,57,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2014,East Central,40,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2014,East Central,77,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2014,East Central,91,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2014,East Central,76,41.8851513,-86.97143566
Radio Listeners,Female,55+,2014,East Central,81,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2014,East Central,20,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2014,East Central,39,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2014,East Central,63,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2014,East Central,71,41.8851513,-86.97143566
Magazine Readers,Male,55+,2014,East Central,73,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2014,East Central,39,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2014,East Central,74,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2014,East Central,95,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2014,East Central,87,41.8851513,-86.97143566
Magazine Readers,Female,55+,2014,East Central,107,41.8851513,-86.97143566
Movie Goers,Male,18-34,2014,East Central,28,41.8851513,-86.97143566
Movie Goers,Male,18-34,2014,East Central,51,41.8851513,-86.97143566
Movie Goers,Male,35-54,2014,East Central,77,41.8851513,-86.97143566
Movie Goers,Male,35-54,2014,East Central,81,41.8851513,-86.97143566
Movie Goers,Male,55+,2014,East Central,76,41.8851513,-86.97143566
Movie Goers,Female,18-34,2014,East Central,49,41.8851513,-86.97143566
Movie Goers,Female,18-34,2014,East Central,90,41.8851513,-86.97143566
Movie Goers,Female,35-54,2014,East Central,105,41.8851513,-86.97143566
Movie Goers,Female,35-54,2014,East Central,95,41.8851513,-86.97143566
Movie Goers,Female,55+,2014,East Central,112,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2014,East Central,25,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2014,East Central,50,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2014,East Central,75,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2014,East Central,79,41.8851513,-86.97143566
Supermarket Shopper,Male,55+,2014,East Central,75,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2014,East Central,49,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2014,East Central,90,41.8851513,-86.97143566
Supermarket Shopper,Female,35-54,2014,East Central,105,41.8851513,-86.97143566
Supermarket Shopper,Female,35-54,2014,East Central,94,41.8851513,-86.97143566
Supermarket Shopper,Female,55+,2014,East Central,111,41.8851513,-86.97143566
Tablet Owners,Male,18-34,2014,East Central,6,41.8851513,-86.97143566
Tablet Owners,Male,18-34,2014,East Central,20,41.8851513,-86.97143566
Tablet Owners,Male,35-54,2014,East Central,35,41.8851513,-86.97143566
Tablet Owners,Male,35-54,2014,East Central,29,41.8851513,-86.97143566
Tablet Owners,Male,55+,2014,East Central,24,41.8851513,-86.97143566
Tablet Owners,Female,18-34,2014,East Central,17,41.8851513,-86.97143566
Tablet Owners,Female,18-34,2014,East Central,50,41.8851513,-86.97143566
Tablet Owners,Female,35-54,2014,East Central,57,41.8851513,-86.97143566
Tablet Owners,Female,35-54,2014,East Central,38,41.8851513,-86.97143566
Tablet Owners,Female,55+,2014,East Central,34,41.8851513,-86.97143566
Live Events Goers,Male,18-34,2014,East Central,10,41.8851513,-86.97143566
Live Events Goers,Male,18-34,2014,East Central,28,41.8851513,-86.97143566
Live Events Goers,Male,35-54,2014,East Central,38,41.8851513,-86.97143566
Live Events Goers,Male,35-54,2014,East Central,46,41.8851513,-86.97143566
Live Events Goers,Male,55+,2014,East Central,32,41.8851513,-86.97143566
Live Events Goers,Female,18-34,2014,East Central,23,41.8851513,-86.97143566
Live Events Goers,Female,18-34,2014,East Central,42,41.8851513,-86.97143566
Live Events Goers,Female,35-54,2014,East Central,65,41.8851513,-86.97143566
Live Events Goers,Female,35-54,2014,East Central,51,41.8851513,-86.97143566
Live Events Goers,Female,55+,2014,East Central,59,41.8851513,-86.97143566
Social Media Users,Male,18-34,2014,East Central,25,41.8851513,-86.97143566
Social Media Users,Male,18-34,2014,East Central,50,41.8851513,-86.97143566
Social Media Users,Male,35-54,2014,East Central,67,41.8851513,-86.97143566
Social Media Users,Male,35-54,2014,East Central,64,41.8851513,-86.97143566
Social Media Users,Male,55+,2014,East Central,46,41.8851513,-86.97143566
Social Media Users,Female,18-34,2014,East Central,48,41.8851513,-86.97143566
Social Media Users,Female,18-34,2014,East Central,88,41.8851513,-86.97143566
Social Media Users,Female,35-54,2014,East Central,97,41.8851513,-86.97143566
Social Media Users,Female,35-54,2014,East Central,84,41.8851513,-86.97143566
Social Media Users,Female,55+,2014,East Central,75,41.8851513,-86.97143566
Video Game Players,Male,18-34,2015,East Central,24,41.8851513,-86.97143566
Video Game Players,Male,18-34,2015,East Central,39,41.8851513,-86.97143566
Video Game Players,Male,35-54,2015,East Central,45,41.8851513,-86.97143566
Video Game Players,Male,35-54,2015,East Central,25,41.8851513,-86.97143566
Video Game Players,Male,55+,2015,East Central,20,41.8851513,-86.97143566
Video Game Players,Female,18-34,2015,East Central,20,41.8851513,-86.97143566
Video Game Players,Female,18-34,2015,East Central,46,41.8851513,-86.97143566
Video Game Players,Female,35-54,2015,East Central,45,41.8851513,-86.97143566
Video Game Players,Female,35-54,2015,East Central,30,41.8851513,-86.97143566
Video Game Players,Female,55+,2015,East Central,24,41.8851513,-86.97143566
Streaming Video Watchers,Male,18-34,2015,East Central,27,41.8851513,-86.97143566
Streaming Video Watchers,Male,18-34,2015,East Central,44,41.8851513,-86.97143566
Streaming Video Watchers,Male,35-54,2015,East Central,45,41.8851513,-86.97143566
Streaming Video Watchers,Male,35-54,2015,East Central,49,41.8851513,-86.97143566
Streaming Video Watchers,Male,55+,2015,East Central,54,41.8851513,-86.97143566
Streaming Video Watchers,Female,18-34,2015,East Central,31,41.8851513,-86.97143566
Streaming Video Watchers,Female,18-34,2015,East Central,62,41.8851513,-86.97143566
Streaming Video Watchers,Female,35-54,2015,East Central,67,41.8851513,-86.97143566
Streaming Video Watchers,Female,35-54,2015,East Central,70,41.8851513,-86.97143566
Streaming Video Watchers,Female,55+,2015,East Central,80,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2015,East Central,22,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2015,East Central,39,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2015,East Central,54,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2015,East Central,59,41.8851513,-86.97143566
Cable TV Watchers,Male,55+,2015,East Central,79,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2015,East Central,26,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2015,East Central,62,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2015,East Central,87,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2015,East Central,82,41.8851513,-86.97143566
Cable TV Watchers,Female,55+,2015,East Central,105,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2015,East Central,25,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2015,East Central,36,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2015,East Central,54,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2015,East Central,57,41.8851513,-86.97143566
Magazine Readers,Male,55+,2015,East Central,73,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2015,East Central,28,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2015,East Central,71,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2015,East Central,82,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2015,East Central,82,41.8851513,-86.97143566
Magazine Readers,Female,55+,2015,East Central,92,41.8851513,-86.97143566
Movie Goers,Male,18-34,2015,East Central,33,41.8851513,-86.97143566
Movie Goers,Male,18-34,2015,East Central,53,41.8851513,-86.97143566
Movie Goers,Male,35-54,2015,East Central,71,41.8851513,-86.97143566
Movie Goers,Male,35-54,2015,East Central,64,41.8851513,-86.97143566
Movie Goers,Male,55+,2015,East Central,81,41.8851513,-86.97143566
Movie Goers,Female,18-34,2015,East Central,42,41.8851513,-86.97143566
Movie Goers,Female,18-34,2015,East Central,84,41.8851513,-86.97143566
Movie Goers,Female,35-54,2015,East Central,99,41.8851513,-86.97143566
Movie Goers,Female,35-54,2015,East Central,93,41.8851513,-86.97143566
Movie Goers,Female,55+,2015,East Central,109,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2015,East Central,32,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2015,East Central,53,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2015,East Central,71,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2015,East Central,63,41.8851513,-86.97143566
Supermarket Shopper,Male,55+,2015,East Central,80,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2015,East Central,42,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2015,East Central,84,41.8851513,-86.97143566
Supermarket Shopper,Female,35-54,2015,East Central,99,41.8851513,-86.97143566
Supermarket Shopper,Female,35-54,2015,East Central,92,41.8851513,-86.97143566
Supermarket Shopper,Female,55+,2015,East Central,107,41.8851513,-86.97143566
Tablet Owners,Male,18-34,2015,East Central,11,41.8851513,-86.97143566
Tablet Owners,Male,18-34,2015,East Central,24,41.8851513,-86.97143566
Tablet Owners,Male,35-54,2015,East Central,36,41.8851513,-86.97143566
Tablet Owners,Male,35-54,2015,East Central,30,41.8851513,-86.97143566
Tablet Owners,Male,55+,2015,East Central,28,41.8851513,-86.97143566
Tablet Owners,Female,18-34,2015,East Central,22,41.8851513,-86.97143566
Tablet Owners,Female,18-34,2015,East Central,50,41.8851513,-86.97143566
Tablet Owners,Female,35-54,2015,East Central,57,41.8851513,-86.97143566
Tablet Owners,Female,35-54,2015,East Central,47,41.8851513,-86.97143566
Tablet Owners,Female,55+,2015,East Central,47,41.8851513,-86.97143566
Live Events Goers,Male,18-34,2015,East Central,22,41.8851513,-86.97143566
Live Events Goers,Male,18-34,2015,East Central,42,41.8851513,-86.97143566
Live Events Goers,Male,35-54,2015,East Central,49,41.8851513,-86.97143566
Live Events Goers,Male,35-54,2015,East Central,46,41.8851513,-86.97143566
Live Events Goers,Male,55+,2015,East Central,51,41.8851513,-86.97143566
Live Events Goers,Female,18-34,2015,East Central,30,41.8851513,-86.97143566
Live Events Goers,Female,18-34,2015,East Central,63,41.8851513,-86.97143566
Live Events Goers,Female,35-54,2015,East Central,67,41.8851513,-86.97143566
Live Events Goers,Female,35-54,2015,East Central,64,41.8851513,-86.97143566
Live Events Goers,Female,55+,2015,East Central,71,41.8851513,-86.97143566
Social Media Users,Male,18-34,2015,East Central,30,41.8851513,-86.97143566
Social Media Users,Male,18-34,2015,East Central,52,41.8851513,-86.97143566
Social Media Users,Male,35-54,2015,East Central,64,41.8851513,-86.97143566
Social Media Users,Male,35-54,2015,East Central,51,41.8851513,-86.97143566
Social Media Users,Male,55+,2015,East Central,55,41.8851513,-86.97143566
Social Media Users,Female,18-34,2015,East Central,41,41.8851513,-86.97143566
Social Media Users,Female,18-34,2015,East Central,84,41.8851513,-86.97143566
Social Media Users,Female,35-54,2015,East Central,94,41.8851513,-86.97143566
Social Media Users,Female,35-54,2015,East Central,84,41.8851513,-86.97143566
Social Media Users,Female,55+,2015,East Central,81,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2015,East Central,16,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2015,East Central,38,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2015,East Central,56,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2015,East Central,46,41.8851513,-86.97143566
Radio Listeners,Male,55+,2015,East Central,66,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2015,East Central,36,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2015,East Central,63,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2015,East Central,79,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2015,East Central,73,41.8851513,-86.97143566
Radio Listeners,Female,55+,2015,East Central,81,41.8851513,-86.97143566
Digital Music Users,Male,18-34,2015,East Central,18,41.8851513,-86.97143566
Digital Music Users,Male,18-34,2015,East Central,31,41.8851513,-86.97143566
Digital Music Users,Male,35-54,2015,East Central,29,41.8851513,-86.97143566
Digital Music Users,Male,35-54,2015,East Central,30,41.8851513,-86.97143566
Digital Music Users,Male,55+,2015,East Central,18,41.8851513,-86.97143566
Digital Music Users,Female,18-34,2015,East Central,32,41.8851513,-86.97143566
Digital Music Users,Female,18-34,2015,East Central,50,41.8851513,-86.97143566
Digital Music Users,Female,35-54,2015,East Central,56,41.8851513,-86.97143566
Digital Music Users,Female,35-54,2015,East Central,36,41.8851513,-86.97143566
Digital Music Users,Female,55+,2015,East Central,21,41.8851513,-86.97143566
Video Game Players,Male,18-34,2016,East Central,23,41.8851513,-86.97143566
Video Game Players,Male,18-34,2016,East Central,33,41.8851513,-86.97143566
Video Game Players,Male,35-54,2016,East Central,34,41.8851513,-86.97143566
Video Game Players,Male,35-54,2016,East Central,25,41.8851513,-86.97143566
Video Game Players,Male,55+,2016,East Central,11,41.8851513,-86.97143566
Video Game Players,Female,18-34,2016,East Central,15,41.8851513,-86.97143566
Video Game Players,Female,18-34,2016,East Central,41,41.8851513,-86.97143566
Video Game Players,Female,35-54,2016,East Central,28,41.8851513,-86.97143566
Video Game Players,Female,35-54,2016,East Central,29,41.8851513,-86.97143566
Video Game Players,Female,55+,2016,East Central,27,41.8851513,-86.97143566
Streaming Video Watchers,Male,18-34,2016,East Central,21,41.8851513,-86.97143566
Streaming Video Watchers,Male,18-34,2016,East Central,40,41.8851513,-86.97143566
Streaming Video Watchers,Male,35-54,2016,East Central,33,41.8851513,-86.97143566
Streaming Video Watchers,Male,35-54,2016,East Central,51,41.8851513,-86.97143566
Streaming Video Watchers,Male,55+,2016,East Central,66,41.8851513,-86.97143566
Streaming Video Watchers,Female,18-34,2016,East Central,31,41.8851513,-86.97143566
Streaming Video Watchers,Female,18-34,2016,East Central,60,41.8851513,-86.97143566
Streaming Video Watchers,Female,35-54,2016,East Central,57,41.8851513,-86.97143566
Streaming Video Watchers,Female,35-54,2016,East Central,75,41.8851513,-86.97143566
Streaming Video Watchers,Female,55+,2016,East Central,108,41.8851513,-86.97143566
Digital Music Users,Male,18-34,2016,East Central,27,41.8851513,-86.97143566
Digital Music Users,Male,18-34,2016,East Central,45,41.8851513,-86.97143566
Digital Music Users,Male,35-54,2016,East Central,46,41.8851513,-86.97143566
Digital Music Users,Male,35-54,2016,East Central,66,41.8851513,-86.97143566
Digital Music Users,Male,55+,2016,East Central,88,41.8851513,-86.97143566
Digital Music Users,Female,18-34,2016,East Central,35,41.8851513,-86.97143566
Digital Music Users,Female,18-34,2016,East Central,79,41.8851513,-86.97143566
Digital Music Users,Female,35-54,2016,East Central,69,41.8851513,-86.97143566
Digital Music Users,Female,35-54,2016,East Central,102,41.8851513,-86.97143566
Digital Music Users,Female,55+,2016,East Central,150,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2016,East Central,17,41.8851513,-86.97143566
Cable TV Watchers,Male,18-34,2016,East Central,32,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2016,East Central,38,41.8851513,-86.97143566
Cable TV Watchers,Male,35-54,2016,East Central,60,41.8851513,-86.97143566
Cable TV Watchers,Male,55+,2016,East Central,84,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2016,East Central,25,41.8851513,-86.97143566
Cable TV Watchers,Female,18-34,2016,East Central,63,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2016,East Central,60,41.8851513,-86.97143566
Cable TV Watchers,Female,35-54,2016,East Central,97,41.8851513,-86.97143566
Cable TV Watchers,Female,55+,2016,East Central,142,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2016,East Central,20,41.8851513,-86.97143566
Radio Listeners,Male,18-34,2016,East Central,32,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2016,East Central,34,41.8851513,-86.97143566
Radio Listeners,Male,35-54,2016,East Central,54,41.8851513,-86.97143566
Radio Listeners,Male,55+,2016,East Central,66,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2016,East Central,29,41.8851513,-86.97143566
Radio Listeners,Female,18-34,2016,East Central,64,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2016,East Central,63,41.8851513,-86.97143566
Radio Listeners,Female,35-54,2016,East Central,85,41.8851513,-86.97143566
Radio Listeners,Female,55+,2016,East Central,110,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2016,East Central,21,41.8851513,-86.97143566
Magazine Readers,Male,18-34,2016,East Central,33,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2016,East Central,37,41.8851513,-86.97143566
Magazine Readers,Male,35-54,2016,East Central,55,41.8851513,-86.97143566
Magazine Readers,Male,55+,2016,East Central,78,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2016,East Central,29,41.8851513,-86.97143566
Magazine Readers,Female,18-34,2016,East Central,58,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2016,East Central,54,41.8851513,-86.97143566
Magazine Readers,Female,35-54,2016,East Central,93,41.8851513,-86.97143566
Magazine Readers,Female,55+,2016,East Central,136,41.8851513,-86.97143566
Movie Goers,Male,18-34,2016,East Central,27,41.8851513,-86.97143566
Movie Goers,Male,18-34,2016,East Central,45,41.8851513,-86.97143566
Movie Goers,Male,35-54,2016,East Central,46,41.8851513,-86.97143566
Movie Goers,Male,35-54,2016,East Central,66,41.8851513,-86.97143566
Movie Goers,Male,55+,2016,East Central,88,41.8851513,-86.97143566
Movie Goers,Female,18-34,2016,East Central,35,41.8851513,-86.97143566
Movie Goers,Female,18-34,2016,East Central,79,41.8851513,-86.97143566
Movie Goers,Female,35-54,2016,East Central,69,41.8851513,-86.97143566
Movie Goers,Female,35-54,2016,East Central,102,41.8851513,-86.97143566
Movie Goers,Female,55+,2016,East Central,150,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2016,East Central,25,41.8851513,-86.97143566
Supermarket Shopper,Male,18-34,2016,East Central,45,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2016,East Central,45,41.8851513,-86.97143566
Supermarket Shopper,Male,35-54,2016,East Central,65,41.8851513,-86.97143566
Supermarket Shopper,Male,55+,2016,East Central,86,41.8851513,-86.97143566
Supermarket Shopper,Female,18-34,2016,East Central,35,41.8851513,-86.97143566
